"",,Arbitragem
Arbitro:,Sandro Meira Ricci (FIFA / SC),
Arbitro Assistente 1:,Kleber Lucio Gil (FIFA / SC),
Arbitro Assistente 2:,Neuza Ines Back (FIFA / SC),
Quarto Arbitro:,Vinicius Furlan (AB / SP),
Assessor:,Roberto Perassi (CBF / SP),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,21:40Atraso:,,2 min,Entrada do mandante: 22:46,Atraso:,,Não Houve
Entrada do visitante:,21:40Atraso:,,Não Houve,Entrada do visitante: 22:46,Atraso:,,Não Houve
Início 1o Tempo:,21:47 Atraso:,,2 min,Início do 2o Tempo: 22:48,Atraso:,,Não Houve
Término do 1o Tempo:,22:33 Acréscimo:,,1 min,Término do 2o Tempo: 23:36,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,,Resultado Final: 1 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Palmeiras / SP,,,Internacional / RS,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Fernando P ...,Fernando Buttenbende ... T(g),P,137377 42 Daniel,Daniel de Sousa Brito,T(g) P,331033
2,Jean,Jean Raphael Vanderl ...,T P,173180 6 Uendel,Uendel Pereira Goncalves,T P,175320
3,Edu Dracena,Eduardo Luis Abonizi ...,T P,136752 7 Nico Lopez,Nicolas Federico Lop...,T P,554821
7,Dudu,Eduardo Pereira Rodr ...,T P,291738 10 Dalessandro,Andres Nicolas Dales...,T P,299481
8,Tche Tche,Danilo Das Neves Pin ...,T P,308348 13 Rodrigo Do ...,Rodrigo Dourado Cunha,T P,296330
9,Borja,Miguel Angel Borja H ...,T P,566895 15 Victor Cue ...,Victor Leandro Cuesta,T P,567555
11,Ze Roberto,Jose Roberto da Silv ...,T P,120815 18 Felipe Gut ...,Felipe Alejandro Gut...,T P,582800
18,Guerra,Alejandro Abraham Gu ...,T P,565572 26 Fabinho,Fabio Goncalves,T P,175065
26,Yerri Mina,Yerry Fernando Mina  ...,T P,550753 33 Ortiz,Leonardo Rech Ortiz,T P,422469
29,Willian,Willian Gomes de Siq ...,T P,166061 34 William,William de Asevedo F...,T P,309438
30,Felipe Melo,Felipe Melo de Carvalho,T P,150801 77 Marcelo Ci ...,Marcelo Cirino da Silva,T P,293440
6,Egidio,Egidio de Araujo Per ...,R P,157280 3 Danilo,Danilo Aparecido da ...,R P,166131
14,Jailson,Jailson Marcelino do ...,R P,153229 11 Carlos Alb ...,Carlos Alberto Carva...,R P,353824
15,Michel Bas ...,Michel Fernandes Bastos,R P,155330 16 Diego,Diego Goncalves,R P,376405
17,Erik,Erik Nascimento de Lima,R P,302795 19 Roberson,Roberson de Arruda Alves,R P,179880
20,Raphael,Raphael Cavalcante Veiga,R P,308405 21 Anselmo,Anselmo de Moraes,R P,293384
21,Thiago San ...,Thiago dos Santos,R P,293712 22 Igor,Igor Jose Bohn,R P,297646
22,Fabiano,Fabiano Leismann,R P,352647 28 Iago,Iago Amaral Borduchi,R P,356389
23,Roger Guedes,Roger Krug Guedes,R P,389307 35 Charles,Charles Rigon Matos,R P,407683
25,Antonio Ca ...,Antonio Carlos Cunha ...,R P,307273 38 Brenner,Brenner Marlos Varan...,R P,347998
27,Keno,Marcos da Silva Franca,R P,375634 44 Klaus,William Klaus,R P,360293
28,Hyoran,Hyoran Kaue Dalmoro,R P,304434 46 Valdemir,Valdemir de Oliveira...,R P,444950
42,Vinicius,Vinicius Silvestre d ...,R P,308661,,,
"",,Comissão Técnica
"",Palmeiras / SP,Internacional / RS
Técnico:,Alexi Stival - 36620382,Técnico: Antonio Carlos Zago - 46478108104
Auxiliar Técnico:,Avlamir Dirceo Stival - 5002651 5,Preparador Físico: Carlos Eduardo Pacheco Silva - 003161 G SP
Médico:,Gustavo Damasio Magliocca - 124959,Treinador De GoleirosD: aniel Da Fonseca Pavan - 67636667053
Preparador Físico:,Jose Omar Alves Feitosa - 001179 G PR,Médico: Guilherme Velho Caputo - 25786
Massagista:,Jomar Jorge Ottoni - MG 8605396,Auxiliar Técnico: Marcos Aurelio Galeano - 11680629859
"",,Massagista: Paulo Juarez Quintanilha Da Silva - 34831185000
"",,Preparador De GoleiroD:a niel Da Fonseca Pavan - 67636667053
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
32:00,1T,33,CT,Leonardo Rech Ortiz,,Internacional/RS
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
27:00,2T,Palmeiras/SP,23 - Roger Krug Guedes,9 - Miguel Angel Borja Hernan ...
31:00,2T,Internacional/RS,19 - Roberson de Arruda Alves,26 - Fabio Goncalves
33:00,2T,Internacional/RS,38 - Brenner Marlos Varanda de ...,7 - Nicolas Federico Lopez Al ...
37:00,2T,Palmeiras/SP,22 - Fabiano Leismann,29 - Willian Gomes de Siqueira ...
39:00,2T,Palmeiras/SP,17 - Erik Nascimento de Lima,18 - Alejandro Abraham Guerra  ...
40:00,2T,Internacional/RS,28 - Iago Amaral Borduchi,6 - Uendel Pereira Goncalves
