"",,Arbitragem
Arbitro:,Rudimar Goltara (CBF-1 / ES),
Arbitro Assistente 1:,Ramires Santos Candido (CBF-1 / ES),
Arbitro Assistente 2:,Daniel de Oliveira Alves Pereira (CBF-2 / RJ),
Quarto Arbitro:,Carlos Eduardo Nunes Braga (CBF-2 / RJ),
Assessor:,Messias Jose Pereira (ASS / RJ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,14:53Atraso:,,Não Houve Entrada do mandante: 16:01,Atraso:,,Não Houve
Entrada do visitante:,14:52Atraso:,,Não Houve Entrada do visitante: 16:01,Atraso:,,Não Houve
Início 1o Tempo:,15:00 Atraso:,,Não Houve Início do 2o Tempo: 16:02,Atraso:,,Não Houve
Término do 1o Tempo:,15:47 Acréscimo:,,2 min Término do 2o Tempo: 16:50,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,14:53,Atraso:,Não Houve Entrada do mandante:,16:01,Atraso:,Não Houve
Início 1o Tempo:,15:00,Atraso:,Não Houve,Início do 2o Tempo:,16:02,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Jonathan,Jonathan Ribeiro Louredo,T P,299473,1,Darley,Darley Ramon Torres,T P,178158
"",,Comissão Técnica,
"",Madureira / RJ,,Tombense / MG
Tecnico:,Dimas Souza Viana - 2713489,Tecnico:,Marcelo Mabilia - 9028273226
Auxiliar Tecnico:,-  -  -,Auxiliar Tecnico:,Eugenio Simoes Salomão - 238220
Medico:,Andre Luiz Abrantes De Menezes - 52677922,Medico:,Thales De Carvalho Leon Blum - 52921874
Preparador Fisico:,Leandro Nascimento Dos Santos - 129893558,Preparador Fisico:,Jordan De Freitas Viana - 03026787
Massagista:,Paulo Adriano Da Silva - 062520432,Massagista:,Claudio Henrique Brito Batista - 399932
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
29:00,1T,9,NR,Joao Carlos de Castro Ferreira,,Madureira/RJ
26:00,2T,7,PN,Roberto Pimenta Vinagre Filho,,Tombense/MG
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:ACRÉSCIMOS EM VIRTUDE DA NECESSIDADE DE ATENDIMENTO MÉDICO A ALGUNS ATLETAS, REPOSIÇÃO DE BOLA E SUBSTITUIÇÕESEFETUADASObservações EventuaisINFORMO QUE FOI ENTREGUE, CONFORME DETERMINAÇÃO DA COMISSÃO DE ARBITRAGEM, CÓPIA DA CIRCULAR 08/2015, COMORIENTAÇÕES TÉCNICAS E DISCIPLINARES PARA A TEMPORADA 2015, PARA O REPRESENTANTE DAS DUAS EQUIPESSubstituiçõesTempo1T/2TEquipeEntrouSaiu16:002TTombense/MG16 - Magnum Rafael Farias Tava ...10 - Luiz Fernando Correa Sale ...16:002TTombense/MG18 - Francivaldo Lima Pereira9 - Daniel Amorim Dias da Sil ...19:002TMadureira/RJ17 - Ryan do Nascimento Ramos7 - Ives Antero de Souza33:002TMadureira/RJ20 - Arthur Faria Machado10 - Eduardo da Silva Medeiros ...37:002TTombense/MG14 - Alex Santos da Vitoria7 - Roberto Pimenta Vinagre F ..."
Observações Eventuais
"INFORMO QUE FOI ENTREGUE, CONFORME DETERMINAÇÃO DA COMISSÃO DE ARBITRAGEM, CÓPIA DA CIRCULAR 08/2015, COM"
"ORIENTAÇÕES TÉCNICAS E DISCIPLINARES PARA A TEMPORADA 2015, PARA O REPRESENTANTE DAS DUAS EQUIPES"
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:ACRÉSCIMOS EM VIRTUDE DA NECESSIDADE DE ATENDIMENTO MÉDICO A ALGUNS ATLETAS, REPOSIÇÃO DE BOLA E SUBSTITUIÇÕESEFETUADASObservações EventuaisINFORMO QUE FOI ENTREGUE, CONFORME DETERMINAÇÃO DA COMISSÃO DE ARBITRAGEM, CÓPIA DA CIRCULAR 08/2015, COMORIENTAÇÕES TÉCNICAS E DISCIPLINARES PARA A TEMPORADA 2015, PARA O REPRESENTANTE DAS DUAS EQUIPESSubstituiçõesTempo1T/2TEquipeEntrouSaiu16:002TTombense/MG16 - Magnum Rafael Farias Tava ...10 - Luiz Fernando Correa Sale ...16:002TTombense/MG18 - Francivaldo Lima Pereira9 - Daniel Amorim Dias da Sil ...19:002TMadureira/RJ17 - Ryan do Nascimento Ramos7 - Ives Antero de Souza33:002TMadureira/RJ20 - Arthur Faria Machado10 - Eduardo da Silva Medeiros ...37:002TTombense/MG14 - Alex Santos da Vitoria7 - Roberto Pimenta Vinagre F ...",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
16:00,2T,Tombense/MG,16 - Magnum Rafael Farias Tava ...,10 - Luiz Fernando Correa Sale ...
16:00,2T,Tombense/MG,18 - Francivaldo Lima Pereira,9 - Daniel Amorim Dias da Sil ...
19:00,2T,Madureira/RJ,17 - Ryan do Nascimento Ramos,7 - Ives Antero de Souza
33:00,2T,Madureira/RJ,20 - Arthur Faria Machado,10 - Eduardo da Silva Medeiros ...
37:00,2T,Tombense/MG,14 - Alex Santos da Vitoria,7 - Roberto Pimenta Vinagre F ...
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:ACRÉSCIMOS EM VIRTUDE DA NECESSIDADE DE ATENDIMENTO MÉDICO A ALGUNS ATLETAS, REPOSIÇÃO DE BOLA E SUBSTITUIÇÕESEFETUADASObservações EventuaisINFORMO QUE FOI ENTREGUE, CONFORME DETERMINAÇÃO DA COMISSÃO DE ARBITRAGEM, CÓPIA DA CIRCULAR 08/2015, COMORIENTAÇÕES TÉCNICAS E DISCIPLINARES PARA A TEMPORADA 2015, PARA O REPRESENTANTE DAS DUAS EQUIPESSubstituiçõesTempo1T/2TEquipeEntrouSaiu16:002TTombense/MG16 - Magnum Rafael Farias Tava ...10 - Luiz Fernando Correa Sale ...16:002TTombense/MG18 - Francivaldo Lima Pereira9 - Daniel Amorim Dias da Sil ...19:002TMadureira/RJ17 - Ryan do Nascimento Ramos7 - Ives Antero de Souza33:002TMadureira/RJ20 - Arthur Faria Machado10 - Eduardo da Silva Medeiros ...37:002TTombense/MG14 - Alex Santos da Vitoria7 - Roberto Pimenta Vinagre F ..."
Ocorrências / Observações
Nada houve de anormal
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:ACRÉSCIMOS EM VIRTUDE DA NECESSIDADE DE ATENDIMENTO MÉDICO A ALGUNS ATLETAS, REPOSIÇÃO DE BOLA E SUBSTITUIÇÕESEFETUADASObservações EventuaisINFORMO QUE FOI ENTREGUE, CONFORME DETERMINAÇÃO DA COMISSÃO DE ARBITRAGEM, CÓPIA DA CIRCULAR 08/2015, COMORIENTAÇÕES TÉCNICAS E DISCIPLINARES PARA A TEMPORADA 2015, PARA O REPRESENTANTE DAS DUAS EQUIPESSubstituiçõesTempo1T/2TEquipeEntrouSaiu16:002TTombense/MG16 - Magnum Rafael Farias Tava ...10 - Luiz Fernando Correa Sale ...16:002TTombense/MG18 - Francivaldo Lima Pereira9 - Daniel Amorim Dias da Sil ...19:002TMadureira/RJ17 - Ryan do Nascimento Ramos7 - Ives Antero de Souza33:002TMadureira/RJ20 - Arthur Faria Machado10 - Eduardo da Silva Medeiros ...37:002TTombense/MG14 - Alex Santos da Vitoria7 - Roberto Pimenta Vinagre F ...",,,,
Ocorrências / Observações,,,,
Nada houve de anormal,,,,
"Motivo de atraso no início e/ou reinício, e de acréscimos:",,,,
"ACRÉSCIMOS EM VIRTUDE DA NECESSIDADE DE ATENDIMENTO MÉDICO A ALGUNS ATLETAS, REPOSIÇÃO DE BOLA E SUBSTITUIÇÕES",,,,
EFETUADAS,,,,
Observações Eventuais,,,,
"INFORMO QUE FOI ENTREGUE, CONFORME DETERMINAÇÃO DA COMISSÃO DE ARBITRAGEM, CÓPIA DA CIRCULAR 08/2015, COM",,,,
"ORIENTAÇÕES TÉCNICAS E DISCIPLINARES PARA A TEMPORADA 2015, PARA O REPRESENTANTE DAS DUAS EQUIPES",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
16:00,2T,Tombense/MG,16 - Magnum Rafael Farias Tava ...,10 - Luiz Fernando Correa Sale ...
16:00,2T,Tombense/MG,18 - Francivaldo Lima Pereira,9 - Daniel Amorim Dias da Sil ...
19:00,2T,Madureira/RJ,17 - Ryan do Nascimento Ramos,7 - Ives Antero de Souza
33:00,2T,Madureira/RJ,20 - Arthur Faria Machado,10 - Eduardo da Silva Medeiros ...
37:00,2T,Tombense/MG,14 - Alex Santos da Vitoria,7 - Roberto Pimenta Vinagre F ...
