"",,Arbitragem
Arbitro:,Rafael Traci (CBF-1 / PR),
Arbitro Assistente 1:,Daniel Cotrim de Carvalho (CBF-1 / PR),
Arbitro Assistente 2:,Fabio Rogerio Baesteiro (CBF-1 / SP),
Quarto Arbitro:,Leandro Bizzio Marinho (CBF-1 / SP),
Assessor:,Ana Paula da Silva Oliveira (000 / SP),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,10:57Atraso:,,4 min,Entrada do mandante: 12:04,Atraso:,,Não Houve
Entrada do visitante:,10:56Atraso:,,3 min,Entrada do visitante: 12:04,Atraso:,,Não Houve
Início 1o Tempo:,11:04 Atraso:,,4 min,Início do 2o Tempo: 12:05,Atraso:,,Não Houve
Término do 1o Tempo:,11:50 Acréscimo:,,1 min,Término do 2o Tempo: 12:54,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,,Resultado Final: 0 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Guarani / SP,,,Madureira / RJ,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Rafael,Rafael de Carvalho S ...,T P,177436 1 Marcio Cez ...,Marcio Cezilo Arantes T,P,156843
2,Raoni,Raoni Costa Souza,T P,352428 2 Filippe,Filippe Souza Pereira T,P,319141
3,Thiago,Thiago Carpini Barbosa,T P,160408 3 Daniel,Daniel Felipe Sa Nas... T,P,329146
4,Gladstone,Gladstone Pereira De ...,T P,158421 4 Luis,Luis Felipe Gava Bento T,P,333996
5,Sergio,Sergio Luis Rodrigue ...,T P,186105 5 Café,Gilson de Jesus do N... T,P,296072
6,Bruno,Bruno de Jesus Pacheco,T P,333975 6 Julio,Julio Cesar Leite da... T,P,348696
7,Lenon,Lenon Fernandes Ribeiro,T P,184363 7 Ryan,Ryan do Nascimento RamosT,P,306693
8,Serginho,Sergio Roberto de Br ...,T P,155783 8 Rodrigo,Rodrigo Oliveira Lindoso T,P,184455
9,Anderson,Anderson Aparecido d ...,T P,181490 9 Joao Carlos,Joao Carlos de Castr... T,P,187979
10,Fumagalli,Jose Fernando Fumagalli,T P,125250 11 Arthur,Arthur Faria Machado T,P,336477
11,Diego,Diego Jose Clementino,T P,153810 19 Leo,Leandro Chaves Rodrigues T,P,157749
12,Pegorari,Jose Guilherme Guido ...,R P,293383 12 Jonathan,Jonathan Ribeiro Louredo R,P,299473
13,Leonardo S ...,Leonardo Teixeira Silva,R P,387088 13 Iago,Iago Soares Costa R,P,309446
14,Luiz Paulo,Luiz Paulo Daniel Ba ...,R P,293201 14 Admilton,Admilton Franco do N... R,P,292147
15,Vitor,Vitor Silva Honorato,R P,298013 15 Ives,Ives Antero de Souza R,P,167882
16,Leonardo R ...,Leonardo Rigo da Silva,R P,339784 16 Rafael,Raphael Augusto Sant... R,P,186573
17,Dias,Allan Monteiro Dias,R P,174353 17 Maranhao,Geovane Diniz Silva R,P,293986
18,Erik,Erik Felipe Damasceno,R P,459654 18 Gustavo,Gustavo Lucas de Onofre R,P,317933
19,Fernando,Fernando Jose Gomes  ...,R P,317025,,,
20,Rafael,Rafael Malaquias Ger ...,R P,173649,,,
"",,Comissão Técnica,
"",Guarani / SP,,Madureira / RJ
Tecnico:,Paulo Roberto Dos Santos - 2653114,Tecnico:,Jose Antonio Rabelo De Andrade - 062635453
Auxiliar Tecnico:,Luiz Ronaldo Nunes Rangel - 026608737,Auxiliar Tecnico:,Não Possui - ..
Medico:,Wanderley Rondini Filho - 74849,Medico:,André Luiz Abrantes De Menezes - 5267792-2
Preparador Fisico:,Renato Vinhas Antunes - 009932-G/RJ,Preparador Fisico:,Leandro Nasciemento Dos Santos  - 12989355-8
Massagista:,Almir Ramos Da Slva - 13054093-6,Massagista:,Valdecir Barrinha - 03607724-6
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
+2:00,2T,Madureira/RJ,,17 - Geovane Diniz Silva,11 - Arthur Faria Machado
14:00,2T,Guarani/SP,,19 - Fernando Jose Gomes Junio ...,7 - Lenon Fernandes Ribeiro
29:00,2T,Guarani/SP,,20 - Rafael Malaquias Geremias ...,9 - Anderson Aparecido dos Sa ...
39:00,2T,Guarani/SP,,17 - Allan Monteiro Dias,11 - Diego Jose Clementino
43:00,2T,Madureira/RJ,,15 - Ives Antero de Souza,7 - Ryan do Nascimento Ramos
45:00,2T,Madureira/RJ,,16 - Raphael Augusto Santos da ...,19 - Leandro Chaves Rodrigues
