"",,Arbitragem
Arbitro:,Fabio Filipus (CBF-1 / PR),
Arbitro Assistente 1:,Lucas Costa Modesto (CBF-3 / DF),
Arbitro Assistente 2:,Tiago Gomes da Silva (CBF-3 / GO),
Quarto Arbitro:,Fabricio Nery Trindade (CBF-2 / GO),
Assessor:,Cleiber Elias Leite (ASS / GO),
Delegado Local:,JOSE LUIZ PITTA PIRES (000 / ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 17:02,Atraso:,,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 17:02,Atraso:,,Não Houve
Início 1o Tempo:,16:00 Atraso:,,Não Houve Início do 2o Tempo: 17:04,Atraso:,,Não Houve
Término do 1o Tempo:,16:49 Acréscimo:,,4 min Término do 2o Tempo: 17:53,Acréscimo:,,4 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Vila Nova / GO,,,Águia de Marabá / PA,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Edson,Edson Pereira Lisboa T,P,160650 1 Marcelo,Marcelo de Araujo Ol...,T P,157631
2,Marcelo,Marcelo Henrique Fer ... T,P,341126 2 Daelson,Daelson Moura dos Reis,T P,349560
3,Vinicius S ...,Vinicius Simon T,P,177015 3 Diego Niza,Diego Niza de Oliveira,T P,171863
4,Vitor,Vitor Ferreira Pio T,P,165915 4 Charles,Charles Antony Barro...,T P,156478
5,Francesco,Francesco Alvarenga  ... T,P,300864 5 Mael,Ismael dos Santos Gales,T P,166227
6,Mario,Mario Donizete Olive ... T,P,138518 6 Edinaldo,Edinaldo Malcher de ...,T P,180872
7,Robston,Carlos Robston Ludge ... T,P,140063 7 Esdras,Esdras Silva e Silva,T P,178220
8,Ramires,Ramires dos Anjos Alves T,P,186557 8 Jorge,Jorge de Araujo Soar...,T P,184979
9,Carlos,Carlos Esteban Frontini T,P,147313 9 Daniel,Daniel Santos Lima,T P,322816
10,Moises,Moises Oliveira Brito T,P,332037 10 Flamel,Arlisson Sousa Cardoso,T P,164677
11,Sandrinho,Sandro Martins da Silva T,P,175111 11 Geovane,Geovane do Rosario B...,T P,330978
12,Wagner,Wagner Bueno da Silva R,P,137893 12 Bruno,Bruno Colaco Marques,R P,187557
13,Cunha,Lucas Cunha Castilho R,P,374572 13 Bernardo,Bernardo Benjamin Co...,R P,184694
14,Wanderson,Wanderson Lima da Cunha R,P,347087 14 Magson,Jose Magson Bezerra ...,R P,454695
15,Arthur,Arthur Fernandes Sil ... R,P,403627 15 Cabecao,Diogo Luiz Abreu da ...,R P,167829
16,Patrick,Patrick de Carvalho Brey R,P,395968 16 Lineker,Lineker Augusto da S...,R P,363059
17,Mateus,Mateus Anderson Velo ... R,P,385571 17 Danubio do ...,Danubio dos Santos R...,R P,454820
18,Jenner,Jenner Zottele R,P,167128 18 Eduardo,Eduardo Botelho Sena,R P,295697
19,Erminio,Erminio Santana Lopes R,P,168961,,,
20,Vanilson,Vanilson de Lima Silva R,P,296884,,,
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
08:00,1T,9,NR,Carlos Esteban Frontini,,Vila Nova/GO
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
04:00,1T,Vila Nova/GO,19 - Erminio Santana Lopes,11 - Sandro Martins da Silva
09:00,1T,Águia de Marabá/PA,16 - Lineker Augusto da Silva  ...,10 - Arlisson Sousa Cardoso
22:00,1T,Vila Nova/GO,18 - Jenner Zottele,7 - Carlos Robston Ludgero Ju ...
33:00,1T,Vila Nova/GO,15 - Arthur Fernandes Silva Ba ...,9 - Carlos Esteban Frontini
24:00,2T,Águia de Marabá/PA,17 - Danubio dos Santos Ribeir ...,2 - Daelson Moura dos Reis
41:00,2T,Águia de Marabá/PA,18 - Eduardo Botelho Sena,7 - Esdras Silva E Silva
