"",,Arbitragem
Arbitro:,Rudimar Goltara (CBF-1 / ES),
Arbitro Assistente 1:,Edson Glicerio dos Santos (CBF-1 / ES),
Arbitro Assistente 2:,Breno Rodrigues (CBF-2 / MG),
Quarto Arbitro:,Emerson de Almeida Ferreira (CBF-1 / MG),
Assessor:,Rogério Pereira da Costa (000 / MG),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,10:57Atraso:,,4 min,Entrada do mandante: 12:03,Atraso:,,Não Houve
Entrada do visitante:,10:59Atraso:,,6 min,Entrada do visitante: 12:03,Atraso:,,Não Houve
Início 1o Tempo:,11:03 Atraso:,,3 min,Início do 2o Tempo: 12:04,Atraso:,,Não Houve
Término do 1o Tempo:,11:49 Acréscimo:,,1 min,Término do 2o Tempo: 12:53,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 1,,,,Resultado Final: 1 X 2,,,
"",,,,Relação de Jogadores,,,
"",,Tombense / MG,,,Guarani / SP,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Darley,Darley Ramon Torres,T P,178158 1 Rafael,Rafael de Carvalho S...,T P,177436
2,Alex,Alex Santos da Vitoria,T P,307457 2 Oziel,Oziel Franca da Silva,T P,172112
3,Luan,Luan de Assis Costa  ...,T P,187251 3 Thiago,Thiago Carpini Barbosa,T P,160408
4,Alexandre,Alexandre Moraes Ber ...,T P,466918 4 Gladstone,Gladstone Pereira De...,T P,158421
5,Bruno,Bruno Sergio Jaime,T P,184226 5 Sergio,Sergio Luis Rodrigue...,T P,186105
6,Jeferson,Jeferson da Silva de ...,T P,374194 6 Bruno,Bruno de Jesus Pacheco,T P,333975
7,Betinho,Roberto Pimenta Vina ...,T P,321453 7 Lenon,Lenon Fernandes Ribeiro,T P,184363
8,Mateus,Mateus da Silva,T P,299288 8 Serginho,Sergio Roberto de Br...,T P,155783
9,Chico,Francisco da Costa A ...,T P,372030 9 Anderson,Anderson Aparecido d...,T P,181490
10,Luiz Ferna ...,Luiz Fernando Correa ...,T P,178489 10 Fumagalli,Jose Fernando Fumagalli,T P,125250
11,Adeilson,Adeilson Pereira de  ...,T P,171224 11 Diego,Diego Jose Clementino,T P,153810
12,Victor,Victor Bernardes And ...,R P,299833 12 Edilson Gu ...,Edilson Rodrigues Guerra,R P,183667
13,Gustavo,Gustavo Carbonieri S ...,R P,322169 13 Luiz Paulo,Luiz Paulo Daniel Ba...,R P,293201
14,Matheus,Matheus Henrique do  ...,R P,154117 14 Raoni,Raoni Costa Souza,R P,352428
15,Wesley,Wesley Douglas Teixe ...,R P,316766 15 Vitor,Vitor Silva Honorato,R P,298013
16,Gedeilson,Gedeilson Vander Alv ...,R P,317361 16 Vitor,Vitor Hugo Camargo,R P,311023
17,Clennyson,Clennyson Silva do N ...,R P,162398 17 Erik,Erik Felipe Damasceno,R P,459654
18,Wagner,Wagner Correa Machado,R P,175258 18 Rafael,Rafael Malaquias Ger...,R P,173649
19,Danilo Cor ...,Danilo Cortat Proba  ...,R P,307489,,,
20,Magnum,Magnum Rafael Farias ...,R P,143402,,,
21,Lucas,Lucas Silva de Oliveira,R P,367363,,,
22,Rafael,Rafael de Souza Rodolfo,R P,307714,,,
23,Valdo Baca ...,Francivaldo Lima Pereira,R P,370457,,,
"",,Comissão Técnica,
"",Tombense / MG,,Guarani / SP
Tecnico:,Marcelo Mabilia  - 9028273226,Tecnico:,Paulo Roberto Dos Santos - 2653114
Auxiliar Tecnico:,Jordan De Freitas Viana - 03026787,Auxiliar Tecnico:,Luiz Ronaldo Nunes Rangel - 026608737
Medico:,Lucio Flávio De Moraes Won-helt - 52665703,Medico:,Lucio Flavio De Moraes Won-helt - 52665703
Preparador Fisico:,Hilario Teixeira De Melo Junior - 7042198841,Preparador Fisico:,Renato Vinhas Antunes - 009932 G/RJ
Massagista:,Claudio Henrique Brito Batista - 399932,Massagista:,Almir Ramos Da Silva - 130540936
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
26:00,1T,11,CT,Adeilson Pereira de Mello,,Tombense/MG
21:00,2T,7,NR,Lenon Fernandes Ribeiro,,Guarani/SP
30:00,2T,11,NR,Adeilson Pereira de Mello,,Tombense/MG
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Tombense/MG,23 - Francivaldo Lima Pereira,9 - Francisco da Costa Aragao ...
11:00,2T,Tombense/MG,20 - Magnum Rafael Farias Tava ...,7 - Roberto Pimenta Vinagre F ...
15:00,2T,Tombense/MG,19 - Danilo Cortat Proba Prado ...,10 - Luiz Fernando Correa Sale ...
25:00,2T,Guarani/SP,18 - Rafael Malaquias Geremias ...,11 - Diego Jose Clementino
32:00,2T,Guarani/SP,15 - Vitor Silva Honorato,5 - Sergio Luis Rodrigues da  ...
37:00,2T,Guarani/SP,13 - Luiz Paulo Daniel Barbosa ...,3 - Thiago Carpini Barbosa
