Campeonato:,Campeonato Brasileiro - Série C/2019,,Rodada:,4
Jogo:,Volta Redonda / RJ X Paysandu / PA,,,
Data:,19/05/2019 Horário: 18:00 Estádio:,Sylvio Raulino de Oliveira / Volta Redonda,,
"",,Arbitragem
Arbitro:,Luiz Claudio Sobral (CD / PE),
Arbitro Assistente 1:,Ricardo Bezerra Chianca (CD / PE),
Arbitro Assistente 2:,José Daniel Torres de Araujo (AB / PE),
Quarto Arbitro:,João Ennio Sobral (CD / RJ),
Delegado Local:,Luiz de Oliveira Nery Filho (CBF / ),
Analista de Campo:,Edilson Soares da Silva (CBF / RJ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,17:50Atraso:,,Não Houve Entrada do mandante: 18:59,,Atraso:,Não Houve
Entrada do visitante:,17:50Atraso:,,Não Houve Entrada do visitante: 18:59,,Atraso:,Não Houve
Início 1o Tempo:,18:00Atraso:,,Não Houve Início do 2o Tempo: 19:01,,Atraso:,Não Houve
Término do 1o Tempo:,18:46Acréscimo:,,1 min Término do 2o Tempo: 19:49,Acréscimo:,,3 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Volta Redonda / RJ,,,,Paysandu / PA,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Douglas,Douglas Borges T(g),,P,184332 31 Mota,Willis Mota Moreira,T(g),P,175143
2,Luis Gustavo,Luis Gustavo Lopes Santos T,,P,299242 2 Tony,Tony Ewerton Ramos d ...,T,P,295880
4,Daniel,Daniel Felipe Sa Nas ... T,,P,329146 4 Victor Oli ...,Victor Oliveira,T,P,326861
5,Bruno,Bruno Sergio Jaime T,,P,184226 5 Bruno Coll ...,Bruno Bairros Collaço,T,P,177998
6,Luiz Paulo,Luiz Paulo Franca do ... T,,P,306706 6 Willyam,Willyam Gustavo Pint ...,T,P,448597
7,Gelson,Gelson Luis Pinto Mello T,,P,426457 11 Nicolas,Nicolas Godinho Johann,T,P,179934
8,Gedeilson,Gedeilson Vander Alv ... T,,P,317361 14 Jhony Douglas,Jhony Douglas Santiago,T,P,374851
10,Luciano,Luciano Francisco Paulino T,,P,359865 17 Diego Rosa,Diego da Silva Rosa,T,P,178005
19,Saulo,Saulo Rodrigues da Silva T,,P,375896 27 Jheimy,Jheimy da Silva Carvalho,T,P,187746
21,Douglas,Douglas de Jesus Lima T,,P,320081 34 Micael,Micael Jordane Modinger,T,P,177261
28,Heitor,Heitor de Araujo Pereira T,,P,184109 39 Thiago Pri ...,Thiago de Almeida Primão,T,P,308568
12,Diego,Diego Marcelo Camarg ... R(g),,P,318012 1 Douglas Silva,Douglas da Silva Ferreira,R(g),P,308580
3,Roger,Roger Silva Thomaz R,,P,437794 10 Leandro Lima,George Leandro Abreu ...,R,P,335303
9,Joao Carlos,Joao Carlos de Castr ... R,,P,187979 13 Bruno Oliv ...,Bruno Antunes de Oliveira,R,P,318907
13,Cicero,Cicero Acacio Araujo ... R,,P,368141 16 Marcos Ant ...,Marcos Antonio Nasci ...,R,P,172181
14,Allan,Allan Godoi Santos R,,P,306691 21 Paulo Henr ...,Paulo Henrique Ribei ...,R,P,331859
15,Gabriel,Gabriel Correia da Mata R,,P,463595 28 Vinicius L ...,Vinicius Leite Silva,R,P,303018
16,Wallisson,Wallisson Luiz Alves ... R,,P,532986 29 Caique Oli ...,Caique Aredes de Oliveira,R,P,313534
17,Echeverria,Eduardo Alberto Eche ... R,,P,541203 32 Pimentinha,Anderson Wanderllan  ...,R,P,183546
18,Luan,Luan Borges Machado  ... R,,P,334605 36 Diego Matos,Diego Daniel Rodrigu ...,R,P,536065
20,Índio,Marcus Vinicius Ferr ... R,,P,361585 40 Tiago Luis,Tiago Luis Martins,R,P,175323
22,Wander Luiz,Wander Luiz Reis Soares R,,P,342935,,,,
"",,Comissão Técnica,
"",Volta Redonda / RJ,,Paysandu / PA
Técnico:,Jose Antonio Rabelo De Andrade,Técnico:,Leonardo Rodrigues Conde
Auxiliar Técnico:,Wilson Antonio Leite,Auxiliar Técnico:,Renato De Cassio Negrao
Médico:,Reinaldo Couri Nogueira,Médico:,Edilson Ferreira De Andrade Junior
Treinador De Goleiros:,Alex Ricardo De Oliveira,Treinador De Goleiros:,Silvano De Morais Silva
Preparador Físico:,Paulo Cesar Fagundes Borges,Preparador Físico:,Frederico Petean Pozzebon
Massagista:,Sebastiao Carlos Dos Santos,Massagista:,Alan Francisco Figueiredo Souza
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
37:00,1T,Paysandu/PA,40 - Tiago Luis Martins,6 - Willyam Gustavo Pinto Vieira
18:00,2T,Paysandu/PA,32 - Anderson Wanderllan de Morae...,17 - Diego da Silva Rosa
22:00,2T,Volta Redonda/RJ,9 - Joao Carlos de Castro Ferreira,19 - Saulo Rodrigues da Silva
24:00,2T,Volta Redonda/RJ,20 - Marcus Vinicius Ferreira Tei...,21 - Douglas de Jesus Lima
31:00,2T,Paysandu/PA,28 - Vinicius Leite Silva,27 - Jheimy da Silva Carvalho
43:00,2T,Volta Redonda/RJ,22 - Wander Luiz Reis Soares,10 - Luciano Francisco Paulino
