Campeonato:,Campeonato Brasileiro - Série C/2019,,Rodada:,3
Jogo:,Boa / MG X Atlético / AC,,,
Data:,12/05/2019 Horário: 16:00 Estádio:,Dilzon Luís de Melo / Varginha,,
"",,Arbitragem
Arbitro:,Alisson Sidnei Furtado (AB / TO),
Arbitro Assistente 1:,Cipriano da Silva Sousa (AB / TO),
Arbitro Assistente 2:,Fernando Gomes da Silva (CD / TO),
Quarto Arbitro:,Murilo Francisco Misson Junior (CD / MG),
Analista de Campo:,Renato Cardoso da Conceição (CBF / MG),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 16:59,,Atraso:,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 16:59,,Atraso:,Não Houve
Início 1o Tempo:,16:00Atraso:,,Não Houve Início do 2o Tempo: 17:02,,Atraso:,Não Houve
Término do 1o Tempo:,16:47Acréscimo:,,2 min Término do 2o Tempo: 17:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Boa / MG,,,,Atlético / AC,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Renan Rocha,Renan Nelson Rocha T(g),,P,172299 1 Luiz Miller,Luiz Miller dos Sant ...,T(g),P,455014
2,Daniel,Daniel Farias de Oliveira T,,P,310723 2 Weverton,Weverton da Luz Braz,T,P,374198
3,Fernando,Fernando Fonseca Ferreira T,,P,309601 3 Joao Marcus,Joao Marcus Felix de Lima,T,P,372614
4,Anderson,Anderson do Nascimen ... T,,P,349881 4 Carlos,Carlos Gabriel da Co ...,T,P,582928
5,Cesar Sampaio Julio Cesar Azevedo  ...,T,,P,401228 5 Leandro,Leandro Jucá da Silva,T,P,367542
6,Tsunami,Wenderson de Freitas ... T,,P,447683 6 Igor,Igor Tavares Lima,T,P,359962
7,Jayme,Jayme Juan Alves da Silva T,,P,369409 7 Diogo,Diogo Carlos Santos,T,P,393315
8,Nonoca,Lucas de Souza Ventura T,,P,459474 8 Marquinhos,Marcos Willard Rodri ...,T,P,508977
9,Gustavo He ...,Gustavo Henrique Rod ... T,,P,315402 9 Doka Madur ...,Francisco Lima da Silva,T,P,166499
10,Lucas,Lucas Gomes Nascimento T,,P,364511 10 Felipe,Felipe Ferreira Evan ...,T,P,550859
11,Denis Cust ...,Denis Custodio Ribeiro T,,P,508778 11 Polaco,Jardson Almeida Monteiro,T,P,340932
12,Dalton,Dalton Alan Munaretto R(g),,P,174147 12 Sebastião,Sebastião Braga Farias,R(g),P,416568
14,Ferreira,Reiner Ferreira Corr ... R,,P,180673 13 Matheus,Matheus Damasceno de ...,R,P,384709
15,Gabriel,Gabriel Vieira de Ol ... R,,P,313386 14 Douglas,Antonio Douglas Mart ...,R,P,530709
16,Chiquinho,Francisco Lopes dos  ... R,,P,188507 15 Joel,Joel Campelo Lima,R,P,295255
17,Claudeci,Claudeci Galdino de  ... R,,P,547422 16 Diego,Diego Pereira Alberto,R,P,186747
18,Renan,Renan da Silva Ribeiro R,,P,188452 17 Araujo,Antonio Araujo Silva,R,P,179696
19,Abner,Abner Gomes Faria R,,P,518632 18 Tragodara,Junior da Silva Tragodara,R,P,340929
20,Anderson,Anderson Santos Gindre R,,P,383609 19 Stenio,Stenio Garcia Dutra,R,P,401735
21,Danilo,Danilo Santana Pereira R,,P,433990 20 Geovani,Geovani Silva dos Santos,R,P,367541
22,Allan,Allan Christian de A ... R,,P,316626 21 Bruno,Bruno da Silva Pereira,R,P,336359
"",,,,,22 Lucas Capi ...,Lucas da Silva Bezerra,R,P,384730
"",,,,,23 Marcilio,Jose Marcilio Martin ...,R,P,411845
"",,Comissão Técnica,
"",Boa / MG,,Atlético / AC
Técnico:,Paulo Foiani,Técnico:,Alvaro Jose Marques Migueis
Auxiliar Técnico:,Carlos Cesar Felix Barbosa,Auxiliar Técnico:,Allan Santana Da Silva
Médico:,Valterlei De Oliveira Azevedo Junior,Médico:,Paulo Roberto Ribeiro De Aguiar
Treinador De Goleiros:,Walisson Aparecido De Paula Pereira,Treinador De Goleiros:,Dorielson Mendes Souza
Preparador Físico:,Altamir Vicente Ferreira Junior,Preparador Físico:,Mauricio Francisco De Souza Carneiro
Massagista:,Antonio Marcos De Paula,,
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
30:00,1T,Atlético/AC,,14 - Antonio Douglas Martins da S...,4 - Carlos Gabriel da Conceicao ...
11:00,2T,Boa/MG,,21 - Danilo Santana Pereira,10 - Lucas Gomes Nascimento
22:00,2T,Atlético/AC,,15 - Joel Campelo Lima,5 - Leandro Jucá da Silva
23:00,2T,Boa/MG,,17 - Claudeci Galdino de Campos,8 - Lucas de Souza Ventura
25:00,2T,Boa/MG,,19 - Abner Gomes Faria,7 - Jayme Juan Alves da Silva
26:00,2T,Atlético/AC,,19 - Stenio Garcia Dutra,9 - Francisco Lima da Silva
