Campeonato:,Campeonato Brasileiro - Série C/2019,,Rodada:,4
Jogo:,Remo / PA X Ypiranga / RS,,,
Data:,20/05/2019 Horário: 20:00 Estádio:,Olímpico do Pará / Belem,,
"",,Arbitragem
Arbitro:,Lucas Canetto Bellote (AB / SP),
Arbitro Assistente 1:,Alberto Poletto Masseira (AB / SP),
Arbitro Assistente 2:,Fabio Rogerio Baesteiro (AB / SP),
Quarto Arbitro:,Wasley do Couto Leao (CD / PA),
Delegado Local:,Claudio Fernando de Souza Santos (CBF / PA),
Analista de Campo:,Lucio Ipojucan Ribeiro da Silva de Mattos (CBF / PA),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:50Atraso:,,Não Houve Entrada do mandante: 21:01,,Atraso:,Não Houve
Entrada do visitante:,19:50Atraso:,,Não Houve Entrada do visitante: 21:01,,Atraso:,Não Houve
Início 1o Tempo:,20:00Atraso:,,Não Houve Início do 2o Tempo: 21:03,,Atraso:,Não Houve
Término do 1o Tempo:,20:48Acréscimo:,,3 min Término do 2o Tempo: 21:55,Acréscimo:,,7 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Remo / PA,,,,Ypiranga / RS,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Vinicius,Damiao Vinicius Silv ... T(g),,P,165699 1 Andre,Deivity Andre Cherut ...,T(g),P,345033
4,Rafael,Rafael da Cunha Jensen,T,P,391581 2 Wesley,Wesley Claudio Campos,T,P,369844
6,Ronaell,Ronaell Rubens da Si ...,T,P,182403 3 Renato,Renato Ferraz Correa,T,P,389264
7,Gustavo,Gustavo Ramos Vascon ...,T,P,322716 4 Marcos Ger ...,Marcos Geraldino dos ...,T,P,396464
9,Emerson,Emerson Oliveira de  ...,T,P,369194 5 Wagner,Wagner da Silva Freitas,T,P,291374
10,Packer,Douglas Ricardo Packer,T,P,160427 6 Henrique,Henrique Pedrozo,T,P,305873
14,Yuri,Yuri Naves Roberto,T,P,177357 7 Fabio,Fabio da Silva Calonego,T,P,418480
20,Carlos Alb ...,Carlos Alberto da Si ...,T,P,305404 8 Reinaldo,Reinaldo Dutra da Silva,T,P,372414
27,Michel,Michel Silva de Andrade,T,P,368198 9 Jackson,Jackson Bernardo da Silva,T,P,565236
44,Marcos,Marcos Wilson da Silva,T,P,403127 10 Paulo,Paulo Sergio Simionato,T,P,295231
87,Ramires,Ramires dos Anjos Alves,T,P,186557 11 Diego,Diego de Souza Quirino,T,P,311813
78,Thiago,Thiago Rodrigues Coelho R(g),,P,344339 12 Carlos,Carlos Adiel Deuschle,R(g),P,186446
2,Geovane,Geovane da Silva Bez ...,R,P,365792 13 Leonardo,Leonardo Medeiros da ...,R,P,182887
11,Alex Sandro,Alex Sandro de Oliveira,R,P,401299 14 Luis,Luis Patrick Mengue  ...,R,P,426163
12,Evandro,Evandro Cardoso de Sousa,R,P,166923 15 Fidelis,Danilo Fidelis dos Santos,R,P,180904
21,Tufa,Rafael Moretti Camargo,R,P,322386 16 Joao,Joao Vitor Quadros,R,P,390704
26,Daniel,Daniel Vancan,R,P,337806 17 Joao,Joao Felipe Proscins ...,R,P,524563
40,Zotte,Jenner Zottele,R,P,167128 18 Pedro,Pedro Pires Pereira,R,P,308002
71,Mario Sergio,Mario Sergio Pereira ...,R,P,430175 19 Cafe,Luis Felipe Firmino  ...,R,P,386286
77,Danillo,Danillo Souza Muniz,R,P,526677 20 Flavio,Flavio Paulino da Silva,R,P,173527
80,Djalma,Benedito Moia Varela,R,P,364826 21 Nuno,Marco Antonio Milita ...,R,P,295260
93,Guilherme  ...,Guilherme de Oliveir ...,R,P,332451 23 Vinicius,Vinicius Tsumita Silva,R,P,336415
"",,Comissão Técnica,
"",Remo / PA,,Ypiranga / RS
Técnico:,Marcio Fernandes Figueiredo,Técnico:,Fabiano Daitx
Auxiliar Técnico:,Marcio Fernandes Figueiredo Junior,Auxiliar Técnico:,Lincoln Belmonte Bender
Médico:,Rafael Rodrigues Frazao,Médico:,Flavio Tavares Freire Da Silva
Treinador De Goleiros:,Jose Carlos Goncalves Junior,Treinador De Goleiros:,Joao Fernando Correia Borges
Preparador Físico:,Luiz Andre Moreira Santos,Preparador Físico:,Alexandre Andreis
Massagista:,Jose Hamilton Oliveira De Jesus,Massagista:,Marcus Giovani Dos Santos Bissoli
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
15:00,2T,Remo/PA,,77 - Danillo Souza Muniz,27 - Michel Silva de Andrade
19:00,2T,Ypiranga/RS,,15 - Danilo Fidelis dos Santos,8 - Reinaldo Dutra da Silva
20:00,2T,Ypiranga/RS,,21 - Marco Antonio Militao Junior,10 - Paulo Sergio Simionato
28:00,2T,Ypiranga/RS,,16 - Joao Vitor Quadros,2 - Wesley Claudio Campos
34:00,2T,Remo/PA,,11 - Alex Sandro de Oliveira,10 - Douglas Ricardo Packer
44:00,2T,Remo/PA,,26 - Daniel Vancan,6 - Ronaell Rubens da Silva Aguiar
