"",,Arbitragem
Arbitro:,Wilton Pereira Sampaio (FIFA / GO),
Arbitro Assistente 1:,Bruno Raphael Pires (FIFA / GO),
Arbitro Assistente 2:,Fabiano da Silva Ramires (ESP / ES),
Quarto Arbitro:,Braulio da Silva Machado (ASP-FIFA / SC),
Inspetor:,Claudemir Maffessoni (000 / SC),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:23Atraso:,,Não Houve Entrada do mandante: 22:31,Atraso:,,Não Houve
Entrada do visitante:,21:23Atraso:,,Não Houve Entrada do visitante: 22:30,Atraso:,,Não Houve
Início 1o Tempo:,21:30 Atraso:,,Não Houve Início do 2o Tempo: 22:32,Atraso:,,Não Houve
Término do 1o Tempo:,22:17 Acréscimo:,,2 min Término do 2o Tempo: 23:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,21:23,Atraso:,Não Houve Entrada do mandante:,22:31,Atraso:,Não Houve
Início 1o Tempo:,21:30,Atraso:,Não Houve,Início do 2o Tempo:,22:32,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Danilo,Marcos Danilo Padilha,T P,159209,25,Vagner,Vagner Antonio Brand...,T P,191609
"",,Comissão Técnica,
"",Chapecoense / SC,,Palmeiras / SP
Técnico:,Luiz Carlos Saroli - 702817288,Técnico:,Alex Stival - 36620382
Auxiliar Técnico:,Almir Domingues Dos Santos - 19062643,Auxiliar Técnico:,Avlamir Dirceu Stival - 50026515
Médico:,Carlos Henrique Mendonça Silva - 8487/SC,Médico:,Vinicius De Mathias Martins - 79539
Preparador Físico:,Anderson Rodrigues Paixão De Araújo - 3971-G/RS,Preparador Físico:,Jose Omar Alves Feitosa - 1179-G/PR
Massagista:,Sergio Luiz Ferreira De Jesus - 2544768,Massagista:,Marcelo Massao Gondo - 158808198
Preparador De GoleiroA:n derson Roberto Martins - 5654805,,,
"",,Gols,
Tempo 1T/2T,No Tipo Nome do Jogador,,Equipe
29:00 1T,33 NR Everton Kempes dos Santos Goncalves,,Chapecoense/SC
40:00 2T,17 PN Jean Raphael Vanderlei Moreira,,Palmeiras/SP
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Palmeiras/SP,10 - Cleiton Ribeiro Xavier,21 - Thiago dos Santos
13:00,2T,Palmeiras/SP,8 - Lucas Ramon Barrios,14 - Erik Nascimento de Lima
23:00,2T,Palmeiras/SP,15 - Agustin Lionel Allione,7 - Eduardo Pereira Rodrigues ...
25:00,2T,Chapecoense/SC,9 - Bruno Rangel Domingues,33 - Everton Kempes dos Santos ...
25:00,2T,Chapecoense/SC,7 - Lourency do Nascimento Ro ...,94 - Tiago da Rocha Vieira Alv ...
30:00,2T,Chapecoense/SC,70 - Ailton Cesar Junior Alves ...,10 - Hyoran Kaue Dalmoro
