Campeonato:,Campeonato Brasileiro - Série A/2019,,Rodada:,3
Jogo:,Csa / AL X Santos / SP,,,
Data:,05/05/2019 Horário: 16:00 Estádio:,Rei Pelé / Maceio,,
"",,Arbitragem
Arbitro:,Rodolpho Toski Marques (FIFA / PR),
Arbitro Assistente 1:,Bruno Boschilia (FIFA / PR),
Arbitro Assistente 2:,Victor Hugo Imazu dos Santos (AB / PR),
Quarto Arbitro:,Denis da Silva Ribeiro Serafim (AB / AL),
Delegado Local:,Osvaldo Lourenco da Silva Junior (CBF / ),
Analista de Campo:,George Alves Feitoza (CBF / AL),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 16:59,,Atraso:,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 17:00,,Atraso:,Não Houve
Início 1o Tempo:,16:00Atraso:,,Não Houve Início do 2o Tempo: 17:02,,Atraso:,Não Houve
Término do 1o Tempo:,16:47Acréscimo:,,2 min Término do 2o Tempo: 17:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Csa / AL,,,Santos / SP,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
12,Jordi,Jordi Martins Almeida T(g),,P,320196 1 Vanderlei Vanderlei Farias da Silva,,T(g),P,177770
2,Apodi,Luiz Diallisson de S ... T,,P,172576 3 Jorge Jorge Marco de Olive...,,T,P,320593
4,Luciano Ca ...,Luciano Castan da Silva T,,P,292282 4 Victor Ferraz Victor Ferraz Macedo,,T,P,170272
5,Naldo,Marinaldo dos Santos ... T,,P,336832 6 Gustavo Gustavo Henrique Vernes,,T,P,186450
6,Carlinhos,Carlos Andrade Souza T,,P,173760 8 Cueva Christian Alberto Cu...,,T,P,553524
7,Madson,Madson Formagini Caridade T,,P,165096 11 Rodrygo Rodrygo Silva de Goes,,T,P,441648
10,Matheus Savio,Matheus Gonçalves Savio T,,P,395014 21 Diego Diego Cristiano Evaristo,,T,P,334559
13,Gerson,Gerson Guimaraes Junior T,,P,307185 26 Felipe Agu ... Felipe Aguilar Mendoza,,T,P,646663
19,Didira,Cicero dos Santos T,,P,184798 27 Eduardo Sasha Eduardo Colcenti Antunes,,T,P,295792
20,Cassiano,Cassiano Dias Moreira T,,P,181681 28 Lucas Veri ... Lucas Verissimo da Silva,,T,P,377476
30,Bruno Ramires,Bruno Edgar Silva Almeida T,,P,335379 30 Jean Jean Lucas de Souza ...,,T,P,318143
1,Joao Carlos,Joao Carlos Heidemann R(g),,P,174755 22 Everson Everson Felipe Marqu...,,R(g),P,188398
3,Leandro,Leandro Rosa de Souza R,,P,159632 2 Luiz Luiz Felipe do Nasci...,,R,P,354299
8,Fran,Dawhan Fran Urano da ... R,,P,340115 5 Alison Alison Lopes Ferreira,,R,P,308980
11,Robinho,Robson Azevedo da Silva R,,P,406946 7 Carlos San ... Carlos Andres Sanche...,,R,P,633531
16,Victor Silva,Victor Wesley dos Sa ... R,,P,441575 10 Yeferson S ... Yeferson Julio Sotel...,,R,P,646668
18,Jhon,Jhon Cley Jesus Silv ... R,,P,323597 14 Matheus Matheus Antunes Ribeiro,,R,P,324513
22,Celsinho,Celsonil Santos de M ... R,,P,175018 17 Derlis Gon ... Derlis Alberto Gonza...,,R,P,633582
23,Gerson Jos ...,Gerson Jose Laurenti ... R,,P,503120 34 Joao Paulo Joao Paulo Silva Martins,,R,P,362877
25,Lucas,Lucas Vinicius Dias Costa R,,P,427213 36 Felipe Felipe Jonatan Rocha...,,R,P,373768
27,Pablo Armero,Pablo Estifer Armero R,,P,306619 40 Jobson Souza Jobson Souza Santos,,R,P,529172
31,Fabricio,Fabricio Barros Santana R,,P,178321 41 Sousa Jean Mota Oliveira d...,,R,P,331842
99,Patrick,Patrick Fabiano Alve ... R,,P,180290 42 Wagner Wagner Leonardo Calv...,,R,P,408944
"",,Comissão Técnica,
"",Csa / AL,,Santos / SP
Técnico:,MARCELO RIBEIRO CABO,Técnico:,Jorge Luis Sampaoli Moya
Auxiliar Técnico:,JOSE GABRIEL CAMPANELLI DA ROCHA CABO,Auxiliar Técnico:,Jorge Alberto Desio
Médico:,CAIO AZEVEDO BEZERRA SANTOS,Médico:,RICARDO GALOTTI
Treinador De Goleiros:,GUSTAVO NEPPI SCALESE,Treinador De Goleiros:,Pablo Candido Fernandez
Preparador Físico:,LEONARDO CUPERTINO DE OLIVEIRA,Preparador Físico:,MARCO ANTONIO ALEJANDRO GOMES
Massagista:,DORGIVAL COSTA DA SILVA,Massagista:,Marcus Vinicius Braga Do Espirito Santo
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
35:00,1T,Csa/AL,,8 - Dawhan Fran Urano da Purific...,30 - Bruno Edgar Silva Almeida
12:00,2T,Santos/SP,,10 - Yeferson Julio Soteldo Marti...,8 - Christian Alberto Cueva Bravo
16:00,2T,Santos/SP,,41 - Jean Mota Oliveira de Sousa,28 - Lucas Verissimo da Silva
21:00,2T,Csa/AL,,27 - Pablo Estifer Armero,6 - Carlos Andrade Souza
28:00,2T,Santos/SP,,17 - Derlis Alberto Gonzalez Gale...,27 - Eduardo Colcenti Antunes
30:00,2T,Csa/AL,,16 - Victor Wesley dos Santos da ...,5 - Marinaldo dos Santos Oliveira
