Campeonato:,Campeonato Brasileiro - Série B/2018,,Rodada:,34
Jogo:,Vila Nova / GO X Paysandu / PA,,,
Data:,02/11/2018 Horário: 19:15 Estádio:,Serra Dourada / Goiania,,
"",,Arbitragem
Arbitro:,Wagner Reway (FIFA / MT),
Arbitro Assistente 1:,Alessandro Alvaro Rocha de Matos (FIFA / BA),
Arbitro Assistente 2:,Eduardo Goncalves da Cruz (MTR / MS),
Quarto Arbitro:,Breno Vieira Souza (CD / GO),
Delegado Local:,Jose Luiz Pitta Pires (CBF / ),
Analista de Campo:,Edson Rezende de Oliveira (CBF / DF),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:05Atraso:,,Não Houve Entrada do mandante: 20:15,,Atraso:,Não Houve
Entrada do visitante:,19:05Atraso:,,Não Houve Entrada do visitante: 20:15,,Atraso:,Não Houve
Início 1o Tempo:,19:15Atraso:,,Não Houve Início do 2o Tempo: 20:17,,Atraso:,Não Houve
Término do 1o Tempo:,20:02Acréscimo:,,2 min Término do 2o Tempo: 21:06,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Vila Nova / GO,,,Paysandu / PA,,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
1,Mateus,Mateus Pasinato,T(g),P,331915 1 Renan Rocha Renan Nelson Rocha,,T(g),P,172299
2,Moacir,Moacir Costa da Silva,T,P,177354 2 Maicon Maicon da Silva Macedo,,T,P,295087
3,Wesley,Wesley Ladeira Matos,T,P,306551 5 Renato Renato Augusto Santo...,,T,P,334195
4,Diego,Diego da Silva Giaretta,T,P,158675 6 Willyam Willyam Gustavo Pint...,,T,P,448597
5,Geovane,Geovane Batista de Faria,T,P,175223 9 Hugo Hugo Guimaraes Silva...,,T,P,162026
6,Gaston,Gaston Filgueira Mendez,T,P,517393 18 Mike Mike dos Santos Nena...,,T,P,311439
7,Mateus,Mateus Anderson Velo ...,T,P,385571 19 Guedes Felipe Duarte Guedes,,T,P,189991
8,Washington,Washington Santana d ...,T,P,174167 22 Guilherme Guilherme Oliveira Santos,,T,P,181106
9,Rafael,Rafael Aparecido da Silva,T,P,402630 26 Perema Auricélio Soares do...,,T,P,389790
10,Alan,Alan Cassio da Cruz,T,P,177957 31 Magno Magno dos Santos Ribeiro,,T,P,456234
11,Eduardo,Eduardo Jose Barbosa ...,T,P,321012 37 Fernando Fernando de Morais S...,,T,P,305797
12,Matheus,Matheus Alberto Kayser,R(g),P,303060 12 Marcos Marcos Vinicius Frag...,,R(g),P,172262
13,Anderson,Anderson Luis Ribeir ...,R,P,174145 8 Alan Alan Calbergue Leite...,,R,P,453656
14,Naylhor,Naylhor Bispo de Sou ...,R,P,186873 10 Antonio Antonio Thomaz Santo...,,R,P,170011
15,Heitor,Heitor de Araujo Pereira,R,P,184109 13 Matheus Matheus de Barros da...,,R,P,538587
16,Helder,Helder Silva Santos,R,P,185482 14 Nando Cara ... Fernando Gasparini C...,,R,P,298709
17,Vinicius,Vinicius Leite Silva,R,P,303018 20 Pedro CarmonaPedro Carmona da Sil...,,R,P,185034
18,Léo Itape ...,Leonardo de Oliveira ...,R,P,184221 27 L Lúcio Flávio da Si...,,R,P,166180
19,Alex Henrique,Alex Henrique Jose,R,P,181845 30 Edimar Edimar de Oliveira M...,,R,P,185649
20,Elias,Elias Ribeiro de Oliveira,R,P,150547 38 Marcos Junior Marcos Antonio Candi...,,R,P,420566
21,Rafael,Rafael Barros Silva,R,P,347957,,,,
22,Reis,Isnairo Reis Silva Morais,R,P,370113,,,,
23,Gabriel,Gabriel Luis Goncalv ...,R,P,414942,,,,
"",,Comissão Técnica,
"",Vila Nova / GO,,Paysandu / PA
Técnico:,Hemerson Jose Maria,Técnico:,JOAO DERMIVAL BRIGATTI
Auxiliar Técnico:,EMERSON PEREIRA NUNES,Auxiliar Técnico:,ALEXSANDER NASCIF DE BARROS
Médico:,JULIO CESAR SIMAS RIBEIRO,Médico:,IVONELIO CALHEIROS LOPES JUNIOR
Treinador De Goleiros:,LAURO JOSE DE ARAUJO FILHO,Treinador De Goleiros:,EDSON ROQUE GIRARDI
Preparador Físico:,RENAN DE LIMA PINTO,Preparador Físico:,FREDERICO PETEAN POZZEBON
Massagista:,ALMIR CARLOS DE SOUSA,Massagista:,ELTON DE SOUSA GOMES
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
43:00,1T,Paysandu/PA,14 - Fernando Gasparini Carandina,19 - Felipe Duarte Guedes
19:00,2T,Paysandu/PA,27 - Lúcio Flávio da Silva Oliva,9 - Hugo Guimaraes Silva Santos ...
25:00,2T,Paysandu/PA,13 - Matheus de Barros da Silva,6 - Willyam Gustavo Pinto Vieira
26:00,2T,Vila Nova/GO,17 - Vinicius Leite Silva,11 - Eduardo Jose Barbosa da Silv...
31:00,2T,Vila Nova/GO,20 - Elias Ribeiro de Oliveira,9 - Rafael Aparecido da Silva
34:00,2T,Vila Nova/GO,19 - Alex Henrique Jose,7 - Mateus Anderson Veloso Sousa
