Campeonato:,Campeonato Brasileiro - Série B/2018,,Rodada:,10
Jogo:,Csa / AL X Crb / AL,,,
Data:,09/06/2018 Horário: 16:30 Estádio:,Rei Pelé / Maceio,,
"",Arbitragem
Arbitro:,Andre Luiz de Freitas Castro (MTR / GO)
Arbitro Assistente 1:,Bruno Raphael Pires (FIFA / GO)
Arbitro Assistente 2:,Cristhian Passos Sorence (AB / GO)
Quarto Arbitro:,Rafael Carlos Salgueiro Lima (CD / AL)
Delegado Local:,Osvaldo Lourenco da Silva Junior (CBF / )
Analista de Campo:,Charles Hebert Cavalcante Ferreira (CBF / AL)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:20Atraso:,,Não Houve Entrada do mandante: 17:30,,Atraso:,Não Houve
Entrada do visitante:,16:20Atraso:,,Não Houve Entrada do visitante: 17:30,,Atraso:,Não Houve
Início 1o Tempo:,16:30Atraso:,,Não Houve Início do 2o Tempo: 17:32,,Atraso:,Não Houve
Término do 1o Tempo:,17:17Acréscimo:,,2 min Término do 2o Tempo: 18:21,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Csa / AL,,,,Crb / AL,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
31,Willis,Willis Mota Moreira T(g),,P,175143 1 Joao Carlos,Joao Carlos Heidemann,T(g),P,174755
3,Roger,Roger Duarte de Oliveira T,,P,318036 2 Edson Ratinho,Edson Ramos da Silva,T,P,167070
4,Alexandre,Alexandre Rodrigues  ... T,,P,333824 3 Everton Sena,Antonio Everton Sena...,T,P,310724
5,Edinho,Edimo Ferreira Campos T,,P,143977 4 Anderson,Anderson Conceicao B...,T,P,170178
6,Rafinha,Rafael Chagas Machado T,,P,177606 5 Claudinei,Claudinei Junio de Souza,T,P,306822
7,Niltinho,Nilton Soares Rodrigues T,,P,329055 6 Diego,Diego Pereira Correa,T,P,161603
8,Ferrugem,Weverton Almeida San ... T,,P,181437 7 Alipio,Alipio Duarte Brandao,T,P,387313
9,Michel,Michel Douglas Guedes T,,P,314382 8 Lucas Siqu ...,Lucas Santos Siqueira,T,P,188170
10,Daniel,Maikel Daniel Costa T,,P,175913 9 Neto Baiano,Euvaldo Jose de Agui...,T,P,160251
19,Didira,Cicero dos Santos T,,P,184798 10 Cleiton Xa ...,Cleiton Ribeiro Xavier,T,P,154144
22,Celsinho,Celsonil Santos de M ... T,,P,175018 11 Diego,Diego da Silva Rosa,T,P,178005
1,Lucas,Lucas Henrique Frigeri R(g),,P,292237 12 Edson,Edson Mardden Alves ...,R(g),P,296573
11,Hugo,Hugo da Silva Cabral R,,P,189739 13 Marcio,Marcio Marcelo Leite...,R,P,367123
13,JOHNATAN,JOHNATAN LUCAS DA SI ...R,,P,605729 14 Flavio Boa ...,Flavio de Souza Boav...,R,P,180253
14,Elivelton,Elivelton Viana dos  ... R,,P,317763 15 Diogo,Diogo Mateus de Alme...,R,P,315945
15,Rafael,Rafael Aparecido da Silva R,,P,180725 16 Tinga,Luiz Otavio Santos d...,R,P,175754
16,Fran,Dawhan Fran Urano da ... R,,P,340115 17 Leilson,Leilson Carlos de Ol...,R,P,293515
17,Echeverria,Eduardo Alberto Eche ... R,,P,541203 18 Rafael Car ...,Rafael Bruno Cajueir...,R,P,321847
18,Walter,Walter Henrique da Silva R,,P,179832 19 Rafael Costa,Rafael Costa dos Santos,R,P,180284
20,Pingo,Tarcisio Lopes da Silva R,,P,308083 20 Otavio,Luiz Otavio Alves Ma...,R,P,374917
21,Taiberson,Taiberson Ruan Menez ... R,,P,295789 21 Mazola,Marcelino Junior Lop...,R,P,178965
23,Yuri,Yuri Lima Lara R,,P,401167 22 Willians,Willians dos Santos ...,R,P,176738
"",,,,,23 Crismerio,Crismerio Teixeira d...,R,P,306360
"",,Comissão Técnica,
"",Csa / AL,,Crb / AL
Técnico:,MARCELO RIBEIRO CABO,Técnico:,Dilceu Rocha Junior
Auxiliar Técnico:,JOSE GABRIEL CAMPANELLI DA ROCHA CABO,Auxiliar Técnico:,EVERTON DE PAULA VANONI
Médico:,CAIO AZEVEDO BEZERRA SANTOS,Médico:,ORLANDO BAIA DE BARROS FILHO
Treinador De Goleiros:,RODOLFO ANDRADE DE OLIVEIRA,Treinador De Goleiros:,LUCIANO DIAS FRAGOSO
Preparador Físico:,LEONARDO CUPERTINO DE OLIVEIRA,Preparador Físico:,GIAN PEDRO DE OLIVEIRA VIEIRA
Massagista:,DORGIVAL COSTA DA SILVA,Massagista:,FRANCISCO DE ASSIS RODRIGUES MIRANDA
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Crb/AL,,21 - Marcelino Junior Lopes Arruda,7 - Alipio Duarte Brandao
27:00,1T,Crb/AL,,17 - Leilson Carlos de Oliveira A...,10 - Cleiton Ribeiro Xavier
25:00,2T,Csa/AL,,20 - Tarcisio Lopes da Silva,10 - Maikel Daniel Costa
31:00,2T,Crb/AL,,22 - Willians dos Santos Santana,11 - Diego da Silva Rosa
34:00,2T,Csa/AL,,18 - Walter Henrique da Silva,19 - Cicero dos Santos
45:00,2T,Csa/AL,,11 - Hugo da Silva Cabral,7 - Nilton Soares Rodrigues
