Campeonato:,Campeonato Brasileiro - Série B/2018,,Rodada:,31
Jogo:,Oeste / SP X Fortaleza / CE,,,
Data:,13/10/2018 Horário: 16:30 Estádio:,Arena Barueri / Barueri,,
"",,Arbitragem
Arbitro:,Jailson Macedo Freitas (MTR / BA),
Arbitro Assistente 1:,Elicarlos Franco de Oliveira (AB / BA),
Arbitro Assistente 2:,Jucimar dos Santos Dias (AB / BA),
Quarto Arbitro:,Salim Fende Chavez (AB / SP),
Delegado Local:,Wilson Roberto Santoro (CBF / ),
Analista de Campo:,Celso Barbosa de Oliveira (CBF / SP),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:20Atraso:,,Não Houve Entrada do mandante: 17:29,,Atraso:,Não Houve
Entrada do visitante:,16:20Atraso:,,Não Houve Entrada do visitante: 17:29,,Atraso:,Não Houve
Início 1o Tempo:,16:30Atraso:,,Não Houve Início do 2o Tempo: 17:32,,Atraso:,Não Houve
Término do 1o Tempo:,17:17Acréscimo:,,2 min Término do 2o Tempo: 18:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Oeste / SP,,,,Fortaleza / CE,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Tadeu,Tadeu Antonio Ferreira T(g),,P,308316 1 Marcelo Boeck,Marcelo Boeck T(g),,P,154969
2,Adriano,Adriano Alves dos Santos T,,P,154599 2 Guilherme,Guilherme de Jesus d... T,,P,348138
3,Joilson,Joilson de Jesus Dem ... T,,P,326727 3 Jussani,Diego Jussani T,,P,180751
4,Marcelino,Patrick Marcelino T,,P,326293 4 Ligger,Ligger Moreira Malaquias T,,P,291797
5,Joao Roberto,Joao Roberto Custodio T,,P,294996 7 Marcio,Marcio Augusto da Si... T,,P,440927
6,Conrado,Conrado Buchanelli Holz T,,P,349177 10 Dodo,Raphael Guimaraes de... T,,P,315101
7,Marciel,Marciel Silva da Silva T,,P,347222 11 Marlon,Marlon Adriano Prezotti T,,P,294484
8,Marcio,Marcio Barbosa Vieir ... T,,P,441035 15 Luis,Luis Antonio Ferreir... T,,P,420080
9,Bruno,Bruno Henrique Lopes T,,P,310101 28 Luis Otavio,Luis Otavio Bonilha ... T,,P,292740
10,Mazinho,Anderson Soares da Silva T,,P,181254 91 Ederson,Ederson Alves Ribeir... T,,P,176522
11,Pedro,Pedro Gabriel Pereir ... T,,P,542491 100 Bruno,Bruno Ferreira Melo T,,P,329952
12,Marcio,Marcio Victor da Silva R(g),,P,529870 12 Gabriel,Gabriel Felix dos Santos R(g),,P,330667
13,Jomar,Jomar Herculano Lourenco R,,P,307645 5 Uchoa,Anderson Uchoa dos SantosR,,P,183385
14,Rodrigo,Rodrigo de Souza Fonseca R,,P,293529 9 Gustavo,Gustavo Henrique da ... R,,P,453172
15,Lidio,Lidio Ferreira Carmo ... R,,P,346815 13 Roger,Roger de Carvalho R,,P,184174
16,Guilherme,Guilherme Kennedy Romao R,,P,419442 14 Adalberto,Adalberto dos Santos... R,,P,184704
17,Indio,Raphael Luz Pessoa R,,P,181334 16 Leo,Leonan Jose Valandro... R,,P,347221
18,Felipe Cruz,Felipe Ferreira da Cruz R,,P,507727 17 Sergio,Sergio Barros de Carvalho R,,P,554434
19,Ceará,Jose Leonardo Veriss ... R,,P,540826 19 Wilson,Wilson Rodrigues Fonseca R,,P,156837
20,Luquinhas,Lucas Henrique dos Santos R,,P,355513 20 Romarinho,Jose Romario Silva d... R,,P,413857
21,Edilson,Edilson Tavares dos  ... R,,P,315056 21 Diego,Diego Barbosa Tavares R,,P,331248
23,Bonilha,Wallace Bonilha Felix R,,P,308548 22 Pablo,Pablo de Barros Paulino R,,P,181190
25,Diogo,Diogo Costa Freitas R,,P,581191 23 Max,Max Walef Araujo da Silva R,,P,337210
"",,Comissão Técnica,
"",Oeste / SP,,Fortaleza / CE
Técnico:,ROBERTO FERNANDO SCHNEIGER,Técnico:,ROGERIO CENI
Auxiliar Técnico:,RENAN ROBERTO DE FREITAS,Auxiliar Técnico:,CHARLES ALEXANDRE PATRICE FRANCIS HEMBERT
Médico:,GIUSEPPE FERNANDES PASTORE,Médico:,LUIS VINICIUS CASTELO BRANCO MOURAO FILHO
Treinador De Goleiros:,CLEVERSON FERNANDO LOPES,Treinador De Goleiros:,HAROLDO LAMOUNIER FERREIRA
Preparador Físico:,WILIAM CESAR HAUPTMAM,Preparador Físico:,DANILO AUGUSTO DA SILVA
Massagista:,MARCELO JOSE DA SILVA,Massagista:,JOSE WELLINGTON NUNES DE MOURA
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Oeste/SP,,20 - Lucas Henrique dos Santos,8 - Marcio Barbosa Vieira Junior
04:00,2T,Oeste/SP,,15 - Lidio Ferreira Carmo Filho,9 - Bruno Henrique Lopes
26:00,2T,Oeste/SP,,17 - Raphael Luz Pessoa,11 - Pedro Gabriel Pereira Lopés
33:00,2T,Fortaleza/CE,,9 - Gustavo Henrique da Silva So...,91 - Ederson Alves Ribeiro Silva
33:00,2T,Fortaleza/CE,,20 - Jose Romario Silva de Souza,11 - Marlon Adriano Prezotti
36:00,2T,Fortaleza/CE,,22 - Pablo de Barros Paulino,2 - Guilherme de Jesus da Silva
