Campeonato:,Campeonato Brasileiro - Série B/2018,,Rodada:,30
Jogo:,Goiás / GO X Londrina / PR,,,
Data:,02/10/2018 Horário: 20:30 Estádio:,Olímpico Pedro Ludovico / Goiania,,
"",Arbitragem
Arbitro:,Antonio Dib Moraes de Sousa (AB / PI)
Arbitro Assistente 1:,Thyago Costa Leitao (AB / PI)
Arbitro Assistente 2:,Mauro Cezar Evangelista de Sousa (AB / PI)
Quarto Arbitro:,Bruno Rezende Silva (AB / GO)
Inspetor:,Edson Rezende de Oliveira (CBF / DF)
Delegado Local:,Adalberto Grecco (CBF / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:20Atraso:,,Não Houve Entrada do mandante: 21:30,,Atraso:,Não Houve
Entrada do visitante:,20:20Atraso:,,Não Houve Entrada do visitante: 21:30,,Atraso:,Não Houve
Início 1o Tempo:,20:30Atraso:,,Não Houve Início do 2o Tempo: 21:32,,Atraso:,Não Houve
Término do 1o Tempo:,21:17Acréscimo:,,2 min Término do 2o Tempo: 22:21,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Goiás / GO,,,,Londrina / PR,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Marcos,Marcos de Paula Dutra T(g),,P,331869 1 Vagner,Vagner Antonio Brandalise T(g),,P,191609
2,Alex,Alex da Silva T,,P,345933 2 Lucas Ramon,Lucas Ramon Batista Silva T,,P,376828
3,Victor Ramos,Victor Ramos Ferreira T,,P,177152 3 Leandro Al ...,Leandro Almeida da Silva T,,P,174348
4,David,David de Duarte Macedo T,,P,348537 4 Lucas,Lucas Rodrigues Costa T,,P,345098
5,Gilberto,Gilberto dos Santos  ... T,,P,181827 5 João Paulo,Joao Paulo da Silva T,,P,174223
6,Ernandes,Ernandes Dias Luz T,,P,177802 6 Savio,Savio Antonio Alves T,,P,376801
7,Rafinha,Rafael Diniz Alves E ... T,,P,321556 7 Felipe Mar ...,Felipe Marques da Silva T,,P,363480
8,Giovanni,Giovanni Piccolomo T,,P,318493 8 Germano,Germano Borovicz Car... T,,P,155026
9,Lucão,Lucas Vinicius Gonca ... T,,P,304035 9 Thiago Rib ...,Thiago Ribeiro Cardoso T,,P,164974
10,Renato Caja,Renato Adriano Jaco  ... T,,P,158893 10 Dagoberto,Dagoberto Pelentier T,,P,150591
11,Michael,Michael Richard Delg ... T,,P,534667 11 Higor Leite,Higor Rodrigues Barb... T,,P,296566
12,Tiago Cardoso,Tiago Cardoso dos Santos R(g),,P,160028 12 Alan,Alan Jose Bernardon R(g),,P,326968
13,Edcarlos,Edcarlos Conceicao Santos R,,P,162467 13 Mancini,Matheus Mancini R,,P,328820
14,Caique,Caique Silva Sa R,,P,376566 14 Mateuzinho,Matheus Franca Silva R,,P,565578
15,Joao Afonso,Joao Afonso Crispim R,,P,374486 15 Moises,Moises Wolschick R,,P,346833
16,Breno,Breno Lorran da Silv ... R,,P,345720 16 Anderson,Anderson Leite Morais R,,P,323184
17,Vicosa,Luiz Severo Junior R,,P,293172 17 Paulo,Paulo Roberto Moccelin R,,P,360467
18,Ratinho,Jurani Francisco Ferreira R,,P,434440 18 Maylson,Maylson Barbosa Teixeira R,,P,176854
19,Gedoz,Felipe Gedoz da Conceicao R,,P,346890 19 Patrick,Patrick Marins Vieira R,,P,299161
20,Leonardo d ...,Leonardo de Souza Sena R,,P,352625 20 Dudu,Luiz Eduardo Figueiredo R,,P,188494
21,Robson Jos ...,Robson Jose Brilhant ... R,,P,456114 22 Neto,Guilherme da Roza Neto R,,P,389351
23,Maranhão,Francinilson Santos  ... R,,P,303766,,,,
25,Tiago Luis,Tiago Luis Martins R,,P,175323,,,,
"",,Comissão Técnica,
"",Goiás / GO,,Londrina / PR
Técnico:,NEY FRANCO DA SILVEIRA JUNIOR,Técnico:,ROBERTO TEIXEIRA DA FONSECA
Auxiliar Técnico:,RODNEY BORGES GONCALVES,Auxiliar Técnico:,ROBERTO TEIXEIRA DA FONSECA JUNIOR
Médico:,DALTON SIQUEIRA FILHO,Médico:,JEAN ALEXANDRE FURTADO CORREA FRANCISCO
Treinador De Goleiros:,MARLOS GOMES SANTOS,Treinador De Goleiros:,EDSON LUIZ DA SILVA
Preparador Físico:,ALEXANDRE LOPES,Preparador Físico:,JOAO CARLOS MARTINS RUIZ
Fisioterapeuta:,LEONARDO OLIVEIRA DE MORAIS,Fisioterapeuta:,MARCELO FELIPE BARBOSA ROCKENBACH
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Goiás/GO,,20 - Leonardo de Souza Sena,10 - Renato Adriano Jaco de Morais
43:00,1T,Goiás/GO,,13 - Edcarlos Conceicao Santos,3 - Victor Ramos Ferreira
14:00,2T,Londrina/PR,,17 - Paulo Roberto Moccelin,9 - Thiago Ribeiro Cardoso
22:00,2T,Londrina/PR,,19 - Patrick Marins Vieira,10 - Dagoberto Pelentier
35:00,2T,Goiás/GO,,23 - Francinilson Santos Meireles,7 - Rafael Diniz Alves E Silva
43:00,2T,Londrina/PR,,16 - Anderson Leite Morais,11 - Higor Rodrigues Barbosa Leite
