Campeonato:,Campeonato Brasileiro - Série B/2018,,Rodada:,22
Jogo:,Brasil / RS X Paysandu / PA,,,
Data:,21/08/2018 Horário: 19:15 Estádio:,Bento da Silva Freitas / Pelotas,,
"",Arbitragem
Arbitro:,Gilberto Rodrigues Castro Junior (AB / PE)
Arbitro Assistente 1:,Francisco Chaves Bezerra Junior (CD / PE)
Arbitro Assistente 2:,Bruno Cesar Chaves Vieira (CD / PE)
Quarto Arbitro:,Lucas Guimarães Rechatiko Horn (INT / RS)
Delegado Local:,Marco Antonio Pereira Maciel (CBF / )
Analista de Campo:,Paulo Ricardo Silva Conceicao (CBF / RS)
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,19:08Atraso:,,2 min,Entrada do mandante: 20:15,,Atraso:,Não Houve
Entrada do visitante:,19:05Atraso:,,Não Houve,Entrada do visitante: 20:15,,Atraso:,Não Houve
Início 1o Tempo:,19:17Atraso:,,2 min,Início do 2o Tempo: 20:18,,Atraso:,Não Houve
Término do 1o Tempo:,20:03Acréscimo:,,1 min,Término do 2o Tempo: 21:06,Acréscimo:,,3 min
Resultado do 1o Tempo: 0 X 0,,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Brasil / RS,,,Paysandu / PA,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
1,Marcelo Pitol,Marcelo Pitol T(g),,P,143611 1 Renan Rocha Renan Nelson Rocha,,T(g),P,172299
2,Eder,Eder Sciola Santana T,,P,175135 2 Maicon Maicon da Silva Macedo,,T,P,295087
3,Leandro Ca ...,Leandro Camilo de Almeida T,,P,172296 5 Renato Renato Augusto Santo...,,T,P,334195
4,Rafael Dumas,Rafael Dumas Ribeiro T,,P,387012 8 Alan Alan Calbergue Leite...,,T,P,453656
5,Leandro,Leandro Leite Mateus T,,P,146430 9 Hugo Hugo Guimaraes Silva...,,T,P,162026
6,Cametá,Tiago Coelho Andrade T,,P,392058 10 Antonio Antonio Thomaz Santo...,,T,P,170011
7,Toty,Christofoly Acioly d ... T,,P,299231 20 Pedro CarmonaPedro Carmona da Sil...,,T,P,185034
8,Itaqui,Odacir Pereira da Silva T,,P,166053 25 Guilherme Guilherme Thiago Teixeira,,T,P,302323
9,Luiz Eduardo,Luiz Eduardo Azevedo ... T,,P,162692 26 Perema Auricélio Soares do...,,T,P,389790
10,Miranda,Diego Miranda T,,P,341926 37 Fernando Fernando de Morais S...,,T,P,305797
11,Lourency,Lourency do Nascimen ... T,,P,413816 40 Guilherme Guilherme Oliveira Santos,,T,P,181106
12,Marcos,Marcos Venicius Sant ... R(g),,P,540636 35 Gabriel Bu ... Gabriel Bubniack,,R(g),P,348953
13,Nirley,Nirley da Silva Fonseca R,,P,295587 11 Moises Moises Oliveira Brito,,R,P,332037
14,Alex Ruan,Alex Ruan Vasconcelo ... R,,P,370091 16 Lucas Lucas Geovani Aquino...,,R,P,453507
15,Ze Augusto,Jose Augusto Bernardo R,,P,355174 17 Claudinho Claudio Pereira da S...,,R,P,313043
16,GILSON,Gilson Cesar Santos Alves R,,P,296117 18 Mike Mike dos Santos Nena...,,R,P,311439
17,Mossoro,Vitor Hugo da Silva Nunes R,,P,383830 21 Romario Jonathan de Almeida ...,,R,P,329589
18,Kaio Nunes,Kaio Nunes Ferreira R,,P,441092 27 L Lúcio Flávio da Si...,,R,P,166180
19,Leo Bahia,Francisco Eliomar Ro ... R,,P,359353 30 Edimar Edimar de Oliveira M...,,R,P,185649
20,Welinton,Welinton Junior Ferr ... R,,P,321011 31 Magno Magno dos Santos Ribeiro,,R,P,456234
21,Michel,Michel das Chagas He ... R,,P,293136 36 Diego Daniel Diego Daniel Rodrigu...,,R,P,536065
22,Valdemir,Valdemir de Oliveira ... R,,P,444950,,,,
23,Heverton,Heverton Cardoso da Silva R,,P,185586,,,,
"",,Comissão Técnica,
"",Brasil / RS,,Paysandu / PA
Técnico:,GILMAR DAL POZZO,Técnico:,GUILHERME DE CASSIO ALVES
Auxiliar Técnico:,LUCIANO CARDOZO BORGES,Auxiliar Técnico:,Jorge Augusto Raulli
Médico:,GUSTAVO DANTAS LAHM,Médico:,JOSE SILVERIO NUNES DA FONSECA
Treinador De Goleiros:,ALEX LESSA AFONSO,Treinador De Goleiros:,EDSON ROQUE GIRARDI
Preparador Físico:,MANOEL LILES JORGE DE SOUZA,Preparador Físico:,FREDERICO PETEAN POZZEBON
Massagista:,PAULO SERGIO GONCALVES TEIXEIRA,Massagista:,ALAN FRANCISCO FIGUEIREDO SOUZA
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Paysandu/PA,21 - Jonathan de Almeida Pereira,2 - Maicon da Silva Macedo
17:00,2T,Brasil/RS,20 - Welinton Junior Ferreira dos...,7 - Christofoly Acioly da Silva
21:00,2T,Paysandu/PA,31 - Magno dos Santos Ribeiro,8 - Alan Calbergue Leite Rodrigues
23:00,2T,Brasil/RS,16 - Gilson Cesar Santos Alves,5 - Leandro Leite Mateus
32:00,2T,Brasil/RS,14 - Alex Ruan Vasconcelos Ferreira,10 - Diego Miranda
39:00,2T,Paysandu/PA,27 - Lúcio Flávio da Silva Oliva,9 - Hugo Guimaraes Silva Santos ...
