Campeonato:,Campeonato Brasileiro - Série B/2018,,Rodada:,20
Jogo:,Juventude / RS X Figueirense / SC,,,
Data:,11/08/2018 Horário: 19:00 Estádio:,Alfredo Jaconi / Caxias do Sul,,
"",Arbitragem
Arbitro:,Marcelo Aparecido Ribeiro de Souza (AB / SP)
Arbitro Assistente 1:,Anderson José de Moraes Coelho (AB / SP)
Arbitro Assistente 2:,Bruno Salgado Rizo (AB / SP)
Quarto Arbitro:,Roger Goulart (AB / RS)
Delegado Local:,Ari Debenetti (CBF / )
Analista de Campo:,Paulo Ricardo Silva Conceicao (CBF / RS)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:50Atraso:,,Não Houve Entrada do mandante: 20:01,,Atraso:,Não Houve
Entrada do visitante:,18:50Atraso:,,Não Houve Entrada do visitante: 20:01,,Atraso:,Não Houve
Início 1o Tempo:,19:00Atraso:,,Não Houve Início do 2o Tempo: 20:03,,Atraso:,Não Houve
Término do 1o Tempo:,19:48Acréscimo:,,3 min Término do 2o Tempo: 20:53,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Juventude / RS,,,Figueirense / SC,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
1,Matheus,Matheus Fernando Cav ... T(g),,P,168926 1 Denis Denis Cesar de Matos,,T(g),P,172292
3,Rafael Bonfim,Rafael de Jesus Bonfim T,,P,312847 4 Henrique Henrique de Souza Tr...,,T,P,412979
4,Fred,Frederico Burgel Xavier T,,P,172404 5 Ze Antonio Jose Antonio Pereira,,T,P,159237
5,Diones,Diones Coelho da Costa T,,P,172714 6 Matheus Matheus Antunes Ribeiro,,T,P,324513
6,Pará,Erinaldo Santos Rabelo T,,P,170254 10 Jorge Henr ... Jorge Henrique de Souza,,T,P,153189
7,Tony,Antonio de Moura Carvalho T,,P,176981 13 Eduardo Eduardo Gabriel dos ...,,T,P,304071
8,Jair,Jair Rodrigues Junior T,,P,347809 14 Nogueira Ygor Nogueira de Paula,,T,P,310722
9,Elias,Elias Constantino Pe ... T,,P,172110 17 Gustavo Fe ... Gustavo Henrique Fer...,,T,P,304239
10,Leandro Lima,George Leandro Abreu ... T,,P,335303 19 Henan Henan Faria Silveira,,T,P,178099
11,Denner,Denner Fernando Melz T,,P,502079 20 Renan Mota Renan Carvalho Mota,,T,P,187591
21,Vidal,Cristiano da Silva Vidal T,,P,329349 36 Matheus Sales Matheus de Sales Cabral,,T,P,338849
12,Douglas,Douglas da Silva Ferreira R(g),,P,308580 12 Alisson Alisson Machado dos ...,,R(g),P,355827
13,Micael,Micael Jordane Modinger R,,P,177261 3 Cleberson Cleberson Martins de...,,R,P,322380
14,Wagner,Wagner Luiz Fogolari R,,P,184775 7 Maikon Maikon Fernando Souz...,,R,P,184685
15,Bruno Ribeiro,Bruno de Paula Ribei ... R,,P,160939 9 Andre Luis Andre Luis Silva de ...,,R,P,391068
16,Mauricio,Mauricio da Silva Di ... R,,P,333809 11 Felipe Amorim Felipe da Silva Amorim,,R,P,340891
17,Guilherme  ...,Guilherme de Queiroz ... R,,P,336063 22 Lucas Marques Lucas Marques de Oliveira,,R,P,338506
18,Rodrigo,Rodrigo Vasconcelos  ... R,,P,302774 23 Patrick Patrick de Souza Soares,,R,P,427914
19,Yuri Mamute,Yuri Souza Almeida R,,P,349171 26 Diego Renan Diego Renan de Lima ...,,R,P,184273
20,Fellipe,Fellipe Mateus de Se ... R,,P,321780 37 Juninho Olavio Vieira dos Sa...,,R,P,389611
22,Maicon,Maicon Joao Veiga da ... R,,P,331239,,,,
"",,Comissão Técnica,
"",Juventude / RS,,Figueirense / SC
Técnico:,JULIO CESAR VALDUGA CAMARGO,Técnico:,Milton Cruz
Auxiliar Técnico:,VALDEMAR FERNANDES JUNIOR,Auxiliar Técnico:,IVAN IZZO
Médico:,LEONARDO LUCCHESI WINKLER,Médico:,MARCOS PEREIRA DIAS
Treinador De Goleiros:,MARCIO RODRIGO ANGONESE,Treinador De Goleiros:,JOSEVAL VIEIRA DA SILVA
Preparador Físico:,RODRIGO POLETTO,Preparador Físico:,JOSE MARIO CAMPEIZ
Massagista:,LUCIANO HILLESHEIM,Massagista:,LUIZ FILIPE RAIMUNDO
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
35:00,1T,Juventude/RS,13 - Micael Jordane Modinger,3 - Rafael de Jesus Bonfim
38:00,1T,Juventude/RS,20 - Fellipe Mateus de Sena Araujo,11 - Denner Fernando Melz
15:00,2T,Figueirense/SC,9 - Andre Luis Silva de Aguiar,19 - Henan Faria Silveira
15:00,2T,Figueirense/SC,37 - Olavio Vieira dos Santos Jun...,20 - Renan Carvalho Mota
23:00,2T,Juventude/RS,19 - Yuri Souza Almeida,9 - Elias Constantino Pereira Fi...
32:00,2T,Figueirense/SC,7 - Maikon Fernando Souza Leite,37 - Olavio Vieira dos Santos Jun...
