"",,Arbitragem
Arbitro:,Celio Amorim (ESP / SC),
Arbitro Assistente 1:,Fabio Pereira (FIFA / TO),
Arbitro Assistente 2:,Marcio Luiz Augusto (CBF-1 / SP),
Quarto Arbitro:,Antonio Dib Moraes de Sousa (CBF-1 / PI),
Delegado:,Fernando Jose de Castro Rodrigues (  / PA),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,19:01Atraso:,,1 min,Entrada do mandante: 20:06,Atraso:,,2 min
Entrada do visitante:,18:56Atraso:,,Não Houve,Entrada do visitante: 20:02,Atraso:,,Não Houve
Início 1o Tempo:,19:03 Atraso:,,3 min,Início do 2o Tempo: 20:07,Atraso:,,3 min
Término do 1o Tempo:,19:49 Acréscimo:,,1 min,Término do 2o Tempo: 20:56,Acréscimo:,,4 min
Resultado do 1o Tempo: 2 x 1,,,,Resultado Final: 5 x 3,,,
"",,,,Cronologia,,,
"",1o Tempo,,,,2o Tempo,,
Entrada do mandante:,19:01,Atraso:,1 min,Entrada do mandante:,20:06,Atraso:,2 min
Início 1o Tempo:,19:03,Atraso:,3 min,Início do 2o Tempo:,20:07,Atraso:,3 min
No,Apelido,Nome Completo T/R P/A,,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Rodrigo Ra ...,Rodrigo Ramos Massensini T,P,135603,1,Luis Henri ...,Luis Henrique Filgue...,T P,134101
"",,Comissão Técnica,
"",Sampaio Correa / MA,,Macae / RJ
Tecnico:,Flávio José De Araújo - 2000002298245,Tecnico:,Gérson Rodrigues Andriotti - 026813121
Auxiliar Tecnico:,Francisco Hélio Alves Pinheiro - 2006029238676,Auxiliar Tecnico:,José Carlos Macedo Dos Santos - 05165918-3
Medico:,André Luís Neves - MA 3527,Medico:,Nilo De Siqueira Almeida - 5244628-6
Preparador Fisico:,Pedro Henrique Dos Santos - 1711 - CE,Preparador Fisico:,Alvorino Leal De Sousa - 000111
Massagista:,Manoel Haroldo Alves Da Silva - 90631398-8,Massagista:,Luiz Roberto Da Silva Santanna - 052415643
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Macae/RJ,,13 - Daniel Rodrigues Damiao,2 - Jose Valdir Firmo de Lima ...
09:00,2T,Macae/RJ,,18 - Jean Carlos da Silva Ferr ...,11 - Flavio Luis Chagas
16:00,2T,Macae/RJ,,19 - Sergio Guimaraes da Silva ...,18 - Jean Carlos da Silva Ferr ...
22:00,2T,Sampaio Correa/MA,,13 - Johildo Machado dos Santo ...,7 - Jose Ribamar dos Santos
26:00,2T,Sampaio Correa/MA,,16 - Robson Simplicio,5 - Jonas Gomes de Sousa
43:00,2T,Sampaio Correa/MA,,15 - Luis Jhonnatan Gomes de O ...,9 - Leandro Araujo Kivel
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
09:00,1T,9,NR,Leandro Araujo Kivel,,Sampaio Correa/MA
17:00,1T,6,NR,Marcos Vinicius Faleiro de Siqueira,,Macae/RJ
26:00,1T,11,NR,Lucas Gomes da Silva,,Sampaio Correa/MA
02:00,2T,2,NR,Joao Nilson Ferreira Fortes,,Sampaio Correa/MA
08:00,2T,11,NR,Lucas Gomes da Silva,,Sampaio Correa/MA
18:00,2T,8,PN,Eloir Silva Moreira,,Sampaio Correa/MA
38:00,2T,7,NR,Marcelo Oliveira Pinto,,Macae/RJ
43:00,2T,19,NR,Sergio Guimaraes da Silva Junior,,Macae/RJ
"",,,,Cartões Amarelos,
Tempo,1T/2T,No,Nome do Jogador,,Equipe
09:00,2T,7,Jose Ribamar dos Santos,,Sampaio Correa/MA
"",,,Motivo: Reclamar da arbitragem.,,
09:00,2T,9,Leandro Araujo Kivel,,Sampaio Correa/MA
"",,,Motivo: Conduta antidesportiva.,,
17:00,2T,3,Cleber Dias dos Reis,,Macae/RJ
"",,,Motivo: Segurar o adversário.,,
33:00,2T,16,Robson Simplicio,,Sampaio Correa/MA
"",,,Motivo: Calçar o adversário.,,
40:00,2T,6,Marcos Vinicius Faleiro de Siqueira,,Macae/RJ
"",,,Motivo: Reclamar da arbitragem.,,
"",,,,Cartões Vermelhos,
"",,,NÃO HOUVE EXPULSÕES,,
