"",,Arbitragem
Arbitro:,Sandro Meira Ricci (FIFA / SC),
Arbitro Assistente 1:,Emerson Augusto de Carvalho (FIFA / SP),
Arbitro Assistente 2:,Rodrigo F Henrique Correa (FIFA / RJ),
Quarto Arbitro:,Nielson Nogueira Dias (ESP-2 / PE),
Delegado  Especial:,Manoel Serapiao Filho (000 / BA),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:20Atraso:,,Não Houve Entrada do mandante: 19:28,Atraso:,,Não Houve
Entrada do visitante:,18:20Atraso:,,Não Houve Entrada do visitante: 19:32,Atraso:,,1 min
Início 1o Tempo:,18:30 Atraso:,,Não Houve Início do 2o Tempo: 19:33,Atraso:,,2 min
Término do 1o Tempo:,19:16 Acréscimo:,,1 min Término do 2o Tempo: 20:21,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 0,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,18:20,Atraso:,Não Houve Entrada do mandante:,19:28,Atraso:,Não Houve
Início 1o Tempo:,18:30,Atraso:,Não Houve,Início do 2o Tempo:,19:33,Atraso:,2 min
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
12,Danilo,Danilo Fernandes Batista,T P,165830,29,Bruno,Bruno Brigido de Oli...,T P,305735
"",,Comissão Técnica,
"",Sport / PE,,Coritiba / PR
Tecnico:,Eduardo Alexandre Baptista - 006265,Tecnico:,Marcos Vinicius Santos Goncalves - 013087
Auxiliar Tecnico:,Pedro Faria Gama - 11894123,Auxiliar Tecnico:,Marcelo Augusto Da Silva Reis - 5018207
Medico:,Leonardo De Lima Silveira - 16118,Medico:,Jose Mauro Regula Esposito - 15820
Preparador Fisico:,Luis Fernando Goulart - 007361,Preparador Fisico:,Glydiston Egberto De Oliveira Ananias - 023141
Massagista:,Edson Batista Ferreira - 3397517,Massagista:,Marcelo Clemines De Araujo - 289514341
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
28:00,1T,25,NR,Antonio Francisco Moura Neto,,Sport/PE
"",,,,Substituições,,
Tempo,1T/2T,,Equipe,Entrou,,Saiu
12:00,2T,Coritiba/PR,,22 - Wellington Pereira do Nas ...,88 - Rosinei Adolfo,
13:00,2T,Sport/PE,,7 - Jose Elber Pimentel da Si ...,25 - Antonio Francisco Moura N ...,
23:00,2T,Sport/PE,,14 - Danilo Carvalho Barcelos,20 - Mike dos Santos Nenatarvi ...,
23:00,2T,Sport/PE,,87 - Diego de Souza Andrade,10 - Regis Augusto Salmazzo,
27:00,2T,Coritiba/PR,,94 - Paulo Roberto Moccelin,89 - Thiago Galhardo do Nascim ...,
42:00,2T,Coritiba/PR,,7 - Guilherme Ferreira Pinto,99 - Rafhael Lucas Oliveira da ...,
