"",,Arbitragem
Arbitro:,Wilton Pereira Sampaio (FIFA / GO),
Arbitro Assistente 1:,Kleber Lucio Gil (FIFA / SC),
Arbitro Assistente 2:,Bruno Boschilia (FIFA / PR),
Quarto Arbitro:,Eduardo Cordeiro Guimaraes (CBF-1 / SC),
Delegado  Especial:,Marco Antônio Martins (ASS / SC),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:20Atraso:,,Não Houve Entrada do mandante: 19:31,Atraso:,,Não Houve
Entrada do visitante:,18:20Atraso:,,Não Houve Entrada do visitante: 19:30,Atraso:,,Não Houve
Início 1o Tempo:,18:30 Atraso:,,Não Houve Início do 2o Tempo: 19:32,Atraso:,,Não Houve
Término do 1o Tempo:,19:17 Acréscimo:,,2 min Término do 2o Tempo: 20:21,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Joinville / SC,,,Palmeiras / SP,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Oliveira,Ederaldo Antonio de  ...,T P,150105 1 Fernando,Fernando Buttenbende...,T P,137377
2,Mario Sergio,Mario Sergio Gomes d ...,T P,378661 3 Victor Ramos,Victor Ramos Ferreira,T P,177152
3,Bruno Aguiar,Bruno Henrique Fortu ...,T P,165939 7 Dudu,Eduardo Pereira Rodr...,T P,291738
4,Guti,Gutieri Tomelin,T P,189299 11 Ze Roberto,Jose Roberto da Silv...,T P,120815
5,Anselmo,Anselmo de Moraes,T P,293384 17 Leandro,Leandro Marcos Pereira,T P,306149
6,Rogerio,Rogerio Rodrigues da ...,T P,160357 18 Gabriel,Gabriel Girotto Franco,T P,320839
7,William He ...,William Henrique Rod ...,T P,305534 19 Rafael Mar ...,Rafael Marques Mariano,T P,158615
8,Augusto,Augusto Cesar dos Sa ...,T P,295119 27 Robinho,Robson Michael Signorini,T P,172189
9,Kempes,Everton Kempes dos S ...,T P,165524 31 Vitor Hugo,Vitor Hugo Franchesc...,T P,300140
10,Marcelo Co ...,Marcelo Pereira da Costa,T P,137283 32 Lucas,Lucas Rios Marques,T P,178827
11,Marcelinho ...,Marcelo dos Santos,T P,118442 66 Egidio,Egidio de Araujo Per...,T P,157280
12,Agenor,Agenor Detofol,R P,182631 4 Nathan,Nathan Raphael Pelae...,R P,317706
13,Dankler,Dankler Luis de Jesu ...,R P,293325 6 Joao Paulo,Joao Paulo Gomes da ...,R P,155855
14,Danrlei,Danrlei Rosa dos Santos,R P,327891 9 Cristaldo,Jonatan Ezequiel Cri...,R P,511616
15,Sueliton,Sueliton Pereira de  ...,R P,171745 10 Valdivia,Jorge Luis Valdivia Toro,R P,179697
16,Alef,Alef Vieira Santos,R P,334505 15 Amaral,William Jose de Souza,R P,169939
17,Heracles,Heracles Paiva Aguiar,R P,178392 21 Alan Patrick,Alan Patrick Lourenço,R P,305976
18,Jael,Jael Ferreira Vieira,R P,178373 25 Aranha,Mario Lucio Duarte Costa,R P,142720
19,Willian,Willian Popp,R P,332817 28 Andrei,Andrei Girotto,R P,330966
20,Rafael Costa,Rafael Costa dos Santos,R P,180284 29 Kelvin,Kelvin Mateus de Oli...,R P,300791
21,Wellington ...,Wellington Aleixo do ...,R P,172853 34 Pirulito,Wellington da Silva ...,R P,299676
22,Welinton,Welinton Junior Ferr ...,R P,321011 42 Ayrton,Ayrton Luiz Ganino,R P,169529
23,Tripodi,Mariano Sebastian Tr ...,R P,292517 47 Fabio,Fabio Szymonek,R P,177099
"",,Comissão Técnica,
"",Joinville / SC,,Palmeiras / SP
Tecnico:,Emerson Jose Maria - 1/R 2582106,Tecnico:,Oswaldo De Oliveira Filho - 2751822
Auxiliar Tecnico:,Claudomiro Salenave Santiago - 4041975709 RS,Auxiliar Tecnico:,Luiz Alberto Da Silva - 29379261
Medico:,Andre Barros Vilela De Farias - SC 8815,Medico:,Rubens Sampaio Neto - 70137
Preparador Fisico:,Alexandre Rodrigues De Souza - SC 10000 G,Preparador Fisico:,Ricardo Henrique Pinto - 006772 G/RJ
Massagista:,Carlos Lincoln Zimermmann - 2274724-9 SC,Massagista:,Jose Eduardo Giosa De Arruda  - 27772000
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Palmeiras/SP,10 - Jorge Luis Valdivia Toro,66 - Egidio de Araujo Pereira  ...
23:00,2T,Joinville/SC,19 - Willian Popp,8 - Augusto Cesar dos Santos  ...
27:00,2T,Palmeiras/SP,29 - Kelvin Mateus de Oliveira ...,19 - Rafael Marques Mariano
33:00,2T,Palmeiras/SP,42 - Ayrton Luiz Ganino,32 - Lucas Rios Marques
33:00,2T,Joinville/SC,21 - Wellington Aleixo dos San ...,7 - William Henrique Rodrigue ...
40:00,2T,Joinville/SC,15 - Sueliton Pereira de Aguia ...,2 - Mario Sergio Gomes de Sou ...
