"",Arbitragem
Arbitro:,Marcos Andre Gomes da Penha (CBF-1 / ES)
Arbitro Assistente 1:,Fabricio Vilarinho da Silva (FIFA / GO)
Arbitro Assistente 2:,Danilo Ricardo Simon Manis (ASP-FIFA / SP)
Quarto Arbitro:,Eduardo Cordeiro Guimaraes (CBF-1 / SC)
Delegado  Especial:,Vayran da Silva Rosa (ASS / SC)
Delegado Local:,CRISTIANO GRAF (000 / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:23Atraso:,,Não Houve Entrada do mandante: 19:31,Atraso:,,Não Houve
Entrada do visitante:,18:23Atraso:,,Não Houve Entrada do visitante: 19:31,Atraso:,,Não Houve
Início 1o Tempo:,18:30 Atraso:,,Não Houve Início do 2o Tempo: 19:33,Atraso:,,Não Houve
Término do 1o Tempo:,19:18 Acréscimo:,,3 min Término do 2o Tempo: 20:23,Acréscimo:,,5 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 2 X 1,,,
"",,,,Relação de Jogadores,,,
"",,Chapecoense / SC,,,Atlético / MG,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Danilo,Marcos Danilo Padilha T,P,159209 1 Victor,Victor Leandro Bagy,T P,156659
2,Apodi,Luiz Diallison de So ... T,P,172576 2 Marcos Rocha,Marcos Luis Rocha Aquino,T P,176390
6,Dener,Dener Assuncao Braz T,P,305876 3 Leo Silva,Leonardo Fabiano da ...,T P,137705
8,Gil,Jose Gildeixon Cleme ... T,P,171547 4 Jemerson,Jemerson de Jesus Na...,T P,335312
9,Bruno,Bruno Rangel Domingues T,P,158402 5 Rafael,Rafael de Souza Pereira,T P,181262
11,Ananias,Ananias Eloi Castro  ... T,P,183189 8 Leandro Do ...,Leandro Donizete Gon...,T P,163939
17,Elicarlos,Elicarlos Souza Santos T,P,169835 9 Lucas Pratto,Lucas David Pratto,T P,521936
29,Neto,Helio Hermito Zampie ... T,P,170061 10 Datolo,Jesus Alberto Datolo,T P,402208
34,Vilson,Vilson Xavier de Men ... T,P,179465 16 Pedro Bote ...,Pedro Roberto Silva ...,T P,183902
88,Cleber San ...,Cleber Santana Loureiro T,P,140653 17 Guilherme,Guilherme Milhomen G...,T P,171975
89,Tiago Luis,Tiago Luis Martins T,P,175323 27 Luan,Luan Madson Gedeao d...,T P,298595
3,Rafael,Rafael Ramos de Lima R,P,160686 15 Edcarlos,Edcarlos Conceicao S...,R P,162467
5,Wanderson,Wanderson Pereira Ro ... R,P,145244 18 Carlos,Carlos Cesar Neves,R P,165439
10,Fernando,Fernando Camilo Farias R,P,161437 19 Cardenas,Sherman Andres Carde...,R P,522234
13,Silvio,Silvio Silas da Silv ... R,P,172168 20 Giovanni,Giovanni Aparecido A...,R P,175445
21,Hyoran,Hyoran Kaue Dalmoro R,P,304434 22 Thiago Rib ...,Thiago Ribeiro Cardoso,R P,164974
23,Roger,Roger Rodrigues da Silva R,P,155541 23 Dodo,Raphael Guimaraes de...,R P,315101
32,Mateus,Mateus Lucena dos Santos R,P,351540 25 Danilo,Danilo Pires Costa,R P,302560
33,Odair,Odair de Assis Pedro ... R,A,357656 26 Tiago,Tiago Pagnussat,R P,188260
39,João,Joao Paulo Azevedo B ... R,P,142940 28 Josue,Josue Anunciado de O...,R P,131212
40,Nilson,Francinilson Santos  ... R,P,303766 30 Eduardo,Eduardo Henrique da ...,R P,345333
45,Costa,Tiago da Costa Silva R,P,188960,,,
47,Wagner,Wagner Ricardo Silva ... R,P,344955,,,
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
40:00,1T,88,FT,Cleber Santana Loureiro,,Chapecoense/SC
18:00,2T,29,CT,Helio Hermito Zampier Neto,,Chapecoense/SC
32:00,2T,2,NR,Luiz Diallison de Souza Alves,,Chapecoense/SC
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
41:00,1T,Atlético/MG,,15 - Edcarlos Conceicao Santos ...,17 - Guilherme Milhomen Gusmao ...
16:00,2T,Atlético/MG,,23 - Raphael Guimaraes de Paul ...,8 - Leandro Donizete Goncalve ...
20:00,2T,Chapecoense/SC,,10 - Fernando Camilo Farias,89 - Tiago Luis Martins
20:00,2T,Chapecoense/SC,,47 - Wagner Ricardo Silva da S ...,11 - Ananias Eloi Castro Monte ...
30:00,2T,Atlético/MG,,28 - Josue Anunciado de Olivei ...,27 - Luan Madson Gedeao de Pai ...
30:00,2T,Chapecoense/SC,,40 - Francinilson Santos Meire ...,8 - Jose Gildeixon Clemente d ...
