Campeonato:,Campeonato Brasileiro - Série D/2019,,Rodada:,Volta
Jogo:,Cianorte / PR X São Caetano / SP,,,
Data:,02/06/2019 Horário: 16:00 Estádio:,Albino Turbay / Cianorte,,
"",,Arbitragem
Arbitro:,Breno Vieira Souza (CD / GO),
Arbitro Assistente 1:,Edson Antonio de Sousa (AB / GO),
Arbitro Assistente 2:,Tiago Gomes da Silva (AB / GO),
Quarto Arbitro:,Robson Babinski (INT / PR),
Delegado Local:,Maria Sevulski dos Santos ( / ),
Analista de Campo:,Faustino Vicente Lopes (CBF / PR),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 17:00,,Atraso:,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 16:59,,Atraso:,Não Houve
Início 1o Tempo:,16:00Atraso:,,Não Houve Início do 2o Tempo: 17:02,,Atraso:,Não Houve
Término do 1o Tempo:,16:47Acréscimo:,,2 min Término do 2o Tempo: 17:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Cianorte / PR,,,,São Caetano / SP,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Bruno,Bruno Pianissolla,T(g),P,174237 1 Tom,Everton Ferreira Fer ... T(g),,P,297418
2,Weriton,Weriton Luiz Gutierre,T,P,186569 2 Anderson,Anderson Luis Ribeir ... T,,P,174145
3,Breno,Carlos Breno Barroso ...,T,P,328765 3 Junior Alves,Jose Teixeira Alves  ... T,,P,295525
4,Mauricio,Mauricio da Silva Di ...,T,P,333809 4 Sandoval,Sandoval Araujo Lima T,,P,183096
5,Sidnei,Sidnei dos Santos,T,P,175787 5 Esley,Esley Leite do Nascimento T,,P,139359
6,Willian,Willian Prado Camargo,T,P,391300 6 Bruno Recife,Bruno Leonardo Barbosa T,,P,145883
7,Tom,Wellington Farias Mendes,T,P,182203 7 Matheus,Matheus Ferreira de Sousa T,,P,352216
8,Gabriel,Gabriel Calabres Nunes,T,P,321577 8 Régis,Francisco Regis Lope ... T,,P,301820
9,Walison,Francisco Walison da ...,T,P,512389 9 Emerson,Emerson Gustavo Pint ... T,,P,296302
10,Filipe,Filipe Ramon Silva Lucena,T,P,299373 10 Jefferson,Jefferson Viana Correa T,,P,187465
11,Wesley,Wesley da Silva Souza,T,P,314035 11 Fernando,Fernando Nathan Padi ... T,,P,338498
12,Silvio,Silvio Silas da Silv ...,R(g),P,172168 12 Douglas,Douglas Faria Marques R(g),,P,350981
13,Felipe,Feliphe Gabriel Silv ...,R,P,425928 13 Max,Maximiliano Lelis Ro ... R,,P,168336
14,Eduardo,Eduardo Vinicius Dom ...,R,P,456246 14 Kaique,Kaique Vergilio da Silva R,,P,337420
15,Giovani,Jovany Fernando Rodr ...,R,P,179975 15 Salgueiro,Matheus Salgueiro Pains R,,P,502629
16,Arroyo,Osvaldo Gabriel Arroyo,R,P,610265 16 Jean Dias,Jean Dias da Costa R,,P,345678
17,Emerson Lu ...,Emerson Luiz Guioto,R,P,319058 17 Erminio,Erminio Santana Lopes R,,P,168961
18,Filipe,Filipe Santos Oliveira,R,P,361951 18 Gleyson,Gleyson Garcia de Ol ... R,,P,375335
19,Carlos,Carlos Esteban Frontini,R,P,147313,,,,
20,Jordan,Jordan William Silva ...,R,P,363935,,,,
21,Fabricio,Fabricio Daniel de Souza,R,P,337894,,,,
22,Fabio,Fabio de Lima Costa,R,P,431346,,,,
24,Patrick,Patrick Correia Sales,R,P,386063,,,,
"",,Comissão Técnica,
"",Cianorte / PR,,São Caetano / SP
Técnico:,Fabian Guedes,Técnico:,Luiz Gabardo Junior
Auxiliar Técnico:,Patricio Antonio Boques,Auxiliar Técnico:,Marcelo Nunes Benites
Médico:,Andre De Oliveira Fernandes,Médico:,Alberto De Azevedo Alves Teixeira
Treinador De Goleiros:,Santos Pretestato Fernandes,Treinador De Goleiros:,Jonas Sampaio De Almeida Filho
Preparador Físico:,Leonardo Bassotto,Preparador Físico:,Daniel De Lima
Massagista:,Rogerio Aureliano,Massagista:,Antonio Flávio De Lima
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
15:00,2T,Cianorte/PR,,17 - Emerson Luiz Guioto,5 - Sidnei dos Santos
20:00,2T,São Caetano/SP,,18 - Gleyson Garcia de Oliveira,9 - Emerson Gustavo Pinto dos Sa...
20:00,2T,São Caetano/SP,,13 - Maximiliano Lelis Rodrigues,8 - Francisco Regis Lopes da Silva
27:00,2T,Cianorte/PR,,21 - Fabricio Daniel de Souza,11 - Wesley da Silva Souza
32:00,2T,Cianorte/PR,,24 - Patrick Correia Sales,9 - Francisco Walison da Silva V...
34:00,2T,São Caetano/SP,,14 - Kaique Vergilio da Silva,10 - Jefferson Viana Correa
