Campeonato:,Campeonato Brasileiro - Série D/2019,,Rodada:,Volta
Jogo:,Avenida / RS X Caxias / RS,,,
Data:,23/06/2019 Horário: 16:00 Estádio:,Eucaliptos / Santa Cruz do Sul,,
"",Arbitragem
Arbitro:,Claudio Francisco Lima E Silva (AB / SE)
Arbitro Assistente 1:,Cleriston Clay Barreto Rios (MTR / SE)
Arbitro Assistente 2:,Rodrigo Guimarães Pereira (AB / SE)
Quarto Arbitro:,Vinicius Gomes do Amaral (CD / RS)
Delegado Local:,Raul Henn (FD / RS)
Analista de Campo:,Francisco de Paula dos Santos Silva Neto (CBF / RS)
"",,,Cronologia,,
"",1o Tempo,,,2o Tempo,
Entrada do mandante:,15:50,Atraso:,Não Houve Entrada do mandante:,16:59Atraso:,Não Houve
Entrada do visitante:,15:50,Atraso:,Não Houve Entrada do visitante:,16:58Atraso:,Não Houve
Início 1o Tempo:,16:00,Atraso:,Não Houve Início do 2o Tempo:,17:01Atraso:,Não Houve
Término do 1o Tempo:,16:46,Acréscimo:,1 min Término do 2o Tempo:,17:48Acréscimo:,2 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,Resultado Penalti: 5 X 6,
"",,,,,Relação de Jogadores,,,,
"",,Avenida / RS,,,Caxias / RS,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
1,Fabiano,Fabiano Heves da Silva T(g),,P,137973 1 Lee Lee Winston Leandro  ...,,T(g),P,165212
4,Claudinho,Claudio de Souza T,,P,308008 2 Muriel Muriel Leite Magalhaes,,T,P,188557
5,Cesar,Carlos Cesar Matheus T,,P,158613 3 Jean Jean Zdunek,,T,P,185785
9,Flavio Torres,Flavio Torres Ribeiro T,,P,304373 4 THIAGO SALESThiago Guimaraes Sales,,T,P,184094
10,Alexandre,Alexandre Camargo T,,P,173004 5 Juliano Juliano Real Pacheco,,T,P,177094
11,Elias,Elias dos Santos Bueno T,,P,362991 6 Eduardo Diniz Eduardo Jose Diniz Costa,,T,P,176196
17,Anderson,Anderson Cardoso de  ... T,,P,421551 7 FOGUINHO Guilherme Seefeldt Krolow,,T,P,340535
30,Davi,Davi Xavier Lopes do ... T,,P,308342 8 RAFAEL GAVARafael Gustavo Meneg ...,,T,P,313001
37,Binde,Alexandre Binde T,,P,167036 9 Michel Michel das Chagas He ...,,T,P,293136
44,Felipe,Felipe Barreiros Chaves T,,P,190337 10 Miranda Diego Miranda,,T,P,341926
91,Marcio,Marcio Sergio Farias ... T,,P,306468 11 Marcio Jon ... Marcio Jonatan Dias,,T,P,388330
94,Anderson,Anderson Paulo Gavineski R(g),,P,348136 12 Luis Cetin Luis Gustavo Cetin,,R(g),P,170121
2,Gian,Gian Peterson Costa R,,P,173134 13 LAERCIO Laercio Solda,,R,P,361960
7,Joao Neto,Joao Sena Alves Neto R,,P,306186 14 Raphael Raphael Soares de Lima,,R,P,188900
18,Matheus,Matheus Vinicius da Silva R,,P,447818 15 MARABA Marcio da Silva Gomes,,R,P,164348
20,Marcos Parana Marcos dos Santos CamargoR,,,P,164863 16 Wagner Wagner Ricardo Silva ...,,R,P,344955
26,Indio,Igor Guilherme Fraga R,,P,388296 17 Leilson Leilson Carlos de Ol ...,,R,P,293515
77,Tito,Washington Luiz Gome ... R,,P,187183 18 Eliomar Eliomar dos Santos Silva,,R,P,173835
95,Giovane,Giovane Gomes da Silva R,,P,384666 19 Ruan Ruan Carlos Gomes Co ...,,R,P,332261
"",,,,,20 Joao Vitor Joao Vitor dos Santos,,R,P,352436
"",,Comissão Técnica,
"",Avenida / RS,,Caxias / RS
Técnico:,Jeverson Wilson Walter Balbino,Técnico:,Luis Roberto Magalhaes
Auxiliar Técnico:,Julio Cesar Da Rosa,Auxiliar Técnico:,Joao Bandoch
Médico:,Carlos Moacir De Oliveira,Médico:,Rafael Lessa Costa
Treinador De Goleiros:,Cristhian Airton Dalferth,Treinador De Goleiros:,Humberto Alencar Da Fontoura Flores
Preparador Físico:,Rafael Santos Dias,Preparador Físico:,George Gilberto De Castilhos
Massagista:,Cristopher De Castro Barbosa,Massagista:,Carlos De Oliveira Alves
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Caxias/RS,,16 - Wagner Ricardo Silva da Silva,5 - Juliano Real Pacheco
18:00,2T,Avenida/RS,,77 - Washington Luiz Gomes da Silva,17 - Anderson Cardoso de Campos
27:00,2T,Avenida/RS,,20 - Marcos dos Santos Camargo,10 - Alexandre Camargo
28:00,2T,Caxias/RS,,17 - Leilson Carlos de Oliveira A...,10 - Diego Miranda
40:00,2T,Avenida/RS,,18 - Matheus Vinicius da Silva,9 - Flavio Torres Ribeiro
