"",,Arbitragem
Arbitro:,Janio Pires Gonçalves (CBF-1 / TO),
Arbitro Assistente 1:,Fabio Pereira (FIFA / TO),
Arbitro Assistente 2:,Francisco Casimiro de Sousa (CBF-1 / TO),
Quarto Arbitro:,Marcelo Prieto Alfieri (CBF-2 / RN),
Assessor:,Joel Teixeira Caires (ASS / ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:50Atraso:,,Não Houve Entrada do mandante: 21:58,Atraso:,,Não Houve
Entrada do visitante:,20:49Atraso:,,Não Houve Entrada do visitante: 21:59,Atraso:,,Não Houve
Início 1o Tempo:,21:00 Atraso:,,Não Houve Início do 2o Tempo: 22:01,Atraso:,,Não Houve
Término do 1o Tempo:,21:46 Acréscimo:,,1 min Término do 2o Tempo: 22:50,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,20:50,Atraso:,Não Houve Entrada do mandante:,21:58,Atraso:,Não Houve
Início 1o Tempo:,21:00,Atraso:,Não Houve,Início do 2o Tempo:,22:01,Atraso:,Não Houve
"",Relação de Jogadores,,
Guarani / SP,Madureira / RJ,,
Horário de Entrega da Relação de Jogadores: 20:00,Horário de Entrega da Relação de Jogadores: 20:02,,
No Apelido Nome Completo T/R P/A,CBF No Apelido Nome Completo,T/R P/A,CBF
1 Wanderson Wanderson Ferreira d ... T P,133743 1 Jonathan Jonathan Ribeiro Louredo,T P,299473
2 Jheckson Jheckson Silva Oliveira T P,306314 2 Felipe Felipe Cordeiro de A...,T P,299823
3 Jorge Luiz Jorge Luiz Alves Justino T P,162487 3 Aislan Aislan Paulo Lotici Back,T P,180866
4 Petterson Petterson Thiago Martins T P,183663 4 Thiago Thiago Cardoso,T P,190230
5 Helio Helio Monteiro Batista T P,180215 5 Café Gilson de Jesus do N...,T P,296072
6 Pedro Pedro Henrique de So ... T P,182801 6 Ramon Ramon dos Santos Pereira,T P,297093
7 Wellington Welington Simiao T P,172279 7 Fernando Fernando Henrique da...,T P,332277
8 Samuel Samuel de Souza Oliveira T P,186237 8 Rodrigo Rodrigo Oliveira Lindoso,T P,184455
9 Silas Silas dos Santos Bri ... T P,184747 10 Carlos Alb ... Carlos Alberto Rogge...,T P,184989
10 Fumagalli Jose Fernando Fumagalli T P,125250 11 Victor Victor Gomes Lemos,T P,307957
11 Fabinho Fabio Souza dos Santos T P,161253 18 Felipe Felipe Augusto Ferre...,T P,323819
12 Juliano Juliano Aparecido do ... R P,184393 9 Orlando Orlando Soares dos R...,R P,306617
13 Tiago Tiago Henrique Berna ... R P,136744 12 George George Vinicius de O...,R P,185139
14 Bruno Re Bruno Re Sentoma R P,295473 13 Diego Diego Carlos Santos ...,R P,337464
15 Thiago Thiago Carpini Barbosa R P,160408 14 Sagaz Rafael Murilo Sagaz,R P,314137
16 Jose Ovidio Jose Ovidio Ramos Junior R P,291856 15 Ryan Ryan do Nascimento RamosR,P,306693
17 Welker Welker Vieira R P,364243 16 Heitor Heitor Espinato Oliv...,R P,184525
18 Joao Joao Victor Amaral d ... R P,320865 17 Romario Romario Barbosa de O...,R P,336786
19 George George Minatto Paulino R P,304401,,
20 Leleco Alexandre Capelin e  ... R P,176486,,
"",,Comissão Técnica,
"",Guarani / SP,,Madureira / RJ
Tecnico:,Evaristo De Toledo Piza - 200.303.521,Tecnico:,Leston Izaias Do Nascimento Jr. - 84.82644
Auxiliar Tecnico:,Roger Riva Martins - 19.2424.233,Auxiliar Tecnico:,Alessandro Fahel Matos - 7211762
Medico:,Dr. Marco Aurélio Reis Lopes - 114.730,Medico:,. - .
Preparador Fisico:,Thiago Gomes Vegetti - 011694-G/SP,Preparador Fisico:,Rodrigo Melo Da Silva - 074226-G/SP
Massagista:,Jomar Espirito Santo Dos Santos - 48.421.196-1,Massagista:,Paulo Adriano Da Silva - 06252043-2
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
02:00,2T,9,NR,Silas dos Santos Brindeiro,,Guarani/SP
18:00,2T,18,NR,Felipe Augusto Ferreira Batista,,Madureira/RJ
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Guarani/SP,,20 - Alexandre Capelin E Silva ...,2 - Jheckson Silva Oliveira
28:00,2T,Guarani/SP,,17 - Welker Vieira,7 - Welington Simiao
31:00,2T,Madureira/RJ,,17 - Romario Barbosa de Olivei ...,7 - Fernando Henrique da Conc ...
36:00,2T,Guarani/SP,,19 - George Minatto Paulino,11 - Fabio Souza dos Santos
36:00,2T,Madureira/RJ,,15 - Ryan do Nascimento Ramos,10 - Carlos Alberto Rogger Dia ...
40:00,2T,Madureira/RJ,,9 - Orlando Soares dos Reis J ...,18 - Felipe Augusto Ferreira B ...
