Campeonato:,Copa do Brasil - Profissional/2020,,,Rodada:,Volta
Jogo:,Ferroviária / SP X America / MG,,,,
Data:,11/03/2020 Horário: 19:15,Estádio:,Ademar Pereira de Barros / Araraquara,,
"",Arbitragem
Arbitro:,Dyorgines Jose Padovani de Andrade (AB / ES)
Arbitro Assistente 1:,Fabiano da Silva Ramires (AB / ES)
Arbitro Assistente 2:,Katiuscia M Berger Mendonça (MTR / ES)
Quarto Arbitro:,Douglas Marques das Flores (AB / SP)
Delegado Local:,Arthur Armendro Neto ( / SP)
Analista de Campo:,Antonio Rogerio Batista do Prado (CBF / SP)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:05Atraso:,,Não Houve Entrada do mandante: 20:14,,Atraso:,Não Houve
Entrada do visitante:,19:05Atraso:,,Não Houve Entrada do visitante: 20:15,,Atraso:,Não Houve
Início 1o Tempo:,19:15Atraso:,,Não Houve Início do 2o Tempo: 20:17,,Atraso:,Não Houve
Término do 1o Tempo:,20:02Acréscimo:,,2 min Término do 2o Tempo: 21:06,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Ferroviária / SP,,,,America / MG,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Saulo,Saulo Squarsone Rodr ... T(g),,P,169020 1 Airton,Airton Moraes Michellon T(g),,P,332840
2,Lucas Mendes,Lucas Pereira Mendes T,,P,189041 2 Diego,Diego Ferreira Matheus,T,P,318082
3,Elton,Elton Constantino da ... T,,P,187957 3 Lucas,Lucas Kal Schenfeld  ...,T,P,337242
4,Max,Maximiliano Lelis Ro ... T,,P,168336 4 Eduardo,Eduardo Gabriel dos  ...,T,P,304071
5,Mazinho,Jose Osmar Ventura da Paz T,,P,326805 5 Ze Ricardo,Jose Ricardo Barbosa ...,T,P,358808
6,Bruno Recife,Bruno Leonardo Barbosa T,,P,145883 6 Savio,Savio Antonio Alves,T,P,376801
7,Tony,Antonio de Moura Carvalho T,,P,176981 7 Felipe,Felipe Augusto Ferre ...,T,P,323819
8,Claudio,Claudio Henrique Pai ... T,,P,556127 8 Juninho,Adilson dos Anjos Ol ...,T,P,337261
9,Henan,Henan Faria Silveira T,,P,178099 9 Rodolfo,Rodolfo Jose da Silv ...,T,P,423003
10,Patrick Brey,Patrick de Carvalho Brey T,,P,395968 10 Ademir,Ademir da Silva Sant ...,T,P,438212
11,Hygor,Hygor Cleber Garcia Silva T,,P,311146 11 Ale,Alexandre Egea,T,P,311988
12,Wagner,Wagner Aparecido Cor ... R(g),,P,306153 12 Joriwinnyson,Joriwinnyson Santos  ... R(g),,P,427979
13,Carlos Rob ...,Carlos Roberto da Cr ... R,,P,158972 14 Lucas,Lucas Luan Martins Pinto,R,P,540652
14,Pablo,Gildson Pablo de Oli ... R,,P,369403 15 Joseph Mau ...,Joseph Mauricio de O ...,R,P,382807
15,Alisson,Alisson Fernandes da ... R,,P,376889 17 Flavio,Luiz Flavio Silverio ...,R,P,533422
16,Jhonatan,Jhonatan Rogerio de  ... R,,P,543698 18 Vitor Alberto,Vitor Alberto Alves  ...,R,P,517639
17,Higor,Higor Matheus Meritao R,,P,427004 19 Leo,Leonardo da Silva Passos,R,P,336999
18,Fellipe,Fellipe Mateus de Se ... R,,P,321780 20 Geovane,Geovane Nascimento Silva,R,P,393447
19,Karl,Karl Cachoeira Della ... R,,P,350223 21 Carlos Alb ...,Carlos Alberto Gomes ...,R,P,592044
20,Léo Artur,Leonardo Artur de Melo R,,P,343349 23 Rickson,Rickson Barbosa Sa d ...,R,P,317454
21,Caio Rangel,Caio Rangel da Silva R,,P,313031,,,,
22,Clayton,Clayton da Rosa Peixoto R,,P,330413,,,,
"",,Comissão Técnica,
"",Ferroviária / SP,,America / MG
Técnico:,Sergio Soares Da Silva,Técnico:,Luiz Carlos Cirne Lima De Lorenzi
Auxiliar Técnico:,Denys Luctke Facincani,Auxiliar Técnico:,Marcio Henrique Borges Hahn
Médico:,Fabio Roberto Porto,Médico:,Celso Furtado De Azevedo Filho
Treinador De Goleiros:,Jonas Sampaio De Almeida Filho,Treinador De Goleiros:,Silvio Siqueira Jardim
Preparador Físico:,José Lairto Mangueira De França,Preparador Físico:,Gerson Oliveira Rocha
Massagista:,Joao Marcos Bezerra Dos Santos,Fisioterapeuta:,Diego Eustaquio Ferreira Carvalho
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Ferroviária/SP,15 - Alisson Fernandes da Silva,2 - Lucas Pereira Mendes
13:00,2T,America/MG,20 - Geovane Nascimento Silva,11 - Alexandre Egea
14:00,2T,Ferroviária/SP,21 - Caio Rangel da Silva,6 - Bruno Leonardo Barbosa
17:00,2T,America/MG,19 - Leonardo da Silva Passos,10 - Ademir da Silva Santos Junior
26:00,2T,Ferroviária/SP,20 - Leonardo Artur de Melo,9 - Henan Faria Silveira
45:00,2T,America/MG,23 - Rickson Barbosa Sa da Concei...,7 - Felipe Augusto Ferreira Bati...
