Campeonato:,Copa do Brasil - Profissional/2020,,,Rodada:,Volta
Jogo:,Campinense / PB X Atlético / MG,,,,
Data:,12/02/2020 Horário: 21:30,Estádio:,Ernani Sátyro / Campina Grande,,
"",Arbitragem
Arbitro:,Antonio Dib Moraes de Sousa (AB / PI)
Arbitro Assistente 1:,Rogério de Oliveira Braga (AB / PI)
Arbitro Assistente 2:,Janystony Rabelo de Melo (CD / PI)
Quarto Arbitro:,Tiago Ramos de Oliveira (INT / PB)
Analista de Campo:,Ubirajara Ferraz Jota (CBF / PE)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:20Atraso:,,Não Houve Entrada do mandante: 22:29,,Atraso:,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve Entrada do visitante: 22:29,,Atraso:,Não Houve
Início 1o Tempo:,21:30Atraso:,,Não Houve Início do 2o Tempo: 22:32,,Atraso:,Não Houve
Término do 1o Tempo:,22:17Acréscimo:,,2 min Término do 2o Tempo: 23:21,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Campinense / PB,,,,Atlético / MG,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Adilson Ju ...,Adilson Tinoco Rezen ... T(g),,P,179048 31 Michael,Michael Matias Fracaro T(g),,P,351839
2,Alex,Alexandre Henrique G ... T,,P,394055 4 Rever,Rever Humberto Alves ...,T,P,167509
3,Victor,Victor Melo Costa T,,P,400592 6 Fabio Santos,Fabio Santos Romeu,T,P,162248
4,Uesles,Uesles Queiroz de Moura T,,P,401870 8 Jair,Jair Rodrigues Junior,T,P,347809
5,Joao Paulo,Joao Paulo Malaquias ... T,,P,308844 14 Welison,José Welison da Silva,T,P,313780
6,Matheus,Matheus Soares Gaspa ... T,,P,336277 16 Igor,Igor Rabello da Costa,T,P,307840
7,Allefe,Allefe Flavio Feitos ... T,,P,428677 19 DYLAN,Dylan Felipe Borrero ...,T,P,691581
8,Gabriel,Gabriel Vieira de Ol ... T,,P,313386 20 Hyoran,Hyoran Kaue Dalmoro,T,P,304434
9,Fabio Juni ...,Fabio Junior dos Santos T,,P,142035 22 Mailton do ...,Mailton dos Santos de Sa,T,P,532045
10,Romario,Romario Cristiano Becker T,,P,311500 25 Edinho,Francisco Edson More ...,T,P,377355
11,RAFAEL,Rafael Justino Ibiapino T,,P,361923 26 Di Santo,Franco Matias Di Santo,T,P,675498
12,Caio,Caio Ruan Batista Silva R(g),,P,567496 1 Victor,Victor Leandro Bagy R(g),,P,156659
14,Jose,Jose Igor Nunes Lima R,,P,454987 2 Patric,Patric Cabral Lalau,R,P,178620
15,Robertinho,Roberto Menezes Band ... R,,P,373689 3 Iago,Iago Justen Maidana  ...,R,P,412852
16,JOILSON,Joilson Lima do Nasc ... R,,P,617679 9 Ricardo Ol ...,Ricardo de Oliveira,R,P,150151
17,Vinicius,Vinicius Vargas dos  ... R,,P,445787 23 Nathan,Nathan Allan de Souza,R,P,344314
18,Rhuann,Rhuann Patrick Perei ... R,,P,418597 27 Ramon Mart ...,Ramon Martinez Lopez,R,P,671013
19,Ze Paulo,Jose Paulo dos Santos R,,P,169694 28 Lucas Hern ...,Lucas Camilo Hernánd ...,R,P,670174
20,Julio,Julio Figueira Barboza R,,P,431790 29 Allan,Allan Rodrigues de Souza,R,P,339266
21,Jairo,Francisco Jairo Silv ... R,,P,175353 30 Gabriel Co ...,Gabriel Costa Franca,R,P,318309
23,Mattheus,Mattheus Goncalves Silva R,,P,408812 35 Felipe,Felipe Felicio Silva Reis,R,P,565212
25,Andrew,Andrew Jordan Campos NeriR,,P,506721 43 Bruno,Bruno Roberto Pereir ...,R,P,527028
"",,,,,50 Marquinhos,Jose Marcos Costa Martins,R,P,504064
"",,Comissão Técnica,
"",Campinense / PB,,Atlético / MG
Técnico:,Oliveira Dos Santos Lopes,Técnico:,Rafael Edgar Dudamel Ochoa
Médico:,Joao Paulo Oliveira Nunes,Auxiliar Técnico:,Marcos Elias Mathias Silva
Treinador De Goleiros:,Wellington Teles De Moraes,Médico:,Rodrigo Campos Pace Lasmar
Preparador Físico:,Orlando Goncalves Junior,Treinador De Goleiros:,Francisco Carlos Cersosimo
Fisioterapeuta:,Leonardo Felix Santos,Preparador Físico:,Joseph Ali Canas Chavarro
"",,Massagista:,Belmiro De Oliveira
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
14:00,2T,Atlético/MG,,29 - Allan Rodrigues de Souza,8 - Jair Rodrigues Junior
14:00,2T,Campinense/PB,,17 - Vinicius Vargas dos Santos,7 - Allefe Flavio Feitosa de Lima
19:00,2T,Atlético/MG,,50 - Jose Marcos Costa Martins,25 - Francisco Edson Moreira da S...
23:00,2T,Campinense/PB,,19 - Jose Paulo dos Santos,11 - Rafael Justino Ibiapino
31:00,2T,Atlético/MG,,23 - Nathan Allan de Souza,19 - Dylan Felipe Borrero Caicedo
43:00,2T,Campinense/PB,,18 - Rhuann Patrick Pereira Costa,8 - Gabriel Vieira de Oliveira
