Campeonato:,Campeonato Brasileiro - Série B/2019,,Rodada:,24
Jogo:,Vitória / BA X Atlético / GO,,,
Data:,24/09/2019 Horário: 21:30 Estádio:,Octávio Mangabeira / Salvador,,
"",,Arbitragem
Arbitro:,Roger Goulart (CD / RS),
Arbitro Assistente 1:,Andre da Silva Bitencourt (AB / RS),
Arbitro Assistente 2:,Mateus Olivério Rocha (CD / RS),
Quarto Arbitro:,Joedson de Jesus Oliveira (CD / BA),
Delegado Local:,Silvio Mendes da Paixao Junior ( / BA),
Analista de Campo:,Ademilton Piedade Carige (CBF / BA),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:20Atraso:,,Não Houve Entrada do mandante: 22:29,,Atraso:,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve Entrada do visitante: 22:30,,Atraso:,Não Houve
Início 1o Tempo:,21:30Atraso:,,Não Houve Início do 2o Tempo: 22:32,,Atraso:,Não Houve
Término do 1o Tempo:,22:17Acréscimo:,,2 min Término do 2o Tempo: 23:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Vitória / BA,,,,Atlético / GO,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
12,Martin Seb ...,Martin Sebastian Rod ... T(g),,P,672631 1 Mauricio K ...,Mauricio Kozlinski T(g),,P,296645
2,Matheus Vi ...,Matheus Victor de Ar ... T,,P,507704 2 Jonathan,Jonathan Francisco Lemos T,,P,340169
5,Andres,Andres Fernandes Gon ... T,,P,180842 3 Lucas Rocha,Lucas da Silva Rocha T,,P,364905
6,Edson,Edson Carlos Santos  ... T,,P,339594 4 Gilvan,Gilvan Souza Correa T,,P,188660
9,Anselmo RamonAnselmo Ramon Alves  ...,T,,P,182466 5 Nathan,Nathanael Ananias da ... T,,P,370997
10,Gedoz,Felipe Gedoz da Conceicao T,,P,346890 6 Nicolas,Nicolas Vichiatto da ... T,,P,406246
15,Lucas Candido Lucas Candido Silva,T,,P,324805 7 Reginaldo,Reginaldo Lopes de Jesus T,,P,353336
19,Jordy Caicedo,Jordy Josue Caicedo  ... T,,P,675188 8 Andre Castro,Andre Andrade de Castro T,,P,305961
25,Dedé,Diney Silva da Costa T,,P,427516 9 Pedro Raul,Pedro Raul Garay da Silva T,,P,502361
40,Ramon,Ramon Menezes Roma T,,P,402095 10 Jorginho,Jorge de Moura Xavier T,,P,330015
99,Wesley Rib ...,Wesley Ribeiro Silva T,,P,517179 11 Mike,Mike dos Santos Nena ... T,,P,311439
1,Ronaldo,Ronaldo de Oliveira  ... R(g),,P,369161 12 Gustavo,Luiz Gustavo Almeida ... R(g),,P,321622
7,Garcia,Felipe Garcia Goncalves R,,P,311487 13 Lucas Oliv ...,Lucas da Cruz Oliveira R,,P,349619
8,Marciel,Marciel Silva da Silva R,,P,347222 14 Pedro Bambu,Pedro Gonzaga R,,P,298432
13,Carroll,João Victor Carroll  ... R,,P,527047 15 Matheus,Matheus Cotulio Bossa R,,P,344517
16,Leonardo,Leonardo da Silva Gomes R,,P,349707 16 Andre Luis,Andre Luis Leite R,,P,160781
21,Luan Gabri ...,Luan Gabriel Suzarte ... R,,P,515191 17 Jairo,Jairo Santos de Oliv ... R,,P,333564
23,Chiquinho,Francisco Sousa dos  ... R,,P,175503 18 Rodrigo Ro ...,Rodrigo Rodrigues Silva R,,P,356563
26,Ruy,Ruy Franco de Almeid ... R,,P,178472 19 Moacir,Moacir Costa da Silva R,,P,177354
33,Eronildo,Eronildo dos Santos Rocha R,,P,431106,,,,
37,Bruno,Bruno Bispo dos Anjos R,,P,367372,,,,
75,Wellisson,Wellisson da Conceic ... R,,P,420137,,,,
98,Thiago de  ...,Thiago de Oliveira R,,P,456008,,,,
"",,Comissão Técnica,
"",Vitória / BA,,Atlético / GO
Técnico:,Eugenio Machado Souto,Técnico:,Wagner Augusto Lopes
Auxiliar Técnico:,Bruno Marques Fernandes Pivetti,Auxiliar Técnico:,Sandro Chaves De Assis Rosa
Médico:,Nathalia Carvalho De Figueiredo,Médico:,Avimar Teodoro De Oliveira Junior
Treinador De Goleiros:,Luciano De Oliveira Junior,Treinador De Goleiros:,Marcos Roberto De Medeiros
Preparador Físico:,Ednilson De Sena Goes,Preparador Físico:,Jorge Alberto Pinto Soter
Massagista:,Dilson Conceicao Neto,Fisioterapeuta:,Joao Rodrigues Dos Santos Neto
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
+2:00,2T,Vitória/BA,,33 - Eronildo dos Santos Rocha,99 - Wesley Ribeiro Silva
11:00,2T,Atlético/GO,,18 - Rodrigo Rodrigues Silva,9 - Pedro Raul Garay da Silva
25:00,2T,Atlético/GO,,13 - Lucas da Cruz Oliveira,3 - Lucas da Silva Rocha
26:00,2T,Vitória/BA,,7 - Felipe Garcia Goncalves,9 - Anselmo Ramon Alves Herculano
36:00,2T,Vitória/BA,,23 - Francisco Sousa dos Santos,10 - Felipe Gedoz da Conceicao
43:00,2T,Atlético/GO,,17 - Jairo Santos de Oliveira Filho,7 - Reginaldo Lopes de Jesus
