Campeonato:,Campeonato Brasileiro - Série B/2019,,Rodada:,34
Jogo:,Vila Nova / GO X Operario / PR,,,
Data:,08/11/2019 Horário: 20:30 Estádio:,Serra Dourada / Goiania,,
"",,Arbitragem
Arbitro:,Jonathan Antero Silva (CD / RO),
Arbitro Assistente 1:,Márcia Bezerra Lopes Caetano (MTR / RO),
Arbitro Assistente 2:,Rener Santos de Carvalho (CD / AC),
Quarto Arbitro:,Bruno Rezende Silva (AB / GO),
Delegado Local:,Jose Luiz Pitta Pires (CBF / GO),
Analista de Campo:,Vicente de Paula da Silva Moraes (CBF / GO),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:20Atraso:,,Não Houve Entrada do mandante: 21:30,,Atraso:,Não Houve
Entrada do visitante:,20:20Atraso:,,Não Houve Entrada do visitante: 21:30,,Atraso:,Não Houve
Início 1o Tempo:,20:30Atraso:,,Não Houve Início do 2o Tempo: 21:32,,Atraso:,Não Houve
Término do 1o Tempo:,21:17Acréscimo:,,2 min Término do 2o Tempo: 22:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Vila Nova / GO,,,,Operario / PR,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Rafael Santos,Rafael de Carvalho Santos T(g),,P,177436 1 Rodrigo,Rodrigo Viana da Con ...,T(g),P,298952
2,Jeferson,Jeferson de Araujo d ... T,,P,337508 2 Mailton do ...,Mailton dos Santos de Sa,T,P,532045
3,Wesley,Wesley Ladeira Matos T,,P,306551 3 Alisson,Alisson Pereira Santana,T,P,314533
4,Diego Jussani,Diego Jussani T,,P,180751 4 Rodrigo,Rodrigo Fagundes de  ...,T,P,177531
5,Magno,Magno Ribeiro Ferreira T,,P,404878 5 Jardel,Jardel Lauermann,T,P,167975
6,Gaston,Gaston Filgueira Mendez T,,P,517393 6 JULINHO,Julio Cesar Machado  ...,T,P,179831
7,Joao Victor,Joao Victor da Vitor ... T,,P,350018 7 Felipe,Felipe Augusto Ferre ...,T,P,323819
8,Ramon,Ramon Rodrigo de CarvalhoT,,P,355149 8 Chicao,Wellington Francisco ...,T,P,170889
9,Gustavo He ...,Gustavo Henrique Rod ... T,,P,315402 9 Uilliam,Uilliam Barros Pereira,T,P,427379
10,Alan,Alan Cassio da Cruz T,,P,177957 10 Rafael Cho ...,Rafael Batista,T,P,177920
11,Romario,Romario Guilherme do ... T,,P,305959 11 Cleyton,Cleyton Rafael Lima  ...,T,P,183073
12,Cleriston,Cleriston Danilo Ferraz R(g),,P,306497 12 Andre,Andre Luiz Horocoski,R(g),P,383963
13,Marcelino,Patrick Marcelino R,,P,326293 13 Edson,Edson Borges,R,P,157449
14,Elivelton,Elivelton Viana dos  ... R,,P,317763 14 Jonh Lennon,Jonh Lennon Silva Santos,R,P,304285
15,Araujo,Teodoro Junio Barbos ... R,,P,346555 15 Rafael,Rafael Farias Peixoto,R,P,163378
16,Tinga,Luiz Otavio Santos d ... R,,P,175754 16 Revson,Revson Cordeiro dos  ...,R,P,174081
17,Erick,Erick Daniel Soares  ... R,,P,511197 17 Jean,Jean Carlo Bernieri  ...,R,P,394762
18,Mailson,Mailson Francisco de ... R,,P,293092 18 Eduardo,Eduardo Amancio Alve ...,R,P,308668
19,Moises,Carlos Moises de Lima R,,P,360911 19 Cleo Silva,Cleone Santos Silva,R,P,387511
20,Elias,Elias Ribeiro de Oliveira R,,P,150547 20 Bruno Batata,Bruno Fressato Cardoso,R,P,162152
21,Diego Rosa,Diego da Silva Rosa R,,P,178005,,,,
22,Julian Ben ...,Julian Alfonso Benit ... R,,P,672071,,,,
25,Alan,Alan Jose Bernardon R,,P,326968,,,,
"",,Comissão Técnica,
"",Vila Nova / GO,,Operario / PR
Técnico:,Itamar Schulle,Técnico:,Gerson Luiz Gusmao
Auxiliar Técnico:,Lucas Adami Isotton,Auxiliar Técnico:,Diego Albrecht
Médico:,Julio Cesar Simas Ribeiro,Médico:,Carlos Antonio De Melo Junior
Treinador De Goleiros:,Lauro Jose De Araujo Filho,Treinador De Goleiros:,Osmar Da Silva Pereira
Preparador Físico:,Carlos Alberto Bedin,Preparador Físico:,Carlos Eduardo Maus
Massagista:,Almir Carlos De Sousa,Massagista:,Jeferson Lourenco Da Silva
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Vila Nova/GO,19 - Carlos Moises de Lima,7 - Joao Victor da Vitoria Ferna...
17:00,2T,Vila Nova/GO,16 - Luiz Otavio Santos de Araujo,8 - Ramon Rodrigo de Carvalho
25:00,2T,Operario/PR,18 - Eduardo Amancio Alves Lopes,7 - Felipe Augusto Ferreira Bati...
26:00,2T,Vila Nova/GO,18 - Mailson Francisco de Farias,9 - Gustavo Henrique Rodrigues
30:00,2T,Operario/PR,14 - Jonh Lennon Silva Santos,8 - Wellington Francisco da Silv...
36:00,2T,Operario/PR,20 - Bruno Fressato Cardoso,11 - Cleyton Rafael Lima da Silva
