Campeonato:,Campeonato Brasileiro - Série D/2021,,Rodada:,Volta
Jogo:,Boa / MG X Ferroviária / SP,,,
Data:,17/07/2021 Horário: 17:00 Estádio:,Dilzon Luís de Melo / Varginha,,
"",Arbitragem
Arbitro:,Anderson da Silveira Farias (CD / RS)
Arbitro Assistente 1:,Marconi Helbert Vieira (AB / MG)
Arbitro Assistente 2:,Breno Rodrigues (CD / MG)
Quarto Arbitro:,Leonardo Rotondo Pinto (CD / MG)
Delegado Local:,Ricardo Valente Polati (AB / )
Analista de Campo:,Carlos Henrique Tosta (CBF / MG)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:50Atraso:,,Não Houve Entrada do mandante: 17:59,,Atraso:,Não Houve
Entrada do visitante:,16:50Atraso:,,Não Houve Entrada do visitante: 17:59,,Atraso:,Não Houve
Início 1o Tempo:,17:00Atraso:,,Não Houve Início do 2o Tempo: 18:02,,Atraso:,Não Houve
Término do 1o Tempo:,17:47Acréscimo:,,02 min Término do 2o Tempo: 18:52,Acréscimo:,,05 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Boa / MG,,,,Ferroviária / SP,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Winiston,Winiston Cristian Santos T(g),,P,335875 1 Saulo,Saulo Squarsone Rodr ...,T(g),P,169020
2,Richard,Richard Volpato Matias T,,P,415658 2 Bernardo,Bernardo de Paulo Silva,T,P,414520
3,Gabriel,Gabriel Barbosa Pinheiro T,,P,438425 4 Guilherme  ...,Guilherme Cruz de Mattis,T,P,291534
4,Glauco,Glauco Nabor de Oliv ... T,,P,386579 5 Leo Rigo,Leonardo Rigo da Silva,T,P,339784
5,Ze Augusto,Jose Augusto Bernardo T,,P,355174 6 Bruno Santos,Bruno Luiz dos Santos,T,P,185199
6,Iago,Iago Sampaio Silva T,,P,308774 7 Nando Cara ...,Fernando Gasparini C ...,T,P,298709
7,Fabinho,Fabio Teixeira da Silva T,,P,434499 8 Marcos Ant ...,Marcos Antonio de So ...,T,P,419133
8,Alyson,Alyson Santos Silva T,,P,432166 9 Gleyson,Gleyson Garcia de Ol ...,T,P,375335
9,Lucas,Lucas Heinzen Coelho T,,P,344221 10 Léo Castro,Leonardo Luiz E Castro,T,P,318670
10,Alexandre  ...,Alexandre Tubias Pontes T,,P,554421 11 Julio Vitor,Julio Vitor Souza Fe ...,T,P,440225
11,Willian,Willian da Silva T,,P,380096 13 Bruno,Bruno Leonardo dos S ...,T,P,376599
12,Alencar,Arnaldo Ressurreicao ... R(g),,P,411996 12 Wagner,Wagner Aparecido Cor ...,R(g),P,306153
14,Windson,Windson Airez Neves R,,P,390066 14 Marcos,Marcos Vinicius de C ...,R,P,418409
15,Romeu Martins Romeu Martins de Resende R,,,P,450759 15 Gustavo Me ...,Gustavo dos Santos S ...,R,P,464992
16,Douglas Silva,Douglas da Silva Santos R,,P,591319 16 Lucas,Lucas Hipolito Caval ...,R,P,345443
17,PERALTA,Thiago Souza Peralta R,,P,699818 17 Rodrigo,Rodrigo Yuri Pires F ...,R,P,320431
18,Stuart,Stuart Asafe Ferreir ... R,,P,465423 18 Guilherme,Guilherme Nascimento ...,R,P,398332
19,Neto Costa,Arnaldo Francisco da ... R,,P,384004 19 Victor Silva,Victor Wesley dos Sa ...,R,P,441575
20,ANTHONY,Anthony Lucas Silva  ... R,,P,453968 20 David,David Rafael Lazari Zana,R,P,183425
21,Vagner,Vagner da Silva Junior R,,P,387920 21 Alisson Ta ...,Alisson Fabricio dos ...,R,P,463114
"",,Comissão Técnica,
"",Boa / MG,,Ferroviária / SP
Técnico:,Luiz Gabardo Junior,Técnico:,Elano Blumer
Assistente Técnico:,Carlos Cesar Felix Barbosa,Assistente Técnico:,Rogerio Shinsuke Cuniyochi
Médico:,Valterlei De Oliveira Azevedo Junior,Médico:,Fabio Roberto Porto
Treinador De Goleiros:,Willian Souza Almeida,Treinador De Goleiros:,Carlos Magno Da Conceicao
Preparador Físico:,Marcelo Nunes Benites,Preparador Físico:,Luiz Fernando Bergamin
Massagista:,Antonio Marcos De Paula,Fisioterapeuta:,Diego José Argenton Telarolli
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Ferroviária/SP,18 - Guilherme Nascimento de Castro,11 - Julio Vitor Souza Ferreira
21:00,2T,Boa/MG,21 - Vagner da Silva Junior,7 - Fabio Teixeira da Silva
35:00,2T,Ferroviária/SP,16 - Lucas Hipolito Cavalcante E ...,6 - Bruno Luiz dos Santos
41:00,2T,Boa/MG,16 - Douglas da Silva Santos,11 - Willian da Silva
43:00,2T,Boa/MG,19 - Arnaldo Francisco da Costa N...,9 - Lucas Heinzen Coelho
