Campeonato:,Campeonato Brasileiro - Série C/2017,,Rodada:,2
Jogo:,Csa / AL X Fortaleza / CE,,,
Data:,21/10/2017 Horário: 19:00 Estádio:,Rei Pelé / Maceio,,
"",,Arbitragem
Arbitro:,Luiz Flavio de Oliveira (FIFA / SP),
Arbitro Assistente 1:,Danilo Ricardo Simon Manis (FIFA / SP),
Arbitro Assistente 2:,Miguel Cataneo Ribeiro da Costa (AB / SP),
Quarto Arbitro:,Adriano de Assis Miranda (CD / SP),
Inspetor:,Alicio Pena Junior (CBF / MG),
Quinto Arbitro:,Denis da Silva Ribeiro Serafim (CD / AL),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:50Atraso:,,Não Houve Entrada do mandante: 20:00,,Atraso:,Não Houve
Entrada do visitante:,18:50Atraso:,,Não Houve Entrada do visitante: 20:00,,Atraso:,Não Houve
Início 1o Tempo:,19:00Atraso:,,Não Houve Início do 2o Tempo: 20:02,,Atraso:,Não Houve
Término do 1o Tempo:,19:47Acréscimo:,,2 min Término do 2o Tempo: 20:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Csa / AL,,,,Fortaleza / CE,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
31,Willis,Willis Mota Moreira,T(g),P,175143 1 Marcelo Boeck,Marcelo Boeck T(g),,P,154969
2,Celsinho,Celsonil Santos de M ...,T,P,175018 2 Luis,Luis Antonio Ferreir... T,,P,420080
3,Leandro,Leandro Rosa de Souza,T,P,159632 3 Edimar,Edimar de Oliveira M... T,,P,185649
4,Jorge Fellipe,Jorge Fellipe de Oli ...,T,P,176809 5 Uchoa,Anderson Uchoa dos SantosT,,P,183385
5,Fran,Dawhan Fran Urano da ...,T,P,340115 6 Bruno,Bruno Ferreira Melo T,,P,329952
6,Raul,Raul Diogo Souza Rocha,T,P,173948 8 Ronny,Ronny Heberson Furta... T,,P,160276
7,Edinho,Francisco Edson More ...,T,P,377355 11 Hiago,Hiago de Oliveira Ramiro T,,P,179600
8,Rafael,Rafael Aparecido da Silva,T,P,180725 14 Adalberto,Adalberto dos Santos... T,,P,184704
9,Michel,Michel Douglas Guedes,T,P,314382 19 Leandro Ce ...,Leandro de Oliveira ... T,,P,340020
10,Daniel,Maikel Daniel Costa,T,P,175913 20 Leandro Lima,George Leandro Abreu... T,,P,335303
11,Marco Antonio,Marcos Antonio Nasci ...,T,P,172181 22 Pablo,Pablo de Barros Paulino T,,P,181190
12,Dalton,Dalton Alan Munaretto,R(g),P,174147 12 Matheus,Matheus Francisco Inacio R(g),,P,324710
13,Dick,Luiz Henrique Almeid ...,R,P,163725 4 Ligger,Ligger Moreira Malaquias R,,P,291797
14,Rodrigo,Rodrigo da Conceicao ...,R,P,340298 9 Lucio,Lucio Flavio da Silv... R,,P,166180
15,Mateus Fer ...,Mateus Fernandes de  ...,R,P,327884 10 Adenilson,Adenilson Martins do... R,,P,366127
16,Rafinha,Rafael Chagas Machado,R,P,177606 13 Vinicius,Vinicius Garcia Delamore R,,P,351664
17,Cristiano,Cristiano Fontes,R,P,175545 15 Rodrigo Ma ...,Rodrigo Marcos dos Santos R,,P,169990
18,Francisco  ...,Francisco Alex Souza ...,R,P,148155 16 Jefferson,Jefferson Nogueira Junior R,,P,326522
19,Didira,Cicero dos Santos,R,P,184798 17 Vinicius,Vinicius Ferreira de... R,,P,382722
20,Rosinei,Rosinei Adolfo,R,P,147062 21 Gabriel,Gabriel Pereira da Silva R,,P,352160
21,Gustavo,Gustavo Alexandre Ba ...,R,P,372643 25 Vinicius,Vinicius Pacheco dos... R,,P,157270
22,Michel,Michel Vendelino Sch ...,R,P,178833,,,,
23,Maxuell,Maxuell Maia da Silva,R,P,292527,,,,
"",,Comissão Técnica
"",Csa / AL,Fortaleza / CE
Técnico:,Flavio Jose Araujo,Técnico: Antonio Carlos Zago
Auxiliar Técnico:,Francisco Helio Alves Pinheiro,Auxiliar Técnico: Marcos Aurelio Galeano
Preparador Físico:,Pedro Henrique Dos Santos Alves,Preparador Físico: Carlos Eduardo Pacheco Silva
Treinador De GoleirosJ:o bson Bezerra Da Costa,,Treinador De GoleirosJ:o ao Bosco De Freitas Chaves
Médico:,Fabio Jorge De Lima Silva,Médico: Francisco Glay Rocha Maranhao
Massagista:,Dorgival Costa Da Silva,Massagista: Jose Wellington Nunes De Moura
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
37:00,1T,Csa/AL,,19 - Cicero dos Santos,7 - Francisco Edson Moreira da S...
08:00,2T,Csa/AL,,23 - Maxuell Maia da Silva,9 - Michel Douglas Guedes
16:00,2T,Fortaleza/CE,,21 - Gabriel Pereira da Silva,2 - Luis Antonio Ferreira Rodrig...
26:00,2T,Csa/AL,,16 - Rafael Chagas Machado,6 - Raul Diogo Souza Rocha
30:00,2T,Fortaleza/CE,,17 - Vinicius Ferreira de Jesus,11 - Hiago de Oliveira Ramiro
33:00,2T,Fortaleza/CE,,25 - Vinicius Pacheco dos Santos,8 - Ronny Heberson Furtado de Ar...
