"",,Arbitragem
Arbitro:,Rodrigo Nunes de Sa (CBF-1 / RJ),
Arbitro Assistente 1:,Wendel de Paiva Gouveia (CBF-1 / RJ),
Arbitro Assistente 2:,Daniel de Oliveira Alves Pereira (CBF-2 / RJ),
Quarto Arbitro:,Dyorgines Jose Padovani de Andrade (CBF-2 / ES),
Assessor:,Gelson Pimentel Rodrigues (000 / ES),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,17:57Atraso:,,4 min,Entrada do mandante: 19:04,Atraso:,,Não Houve
Entrada do visitante:,17:51Atraso:,,Não Houve,Entrada do visitante: 19:03,Atraso:,,Não Houve
Início 1o Tempo:,18:03 Atraso:,,3 min,Início do 2o Tempo: 19:05,Atraso:,,Não Houve
Término do 1o Tempo:,18:50 Acréscimo:,,2 min,Término do 2o Tempo: 19:53,Acréscimo:,,3 min
Resultado do 1o Tempo: 2 X 1,,,,Resultado Final: 2 X 1,,,
"",,,,Relação de Jogadores,,,
"",,Rio Branco / ES,,,Caldense / MG,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Paulo Vitor,Paulo Vitor Fagundes ...,T P,183760 1 William,William Fernando Nobre,T P,298782
2,Douglas Be ...,Douglas dos Santos Bessa,T P,180794 2 Andre Luiz,Andre Luiz Nunes Pereira,T P,158075
3,Rafael,Rafael Olioza,T P,307505 3 Tiago,Tiago Henrique Berna...,T P,136744
4,Kleber,Luiz Kleber Barcelos ...,T P,298956 4 Paulao,Paulo Eduardo Rodrig...,T P,171749
5,Caetano,Bruno Caetano de Sousa,T P,167722 5 Michel Eloi,Michel Eloi Silva,T P,327849
6,Ratinho,Carlos Henrique Pass ...,T P,298888 6 Wesley,Wesley Luis da Silva...,T P,164035
7,Edu,Edu da Silva Duarte  ...,T P,307466 7 Diogo Lucio,Diogo Lucio Tavares ...,T P,306274
9,Elias,Elias Silva Junior,T P,303880 8 Gian,Giancarlo Israel Pre...,T P,354109
10,Eduardo,Eduardo Francisco da ...,T P,133628 9 Rafamar,Rafael Fernandes da ...,T P,189431
11,Bruno,Bruno Grunewald Paiva,T P,302227 10 Luiz Henri ...,Luiz Henrique de Oli...,T P,167694
37,Leonardo,Leonardo Luis Andrad ...,T P,151028 11 Paulo,Paulo Rogerio Morais...,T P,329086
8,Petroleo,Weverton da Silva Ja ...,R P,372720 12 Guilherme,Guilherme Santiago T...,R P,169289
12,Francisco,Francisco Bernardes  ...,R P,143190 13 Fernando,Fernando Augusto Rod...,R P,318584
13,Marco Anto ...,Marco Antonio Santos ...,R P,160296 14 Fernando,Fernando Graziano Belem,R P,189552
14,Rodriguinho,Rodrigo Alencar Rosa ...,R P,161644 15 Mineiro,Jose Eduardo Fileti,R P,164926
15,Ramon,Ramon Victorio Perei ...,R P,308107 16 Lucas,Lucas Kattah Barcelos,R P,315102
16,Murilo,Murilo Henrique de A ...,R P,404146 17 Vinicius,Vinicius de Abreu Pe...,R P,393581
17,Andre,Andre Luiz de Souza  ...,R P,184614 18 Amoroso,Rafael Ferreira de S...,R P,178140
18,Madison,Madison Leppaus do N ...,R P,343581,,,
19,Zizu,Iresanio Antonio da  ...,R P,298776,,,
20,Flavio,Flavio Benicio de Ol ...,R P,307238,,,
"",,Comissão Técnica,
"",Rio Branco / ES,,Caldense / MG
Técnico:,Duílio Dias Junior - 1777795 PR,Técnico:,Gian Carlos Barros Rodrigues - 22890784-6
Auxiliar Técnico:,Paulo Vinicius Macedo Pereira - 0710741941 RJ,Auxiliar Técnico:,Alex Ferreira Joaquim - 348748589
Médico:,Jose Carlos Gomes - 3536,Médico:,----------------------------------------- - ---------------
Preparador Físico:,Alan Carlos Muzi De Castro - 2788 G/ES,Preparador Físico:,Luiz Carlos Caldiron - 176627777
Massagista:,Elder Campista - 2036777 ES,Massagista:,Aureo Cesar Justino - 536580157
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
07:00,1T,11,NR,Paulo Rogerio Morais da Silva,,Caldense/MG
34:00,1T,10,NR,Eduardo Francisco da Silva Neto,,Rio Branco/ES
39:00,1T,11,NR,Bruno Grunewald Paiva,,Rio Branco/ES
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Caldense/MG,13 - Fernando Augusto Rodrigue ...,6 - Wesley Luis da Silva Adao ...
45:00,INT,Caldense/MG,15 - Jose Eduardo Fileti,8 - Giancarlo Israel Previato ...
28:00,2T,Rio Branco/ES,15 - Ramon Victorio Pereira da ...,10 - Eduardo Francisco da Silv ...
30:00,2T,Caldense/MG,17 - Vinicius de Abreu Perinot ...,11 - Paulo Rogerio Morais da S ...
33:00,2T,Rio Branco/ES,18 - Madison Leppaus do Nascim ...,9 - Elias Silva Junior
39:00,2T,Rio Branco/ES,16 - Murilo Henrique de Araujo ...,6 - Carlos Henrique Passos Mo ...
