Campeonato:,Copa do Brasil - Profissional/2018,,Rodada:,Volta
Jogo:,Sampaio Correa / MA X Ponte Preta / SP,,,
Data:,15/03/2018 Horário: 19:15 Estádio:,Governador João Castelo / Sao Luis,,
"",Arbitragem
Arbitro:,Elmo Alves Resende Cunha (MTR / GO)
Arbitro Assistente 1:,Cristhian Passos Sorence (AB / GO)
Arbitro Assistente 2:,Hugo Savio Xavier Correa (CD / GO)
Quarto Arbitro:,Ranilton Oliveira de Sousa (CD / MA)
Analista de Campo:,Marcelo Bispo Nunes Filho (CBF / MA)
"",,,Cronologia,,
"",1o Tempo,,,2o Tempo,
Entrada do mandante:,19:05,Atraso:,Não Houve Entrada do mandante:,20:13Atraso:,Não Houve
Entrada do visitante:,19:05,Atraso:,Não Houve Entrada do visitante:,20:13Atraso:,Não Houve
Início 1o Tempo:,19:15,Atraso:,Não Houve Início do 2o Tempo:,20:15Atraso:,Não Houve
Término do 1o Tempo:,20:00,Acréscimo:,Não Houve Término do 2o Tempo:,21:00Acréscimo:,Não Houve
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,Resultado Penalti: 3 X 5,
"",,,,,Relação de Jogadores,,,,
"",,Sampaio Correa / MA,,,,Ponte Preta / SP,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
42,Andrey,Andrey da Silva Ventura T(g),,P,307797 1 Ivan,Ivan Quaresma da Silva T(g),,P,405009
2,Bruno,Bruno de Moura Froes ... T,,P,319365 2 Emerson,Emerson Aparecido Le...,T,P,311313
3,Joecio,Joecio Barbosa dos Santos T,,P,174017 3 Luan,Luan Peres Petroni,T,P,318682
4,Jobson,Jobson de Brito Gonzaga T,,P,371018 4 Renan,Renan de Oliveira Fonseca,T,P,298402
5,Cesar Sampaio Julio Cesar Azevedo  ...,T,,P,401228 5 Joao Vitor,Joao Vitor Lima Gomes,T,P,164019
6,Alyson,Alyson Vinicius Alme ... T,,P,336531 6 Marciel,Marciel Silva da Silva,T,P,347222
7,Yuri,Yuri Naves Roberto T,,P,177357 7 Silvinho,Silvio Jose Cardoso ...,T,P,185301
8,Adniellyson,Adniellyson da Silva ... T,,P,340240 8 Nathan,Nathanael Ananias da...,T,P,370997
9,Uilliam,Uilliam Barros Pereira T,,P,427379 9 Wanderson,Wanderson Felipe Car...,T,P,536862
10,Marlon,Marlon Adriano Prezotti T,,P,294484 10 Lucas,Lucas da Silva Izidoro,T,P,389361
11,Fernando,Fernando Pereira do  ... T,,P,399713 11 Orinho,Edilsom Borba de Aquino,T,P,398393
12,Andre Luiz,Andre Luiz Dias de Souza R,,P,407891 12 Vinicius,Vinicius Silvestre d...,R,P,308661
13,Fredson,Fredson Vinicius San ... R,,P,371657 13 Reynaldo,Reynaldo Cesar Moraes,R,P,352000
14,Odair,Odair Lucas Rodrigue ... R,,P,295072 14 Xavier,João Vitor Xavier d...,R,P,523897
15,James,James Santos das Neves R,,P,427547 15 Gabriel Mo ...,Gabriel Monteiro Vas...,R,P,317271
16,Lima,Raimundo Nonato Lima NetoR,,P,359001 16 Yuri,Yuri Jonathan Vitor ...,R,P,424790
17,,Kaike Silva Mendes R,,,379001 17 Saraiva,Felipe Saraiva de So...,R,P,502791
18,Marcelinho,Marcelo Sales Barret ... R,,P,440194 18 Aaron,Aaron Ibilola,R,P,558658
19,Wellington,Wellington Soares da ... R,,P,307285,,,,
20,Reginaldo JR,Reginaldo Mendes dos ... R,,P,308020,,,,
21,Rodrigo,Rodrigo Nascimento d ... R,,P,317830,,,,
22,João Paulo,Joao Paulo de Assis Penha R,,P,363827,,,,
"",,Comissão Técnica
"",Sampaio Correa / MA,Ponte Preta / SP
Técnico:,Francisco De Assis Ciriaco Dos Santos,Auxiliar Técnico: Joao Dermival Brigatti
Auxiliar Técnico:,Romildo Freire De Lima,Preparador Físico: Caio Gaspari Gilli De Souza
Preparador Físico:,Venancio Soares Dos Santos,Treinador De GoleirosR: oberto Vlademir Guastali
Médico:,Fernando Henrique Ribeiro Do Couto Correa,Médico: Reginaldo Cassio Fernandes Belo
Fisiologista:,Marcos Riccelli Costa Mendes,Massagista: Thiago Henrique Julietti Silva
Massagista:,Manoel Haroldo Alves Da Silva,
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
25:00,2T,Sampaio Correa/MA,22 - Joao Paulo de Assis Penha,10 - Marlon Adriano Prezotti
34:00,2T,Ponte Preta/SP,17 - Felipe Saraiva de Souza Silva,10 - Lucas da Silva Izidoro
36:00,2T,Sampaio Correa/MA,21 - Rodrigo Nascimento de Olivei...,7 - Yuri Naves Roberto
45:00,2T,Ponte Preta/SP,16 - Yuri Jonathan Vitor Coelho,9 - Wanderson Felipe Cardoso dos...
