Campeonato:,Campeonato Brasileiro - Série D/2020,,Rodada:,Volta
Jogo:,Tupynambas / MG X Caldense / MG,,,
Data:,30/09/2020 Horário: 20:30 Estádio:,Mario Helênio / Juiz de Fora,,
"",,Arbitragem
Arbitro:,Ronei Candido Alves (AB / MG),
Arbitro Assistente 1:,Fernanda Nândrea Gomes Antunes (FIFA / MG),
Arbitro Assistente 2:,Augusto Magno de Ramos (CD / MG),
Quarto Arbitro:,Murilo Francisco Misson Junior (CD / MG),
Analista de Campo:,Renato Cardoso da Conceição (CBF / MG),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:20Atraso:,,Não Houve Entrada do mandante: 21:32,,Atraso:,Não Houve
Entrada do visitante:,20:20Atraso:,,Não Houve Entrada do visitante: 21:32,,Atraso:,Não Houve
Início 1o Tempo:,20:30Atraso:,,Não Houve Início do 2o Tempo: 21:34,,Atraso:,Não Houve
Término do 1o Tempo:,21:19Acréscimo:,,4 min Término do 2o Tempo: 22:24,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Tupynambas / MG,,,Caldense / MG,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
1,Arthur,Arthur Pedro de Oliv ... T(g),,P,187255 1 Joao Paulo Joao Paulo Borges Sales,,T(g),P,342516
2,Paulo Vitor,Paulo Vitor Carvalho ... T,,P,339359 2 Guilherme  ... Guilherme Augusto Vi ...,,T,P,431284
3,Adriano,Adriano Lucas Seixas ... T,,P,332820 3 Lucas Morais Lucas Morais de Souza,,T,P,317953
5,Guilherme,Guilherme Henrique A ... T,,P,439478 4 Lucas Lucas Vinicius Mufal ...,,T,P,336983
6,Adriano Ra ...,Adriano Rafael da Silva T,,P,316058 5 Lucas Lucas Felipe da Silva,,T,P,466133
7,Nunes,Marcos Paulo Nunes Barros T,,P,324953 6 Vel Rafael Feraiorni Verrone,,T,P,337264
8,Vinicius,Vinicius Leonel Ferr ... T,,P,376454 7 Henrique C ... Henrique de Figueire ...,,T,P,543264
9,Ygor,Ygor Vinicius de Souza T,,P,324550 8 Lucas Lucas Nathan Veloso,,T,P,337472
10,Linhares,Felipe Linhares de Sousa T,,P,310823 9 Igor Igor Gomes Costa da Silva,,T,P,365786
14,Gustavo,Gustavo Moreno de Franca T,,P,392691 10 Franklin Franklin Cardoso Soares,,T,P,534601
15,Fabinho Alves,Fabio da Silva Alves T,,P,174372 11 Marco Dama ... Marco Gabriel Damasc ...,,T,P,379731
12,Renan,Renan Rinaldi Ferreira R(g),,P,311550 12 Alyson Alyson Germano Ferreira,,R(g),P,413761
4,Lucas,Lucas Ribeiro dos Santos R,,P,547979 13 Henrique Henrique Luiz Ambros ...,,R,P,577003
13,Eduardo,Jose Eduardo da Silv ... R,,P,401780 14 Thiago Thiago Batista da Costa,,R,P,448146
16,Diego,Diego Porfirio da Silva R,,P,543707 15 Gustavo Gustavo Barbosa Lopes,,R,P,337237
17,Wellington ...,Wellington Batista B ... R,,P,328335 16 Antonio Ca ... Antonio Carlos Silva ...,,R,P,620027
18,Marcus,Marcus Vinicius Moli ... R,,P,376053 17 Nathan Nathan Gabriel Silveira,,R,P,611430
19,Coquinho,Albert Rocha de Souza R,,P,387941,,,,
20,Bruno Vieira,Bruno Vieira Marques ... R,,P,525607,,,,
22,Victor Hugo,Victor Hugo Silva Peixoto R,,P,310436,,,,
"",,Comissão Técnica,
"",Tupynambas / MG,,Caldense / MG
Técnico:,Guilherme Humberto Silveira,Técnico:,Marcus Paulo Da Silva Grippe
Auxiliar Técnico:,Bruno Peterson De Souza Pereira,Médico:,Luiz Guilherme De Souza Ferreira
Médico:,Gabriel Meireles Azevedo Pereira,Treinador De Goleiros:,Vhenycius Aparecido Dos Santos Zarpelao
Treinador De Goleiros:,Alessandro Amaro Coutinho,Preparador Físico:,Felipe Pezzo Fernandes
Preparador Físico:,Jose Luis Silva Peixoto,Massagista:,Milton Cezar De Moraes
Massagista:,Ocimar Manoel Barcelos,,
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Tupynambas/MG,4 - Lucas Ribeiro dos Santos,2 - Paulo Vitor Carvalho de Souza
14:00,2T,Tupynambas/MG,17 - Wellington Batista Barbosa,10 - Felipe Linhares de Sousa
14:00,2T,Tupynambas/MG,18 - Marcus Vinicius Molinari Reis,7 - Marcos Paulo Nunes Barros
33:00,2T,Tupynambas/MG,16 - Diego Porfirio da Silva,9 - Ygor Vinicius de Souza
35:00,2T,Caldense/MG,15 - Gustavo Barbosa Lopes,7 - Henrique de Figueiredo Torre...
