"",Arbitragem
Arbitro:,Jefferson Ferreira de Moraes (CD / GO)
Arbitro Assistente 1:,Cipriano da Silva Sousa (CD / TO)
Arbitro Assistente 2:,Natal da Silva Ramos Júnior (CD / TO)
Quarto Arbitro:,Leandro Cunha de Oliveira (CD / TO)
Analista de Campo:,Edilson Frasao Pereira (CBF / TO)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:53Atraso:,,Não Houve Entrada do mandante: 17:00,Atraso:,,Não Houve
Entrada do visitante:,15:53Atraso:,,Não Houve Entrada do visitante: 17:00,Atraso:,,Não Houve
Início 1o Tempo:,16:00 Atraso:,,Não Houve Início do 2o Tempo: 17:02,Atraso:,,Não Houve
Término do 1o Tempo:,16:47 Acréscimo:,,2 min Término do 2o Tempo: 17:53,Acréscimo:,,6 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 0,,,
"",,,Relação de Jogadores,,,
"",,Tocantins Esporte Clube / TO,,Cordino / MA,,
No,Apelido,Nome Completo T/R P/A,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Jordan,Jordan Silveira de Jesus T(g) P,357295 1 Eduardo Al ...,Eduardo Fernandes Alves T(g),P,169526
2,Henrique,Pedro Henrique Arauj ... T P,185489 2 Alef,Alef Arthur Pereira ... T,P,427823
3,Marlon,Marlon Junior Dias Pinto T P,357239 3 D Silva,Jaldo dos Prazeres Silva T,P,180245
4,Thales,Thales Viana Almeida ... T P,311704 4 Pareira,Felipe Fereira de Araujo T,P,297405
5,Dirley,Dirley Trindade Batista T P,394170 5 Junior Negao,Fabio Costa Conceicao T,P,156319
6,Junior,Irailton Nascimento  ... T P,292145 6 Jeferson,Jerffeson Feitosa Ba... T,P,292937
7,Patrick,Patrick Gomes de Oli ... T P,513437 7 Regis Pit  ...,Regino Tavares Viana T,P,292310
8,Daniel,Daniel Justino de Ca ... T P,312957 8 Romerio,Francisco Romerio Fe... T,P,304290
9,Heitor,Heitor Nantes Teixei ... T P,350220 9 Pedro,Pedro Adriano Veloso... T,P,337299
10,Emerson,Emerson Carvalho de  ... T P,306720 10 Ulisses,Ullisses Alves Viana T,P,185520
11,Arthur Jonas,Arthur Jonas do Rego ... T P,306716 11 Jocivan,Jocivan Ferreira da ... T,P,380115
12,Lellis,Filipe Lellis Baptis ... R(g) P,434779 12 Douglas,Douglas Mayer R(g),P,163746
13,Soares,Raphael Soares dos Reis R P,438288 13 Paulo Mara ...,Francisco Paulo dos ... R,P,174307
14,Bruno Henr ...,Bruno da Silva Lucindo R P,382067 14 Bruno,Bruno Erlan Araujo R,P,293824
15,Adriano,Adriano Jorge da Silva R A,535658 15 Bruno,Bruno Alves Gadelha R,P,304173
16,Marcos Vin ...,Marcos Vinicius da S ... R P,500177 16 Emerson,Emerson dos Anjos Cosmo R,P,442424
17,Edi,Edicarlos Graciliano ... R P,164582 17 Jairo,Jairo da Silva Cunha R,P,590691
18,Pedro,Pedro Henrique Figue ... R P,443529 18 Rogerio,Rogerio Alves Nunes R,P,167243
19,Igor,Igor dos Santos Lima R P,525922 19 Anselmo,Anselmo Arruda da Silva R,P,309315
20,Romario,Romario Nascimento Rocha R P,367949,,,
"",,Comissão Técnica
"",Tocantins Esporte Clube / TO,Cordino / MA
Técnico:,Aquimar Moreira - 043348,Técnico: Marlon Francisco Citrim Rosa - 1033390
Auxiliar Técnico:,Ocimar Da Silva Marciano - 079462891,Auxiliar Técnico: X - x
Médico:,Pedro Henrique Perna Barista - 4491 TO,Médico: X - x
Preparador Físico:,X - x,Preparador Físico: Marcelo Da Silva Nunes - 2556 G/MA
Massagista:,Jose Pereira Dos Santos - 348355,Massagista: Francisco Marcos Martins Lima - 0433752920117
Preparador De GoleiroB:r uno Dos Santos Andrade - 1521990719,,Preparador De GoleiroK:e zio Jovita - 100993999
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
22:00,1T,9,PN,Heitor Nantes Teixeira Moreira,,Tocantins Esporte Clube/TO
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Cordino/MA,,19 - Anselmo Arruda da Silva,5 - Fabio Costa Conceicao
45:00,INT,Cordino/MA,,17 - JAIRO DA SILVA CUNHA,11 - Jocivan Ferreira da Silva ...
18:00,2T,Tocantins Esporte Clube/TO,,20 - Romario Nascimento Rocha,8 - Daniel Justino de Carvalh ...
21:00,2T,Cordino/MA,,18 - Rogerio Alves Nunes,17 - JAIRO DA SILVA CUNHA
32:00,2T,Tocantins Esporte Clube/TO,,17 - Edicarlos Graciliano de Q ...,9 - Heitor Nantes Teixeira Mo ...
33:00,2T,Tocantins Esporte Clube/TO,,16 - Marcos Vinicius da Silva  ...,3 - Marlon Junior Dias Pinto
