"",,Arbitragem
Arbitro:,Bruno Rezende Silva (AB / GO),
Arbitro Assistente 1:,Tiago Gomes da Silva (CD / GO),
Arbitro Assistente 2:,Alexandre de Lima P Hume (CD / GO),
Quarto Arbitro:,Rafael Odilio Ramos dos Santos (CD / MT),
Analista de Campo:,Marrubson Melo Freitas (CBF / DF),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:51Atraso:,,Não Houve Entrada do mandante: 20:00,Atraso:,,Não Houve
Entrada do visitante:,18:52Atraso:,,Não Houve Entrada do visitante: 20:01,Atraso:,,Não Houve
Início 1o Tempo:,19:00 Atraso:,,Não Houve Início do 2o Tempo: 20:02,Atraso:,,Não Houve
Término do 1o Tempo:,19:47 Acréscimo:,,2 min Término do 2o Tempo: 20:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 1,,,Resultado Final: 1 X 2,,,
"",,,Relação de Jogadores,,,
"",,União de Rondonópolis / MT,,Villa Nova A.c. / MG,,
No,Apelido,Nome Completo T/R P/A,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Ronaldo,Ronaldo Lincoln T(g) P,175424 1 Renan,Renan Rinaldi Ferreira T(g),P,311550
2,Willian,Willian Santiago Pin ... T P,456037 2 Nequinha,Anderson Junior da S... T,P,153744
3,Tallysson,Tallysson Lucas Souz ... T P,339412 3 Otavio,Otavio Henrique Silva T,P,292139
4,Rodrigo,Rodrigo Oberdan Paga ... T P,296056 4 Rafael Vit ...,Rafael Vitor Santos ... T,P,317569
5,Nildo,Evanildo Santana de  ... T P,163218 5 Elias,Francisco Elias Eufr... T,P,403155
6,Lucas,Lucas da Silva Mendonca T P,374368 6 Marcelo,Marcelo Augusto Bern... T,P,295059
7,Edson,Edson Evangelista de ... T P,437499 7 Carrara,Gilberto Carrara Mar... T,P,414418
9,Ricardo,Ricardo Verza de Souza T P,551655 8 Paulo Vitor,Paulo Vitor Catreus ... T,P,291723
10,Samuel,Samuel de Carvalho A ... T P,168529 9 Douglas,Douglas de Oliveira T,P,168995
11,Everton,Everton Matheus Nogu ... T P,391871 10 Assis,Lourival Rodrigues A... T,P,159778
20,Calado,Marcos Vieira Calado T P,164322 11 Jhonathan  ...,Jhonathan Megson Cab... T,P,308228
12,Thiago,Thiago Neves Nunes d ... R(g) P,302463 12 Victor,Victor Brasil de Lan... R(g),P,307828
8,Vinicius,Vinicius Gonçalves Boff R P,410337 13 Gustavo,Gustavo Moreno de Franca R,P,392691
13,Dione,Dione Fernando Carva ... R P,368887 14 Rafael Mor ...,Rafael Morisco da Silva R,P,163069
14,Murilo,Murilo Soares dos Santos R P,427704 15 Luis Mario,Luis Mario da Silva R,P,173288
15,Vinicius,Vinicius Matheus San ... R P,374003 16 Marcelo Ro ...,Marcelo Rodrigues Br... R,P,329277
16,Jean,Jean Neves da Silva R P,179984 17 Tony,Antonio Benvenutti d... R,P,324066
17,Marcelo,Marcelo Henrique Fer ... R P,456887 18 Felipinho,Luiz Felipe Machado ... R,A,541231
18,Gustavo,Gustavo Ananias de O ... R A,515611,,,
19,Cafe,Luis Felipe Firmino  ... R P,386286,,,
21,Geilson,Geilson de Carvalho  ... R P,159177,,,
23,Joao Vitor,Joao Vitor Cazangi Dutra R A,515613,,,
"",,Comissão Técnica
"",União de Rondonópolis / MT,Villa Nova A.c. / MG
Técnico:,Henrique Araujo Oliveira - 3457392,Técnico: Adilson Roque - 19599539
Auxiliar Técnico:,Edilson Figueiredo Santos Junior - 17631246,Coordenador TécnicoC: aio Cardoso Luz - 29965653801
Médico:,Abilio Marques Silva - 1569,Auxiliar Técnico: Valteir Gomes Franco - 083244012
Preparador Físico:,Ricardo Mendes Rodrigues - 001611,Médico: Wilson Fernando Drumond Das Chagas - 31335
Massagista:,Claudio Felix Dos Santos - 295063166,Preparador Físico: Caio Cardoso Luz - 045386
Preparador De GoleiroA:d ielson Rodrigues Soares - 371751123,,Massagista: Cristovao José De Oliveira Silva - MG8798331
"",,Preparador De GoleiroA:l an France Leoncio Froes - MG12390249
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
16:00,1T,7,NR,Gilberto Carrara Martins Leite,,Villa Nova A.c./MG
05:00,2T,11,NR,Everton Matheus Nogueira Barbosa,,União de Rondonópolis/MT
22:00,2T,4,NR,Rafael Vitor Santos de Freitas,,Villa Nova A.c./MG
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,União de Rondonópolis/MT,8 - Vinicius Gonçalves Boff,5 - Evanildo Santana de Olive ...
25:00,1T,União de Rondonópolis/MT,15 - Vinicius Matheus Santos S ...,6 - Lucas da Silva Mendonca
11:00,2T,União de Rondonópolis/MT,16 - Jean Neves da Silva,20 - Marcos Vieira Calado
14:00,2T,Villa Nova A.c./MG,15 - Luis Mario da Silva,5 - Francisco Elias Eufrasio  ...
25:00,2T,Villa Nova A.c./MG,17 - Antonio Benvenutti de Sou ...,9 - Douglas de Oliveira
35:00,2T,Villa Nova A.c./MG,18 - Luiz Felipe Machado de Ol ...,7 - Gilberto Carrara Martins  ...
