"",,Arbitragem
Arbitro:,Raphael Claus (CBF-1 / SP),
Arbitro Assistente 1:,Jose Roberto Larroyd (CBF-1 / SC),
Arbitro Assistente 2:,Eder Alexandre (CBF-2 / ),
Quarto Arbitro:,Luis Teixeira Rocha (CBF-2 / ),
Assessor:,Leonel Antonio Pandolfo (  / ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:55Atraso:,,Não Houve Entrada do mandante: 17:58,Atraso:,,Não Houve
Entrada do visitante:,16:54Atraso:,,Não Houve Entrada do visitante: 17:58,Atraso:,,Não Houve
Início 1o Tempo:,17:00 Atraso:,,Não Houve Início do 2o Tempo: 18:01,Atraso:,,Não Houve
Término do 1o Tempo:,17:46 Acréscimo:,,1 min Término do 2o Tempo: 18:49,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 2 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,16:55,Atraso:,Não Houve Entrada do mandante:,17:58,Atraso:,Não Houve
Início 1o Tempo:,17:00,Atraso:,Não Houve,Início do 2o Tempo:,18:01,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Airton,Airton Moraes Michellon,T P,332840,1,Remerson,Remerson Cesar dos S...,T P,178876
"",,Comissão Técnica,
"",Juventude / RS,,Botafogo / PB
Tecnico:,Luiz Carlos C. L. De Lorenzi - 1027274784,Tecnico:,Marcelo Vilar - 053475 G/SP
Auxiliar Tecnico:,Hugo Martins - 4037355007,Auxiliar Tecnico:,Antonio Carlos Barros - 910020917
Medico:,Marcos Bianchi - 35508,Medico:,Fabio Farias - 4680
Preparador Fisico:,Marcelo Rohling - 04548-G/SC,Preparador Fisico:,Alexandre Duarte - 449 G/PB
Massagista:,Elton Vieira De Vargas - 1039581473,Massagista:,Ermirio De Souza Lima Filho - 903501
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
19:00,1T,Botafogo/PB,,20 - Warley Silva dos Santos,9 - Fausto Luiz Momente Silva ...
21:00,1T,Juventude/RS,,15 - Michael Augusto Bonatto,10 - Odacir Pereira da Silva
19:00,2T,Juventude/RS,,16 - Paulo Josue Sturmer dos R ...,8 - Carlos Rogerio Santos de  ...
31:00,2T,Botafogo/PB,,16 - Izaias Gabriel Ramos Oliv ...,8 - Francisco Hercules de Ara ...
37:00,2T,Botafogo/PB,,17 - Fabio Neves Florentino,10 - Lenilson Batista de Jesus ...
45:00,2T,Juventude/RS,,20 - Abraao Lynconn Sousa Sant ...,7 - Douglas da Silva Vieira
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
03:00,1T,9,NR,Carlos Eduardo Alves Albina,,Juventude/RS
04:00,2T,11,NR,Rafael Jose Leite Aidar,,Botafogo/PB
23:00,2T,16,NR,Paulo Josue Sturmer dos Reis,,Juventude/RS
"",,,,Cartões Amarelos,
Tempo,1T/2T,No,Nome do Jogador,,Equipe
08:00,1T,8,Francisco Hercules de Araujo,,Botafogo/PB
"",,,Motivo: Atitude antidesportiva,,
23:00,1T,2,Wellington Francisco da Silva Souza,,Juventude/RS
"",,,Motivo: Atitude antidesportiva,,
25:00,1T,3,Flavio Carraro,,Juventude/RS
"",,,Motivo: Calçar o seu adversário,,
16:00,2T,3,Marcel Fernandes,,Botafogo/PB
"",,,Motivo: Calçar o seu adversário,,
40:00,2T,11,Rafael Jose Leite Aidar,,Botafogo/PB
"",,,Motivo: Calçar o seu adversário,,
"",,,Cartões Vermelhos,,
"",,,NÃO HOUVE EXPULSÕES,,
