Campeonato:,Campeonato Brasileiro - Série C/2018,,Rodada:,1
Jogo:,Bragantino / SP X Operario / PR,,,
Data:,01/09/2018 Horário: 16:00 Estádio:,Nabi Abi Chedid / Braganca Paulista,,
"",Arbitragem
Arbitro:,Igor Junio Benevenuto de Oliveira (AB / MG)
Arbitro Assistente 1:,Felipe Alan Costa de Oliveira (AB / MG)
Arbitro Assistente 2:,Ricardo Junio de Souza (AB / MG)
Quarto Arbitro:,Ilbert Estevam da Silva (CD / SP)
Delegado Local:,Wilson Roberto Santoro (CBF / )
Analista de Campo:,Marcio Verri Brandao (CBF / SP)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 17:00,,Atraso:,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 17:01,,Atraso:,Não Houve
Início 1o Tempo:,16:00Atraso:,,Não Houve Início do 2o Tempo: 17:03,,Atraso:,Não Houve
Término do 1o Tempo:,16:48Acréscimo:,,3 min Término do 2o Tempo: 17:55,Acréscimo:,,7 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Bragantino / SP,,,,Operario / PR,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Alex,Alex Alves de Lima,T(g),P,173056 1 Simao,Simao Verza Bertelli T(g),,P,317624
2,Buiu,Marcos Ytalo Benicio ...,T,P,366093 2 Leo,Carlos Leonardo Gonc... T,,P,303714
3,Lazaro,Lazaro Vinicius Alve ...,T,P,178881 3 Alisson,Alisson Pereira Santana T,,P,314533
4,Junior Goiano,Jose Carlos Borges d ...,T,P,300483 4 Juan,Juan Sebastian Camps SosaT,,P,172531
5,Adenilson,Adenilson Aparecido  ...,T,P,323125 5 Chicao,Wellington Francisco... T,,P,170889
6,Fabiano,Fabiano da Silva Souza,T,P,304325 6 Rafael,Rafael Farias Peixoto T,,P,163378
7,Magno,Magno Ribeiro Ferreira,T,P,404878 7 Lucas,Lucas Rulian Lamoglia T,,P,296314
8,Rafael Cho ...,Rafael Batista,T,P,177920 8 Erick,Erick Luis Conrado C... T,,P,376073
9,Matheus Pe ...,Matheus Vieira Campo ...,T,P,381689 9 Bruno Batata,Bruno Fressato Cardoso T,,P,162152
11,Marquinhos,Marcos Vinicius Sous ...,T,P,452746 10 Robson,Robson Ferreira de A... T,,P,379134
18,Danilo Bueno,Danilo Petrolli Bueno,T,P,148742 11 Cleyton,Cleyton Rafael Lima ... T,,P,183073
12,Luan,Luan Fernandes Ribeiro,R(g),P,337241 12 Matheus,Matheus Artuzo da Silva R(g),,P,374669
10,Vitinho,Victor Hugo Machado  ...,R,P,343672 13 Rodrigo,Rodrigo Fagundes de ... R,,P,177531
13,Ewerton,Ewerton Nogueira Avila,R,P,309941 14 Danilo,Danilo Ferreira dos ... R,,P,177936
14,Marcel,Marcel Philipe Afons ...,R,P,380308 15 Sergio,Sergio Mendes Coimbra R,,P,183850
15,Walfrido,Walfrido Lourenco Al ...,R,P,366043 16 Romano,Romano Rodrigues R,,P,184824
16,Jonathan C ...,Jonathan Aparecido d ...,R,P,350723 17 Gilson,Gilson da Silva Alves R,,P,343689
17,Leo Jaime,Leo Jaime da Silva P ...,R,P,175901 18 Xuxa,Cassio Luis Rissardo R,,P,145815
19,Gustavo Vi ...,Gustavo Vintecinco,R,P,327271 19 Diego,Diego de Souza Quirino R,,P,311813
20,Rodriguinho,Rodrigo Henrique Oli ...,R,P,302082 20 Dione,Dione Miguel Ribas R,,P,313855
21,Adriano Pa ...,Adriano Siqueira da Costa,R,P,292197,,,,
22,Fernandinho,Fernando Jose Gomes  ...,R,P,317025,,,,
"",,Comissão Técnica,
"",Bragantino / SP,,Operario / PR
Técnico:,MARCELO CASTELO VEIGA,Técnico:,Gerson Luiz Gusmao
Auxiliar Técnico:,SERGIO RICARDO DOS SANTOS,Auxiliar Técnico:,DIEGO ALBRECHT
Médico:,MAURO ANTONIO MOREIRA,Médico:,JOSE AUGUSTO BACH JUNIOR
Treinador De Goleiros:,RICARDO RICARDO DE TOLEDO,Treinador De Goleiros:,OSMAR DA SILVA PEREIRA
Preparador Físico:,ANDRE ROBERTO ZAROS,Preparador Físico:,CARLOS EDUARDO MAUS
Massagista:,MARCOS RAIMUNDO DA SILVA,Massagista:,JEFERSON LOURENCO DA SILVA
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Operario/PR,,19 - Diego de Souza Quirino,7 - Lucas Rulian Lamoglia
08:00,2T,Bragantino/SP,,19 - Gustavo Vintecinco,9 - Matheus Vieira Campos Peixoto
10:00,2T,Bragantino/SP,,22 - Fernando Jose Gomes Junior,18 - Danilo Petrolli Bueno
24:00,2T,Bragantino/SP,,17 - Leo Jaime da Silva Pinheiro,6 - Fabiano da Silva Souza
32:00,2T,Operario/PR,,15 - Sergio Mendes Coimbra,9 - Bruno Fressato Cardoso
39:00,2T,Operario/PR,,20 - Dione Miguel Ribas,11 - Cleyton Rafael Lima da Silva
