Campeonato:,Copa do Brasil - Profissional/2021,,,Rodada:,Volta
Jogo:,Atlético Mineiro / MG X Remo / PA,,,,
Data:,10/06/2021 Horário: 19:00,Estádio:,Magalhães Pinto / Belo Horizonte,,
"",Arbitragem
Arbitro:,Jefferson Ferreira de Moraes (AB / GO)
Arbitro Assistente 1:,Cristhian Passos Sorence (AB / GO)
Arbitro Assistente 2:,Leone Carvalho Rocha (AB / GO)
Quarto Arbitro:,Antonio Marcio Teixeira da Silva (CD / MG)
Analista de Campo:,Marcio Eustaquio Sousa Santiago (CBF / MG)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:50Atraso:,,Não Houve Entrada do mandante: 19:58,,Atraso:,Não Houve
Entrada do visitante:,18:50Atraso:,,Não Houve Entrada do visitante: 19:58,,Atraso:,Não Houve
Início 1o Tempo:,19:00Atraso:,,Não Houve Início do 2o Tempo: 20:01,,Atraso:,Não Houve
Término do 1o Tempo:,19:46Acréscimo:,,1 min Término do 2o Tempo: 20:49,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 2 X 1,,,
"",,,,,Relação de Jogadores,,,,
"",,Atlético Mineiro / MG,,,,Remo / PA,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
22,Everson,Everson Felipe Marqu ... T(g),,P,188398 1 Vinicius,Damiao Vinicius Silv ... T(g),,P,165699
4,Rever,Rever Humberto Alves ... T,,P,167509 2 Thiago Ennes,Thiago Ennes Moreira T,,P,320016
6,Dodo,Jose Rodolfo Pires R ... T,,P,187787 3 Romercio,Romercio Pereira da  ... T,,P,425933
7,Hulk,Givanildo Vieira de Sousa T,,P,163056 4 Rafael,Rafael da Cunha Jensen T,,P,391581
11,Keno,Marcos da Silva Franca T,,P,375634 5 Anderson U ...,Anderson Uchoa dos SantosT,,P,183385
20,Hyoran,Hyoran Kaue Dalmoro T,,P,304434 6 Igor,Igor Fernandes da Si ... T,,P,320984
25,Mariano,Mariano Ferreira Filho T,,P,170144 7 Dioguinho,Diogo dos Santos Carvalho T,,P,456848
26,Nacho Fern ...,Ignacio Martin Fernandez T,,P,712012 8 Lucas Siqu ...,Lucas Santos Siqueira T,,P,188170
29,Allan,Allan Rodrigues de Souza T,,P,339266 9 Renan Gorne,Renan Gorne Silva T,,P,318095
30,Gabriel Co ...,Gabriel Costa Franca T,,P,318309 10 Gedoz,Felipe Gedoz da Conceicao T,,P,346890
37,Tche Tche,Danilo das Neves Pinheiro T,,P,308348 19 Jefferson,Jefferson Victor Mac ... T,,P,404823
31,Matheus Me ...,Matheus Mendes Werne ...R(g),,P,462152 12 Thiago,Thiago Rodrigues Coelho R(g),,P,344339
8,Jair,Jair Rodrigues Junior R,,P,347809 11 Arthur,Arthur Jhonata Ferre ... R,,P,392450
16,Igor,Igor Rabello da Costa R,,P,307840 13 Wellington ...,Wellington Nasciment ... R,,P,179486
18,Eduardo Sasha Eduardo Colcenti Antunes,R,,P,295792 14 Fredson,Fredson Vinicius San ... R,,P,371657
19,DYLAN,Dylan Felipe Borrero ... R,,P,691581 15 Marlon,Marlon Farias Castel ... R,,P,183840
23,Nathan,Nathan Allan de Souza R,,P,344314 16 Vinicius Kiss,Vinicius Kiss Silva  ... R,,P,185860
33,Sávio,Savio Moreira de Oliveira R,,P,620423 17 Gabriel Lima,Gabriel Farias de Lima R,,P,539022
38,Marrony,Marrony da Silva Lib ... R,,P,463599 18 Edson Carius,Jose Edson Barros da ... R,,P,298941
40,Bueno,Wellington Daniel Bueno R,,P,346196 20 Kevem,Kevem Lopes Botelho R,,P,582620
41,Neto,Antonio Fialho de Ca ... R,,P,559160,,,,
45,Micael,Micael dos Santos Silva R,,P,582647,,,,
48,Echaporã,Luis Otavio de Oliveira R,,P,463502,,,,
"",,Comissão Técnica,
"",Atlético Mineiro / MG,,Remo / PA
Técnico:,Alexi Stival,Técnico:,Paulo Afonso Bonamigo
Assistente Técnico:,Avlamir Dirceo Stival,Assistente Técnico:,Edson Gonzaga Alves Filho
Médico:,Rodrigo Barreiros Vieira,Médico:,Wilton Neri Pereira Junior
Treinador De Goleiros:,Danilo Jose Prando Minutti,Treinador De Goleiros:,Jose Carlos Goncalves Junior
Preparador Físico:,Cristiano Garcia Nunes,Preparador Físico:,Renan Renato Bonamigo Capra
Massagista:,Belmiro De Oliveira,Fisioterapeuta:,William Farias De Araujo Costa
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
09:00,1T,4,NR,Rever Humberto Alves de Araujo,,Atlético Mineiro/MG
45:00,1T,3,NR,Romercio Pereira da Conceicao,,Remo/PA
06:00,2T,7,PN,Givanildo Vieira de Sousa,,Atlético Mineiro/MG
"Ocorrências / ObservaçõesNada houveMotivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso no início da partida. acréscimos, devido a entrada da maca, para a retirada de atletas supostamente lesionados, reposição de bola esubstituições.foi respeitado um minuto de silêncio em decorrência as vitimas da covid-19Observações EventuaisNada houveRelatório do AssistenteNao houveSubstituiçõesTempo1T/2TEquipeEntrouSaiu25:002TAtlético Mineiro/MG23 - Nathan Allan de Souza20 - Hyoran Kaue Dalmoro25:002TRemo/PA18 - Jose Edson Barros da Silva9 - Renan Gorne Silva25:002TRemo/PA15 - Marlon Farias Castelo Branco6 - Igor Fernandes da Silva Araujo25:002TAtlético Mineiro/MG8 - Jair Rodrigues Junior29 - Allan Rodrigues de Souza25:002TAtlético Mineiro/MG38 - Marrony da Silva Liberato Si...11 - Marcos da Silva Franca25:002TRemo/PA17 - Gabriel Farias de Lima19 - Jefferson Victor Machado Amb...28:002TAtlético Mineiro/MG18 - Eduardo Colcenti Antunes7 - Givanildo Vieira de Sousa30:002TRemo/PA11 - Arthur Jhonata Ferreira dos ...5 - Anderson Uchoa dos Santos30:002TRemo/PA13 - Wellington Nascimento Silva2 - Thiago Ennes Moreira32:002TAtlético Mineiro/MG33 - Savio Moreira de Oliveira26 - Ignacio Martin Fernandez"
"Ocorrências / ObservaçõesNada houveMotivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso no início da partida. acréscimos, devido a entrada da maca, para a retirada de atletas supostamente lesionados, reposição de bola esubstituições.foi respeitado um minuto de silêncio em decorrência as vitimas da covid-19Observações EventuaisNada houveRelatório do AssistenteNao houveSubstituiçõesTempo1T/2TEquipeEntrouSaiu25:002TAtlético Mineiro/MG23 - Nathan Allan de Souza20 - Hyoran Kaue Dalmoro25:002TRemo/PA18 - Jose Edson Barros da Silva9 - Renan Gorne Silva25:002TRemo/PA15 - Marlon Farias Castelo Branco6 - Igor Fernandes da Silva Araujo25:002TAtlético Mineiro/MG8 - Jair Rodrigues Junior29 - Allan Rodrigues de Souza25:002TAtlético Mineiro/MG38 - Marrony da Silva Liberato Si...11 - Marcos da Silva Franca25:002TRemo/PA17 - Gabriel Farias de Lima19 - Jefferson Victor Machado Amb...28:002TAtlético Mineiro/MG18 - Eduardo Colcenti Antunes7 - Givanildo Vieira de Sousa30:002TRemo/PA11 - Arthur Jhonata Ferreira dos ...5 - Anderson Uchoa dos Santos30:002TRemo/PA13 - Wellington Nascimento Silva2 - Thiago Ennes Moreira32:002TAtlético Mineiro/MG33 - Savio Moreira de Oliveira26 - Ignacio Martin Fernandez"
Relatório do Assistente
Nao houve
"Ocorrências / ObservaçõesNada houveMotivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso no início da partida. acréscimos, devido a entrada da maca, para a retirada de atletas supostamente lesionados, reposição de bola esubstituições.foi respeitado um minuto de silêncio em decorrência as vitimas da covid-19Observações EventuaisNada houveRelatório do AssistenteNao houveSubstituiçõesTempo1T/2TEquipeEntrouSaiu25:002TAtlético Mineiro/MG23 - Nathan Allan de Souza20 - Hyoran Kaue Dalmoro25:002TRemo/PA18 - Jose Edson Barros da Silva9 - Renan Gorne Silva25:002TRemo/PA15 - Marlon Farias Castelo Branco6 - Igor Fernandes da Silva Araujo25:002TAtlético Mineiro/MG8 - Jair Rodrigues Junior29 - Allan Rodrigues de Souza25:002TAtlético Mineiro/MG38 - Marrony da Silva Liberato Si...11 - Marcos da Silva Franca25:002TRemo/PA17 - Gabriel Farias de Lima19 - Jefferson Victor Machado Amb...28:002TAtlético Mineiro/MG18 - Eduardo Colcenti Antunes7 - Givanildo Vieira de Sousa30:002TRemo/PA11 - Arthur Jhonata Ferreira dos ...5 - Anderson Uchoa dos Santos30:002TRemo/PA13 - Wellington Nascimento Silva2 - Thiago Ennes Moreira32:002TAtlético Mineiro/MG33 - Savio Moreira de Oliveira26 - Ignacio Martin Fernandez",,,,
Ocorrências / Observações,,,,
Nada houve,,,,
"Motivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso no início da partida. acréscimos, devido a entrada da maca, para a retirada de atletas supostamente lesionados, reposição de bola esubstituições.foi respeitado um minuto de silêncio em decorrência as vitimas da covid-19",,,,
Observações Eventuais,,,,
Nada houve,,,,
Relatório do Assistente,,,,
Nao houve,,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
25:00,2T,Atlético Mineiro/MG,23 - Nathan Allan de Souza,20 - Hyoran Kaue Dalmoro
25:00,2T,Remo/PA,18 - Jose Edson Barros da Silva,9 - Renan Gorne Silva
25:00,2T,Remo/PA,15 - Marlon Farias Castelo Branco,6 - Igor Fernandes da Silva Araujo
25:00,2T,Atlético Mineiro/MG,8 - Jair Rodrigues Junior,29 - Allan Rodrigues de Souza
25:00,2T,Atlético Mineiro/MG,38 - Marrony da Silva Liberato Si...,11 - Marcos da Silva Franca
25:00,2T,Remo/PA,17 - Gabriel Farias de Lima,19 - Jefferson Victor Machado Amb...
28:00,2T,Atlético Mineiro/MG,18 - Eduardo Colcenti Antunes,7 - Givanildo Vieira de Sousa
30:00,2T,Remo/PA,11 - Arthur Jhonata Ferreira dos ...,5 - Anderson Uchoa dos Santos
30:00,2T,Remo/PA,13 - Wellington Nascimento Silva,2 - Thiago Ennes Moreira
32:00,2T,Atlético Mineiro/MG,33 - Savio Moreira de Oliveira,26 - Ignacio Martin Fernandez
