Campeonato:,Campeonato Brasileiro - Série A/2018,,Rodada:,12
Jogo:,Sport / PE X Grêmio / RS,,,
Data:,13/06/2018 Horário: 19:30 Estádio:,Adelmar da Costa Carvalho / Recife,,
"",Arbitragem
Arbitro:,Ricardo Marques Ribeiro (FIFA / MG)
Arbitro Assistente 1:,Guilherme Dias Camilo (FIFA / MG)
Arbitro Assistente 2:,Sidmar dos Santos Meurer (AB / MG)
Quarto Arbitro:,Marconi Helbert Vieira (CD / MG)
Arbitro Assist Adic 1:,Felipe Fernandes de Lima (CD / MG)
Arbitro Assist Adic 2:,Wanderson Alves de Sousa (AB / MG)
Inspetor:,Milton Otaviano dos Santos (CBF / CE)
Delegado Local:,Jorge Buregio de Lima Junior (CBF / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:21Atraso:,,Não Houve Entrada do mandante: 20:30,,Atraso:,Não Houve
Entrada do visitante:,19:21Atraso:,,Não Houve Entrada do visitante: 20:30,,Atraso:,Não Houve
Início 1o Tempo:,19:30Atraso:,,Não Houve Início do 2o Tempo: 20:32,,Atraso:,Não Houve
Término do 1o Tempo:,20:17Acréscimo:,,2 min Término do 2o Tempo: 21:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Sport / PE,,,,Grêmio / RS,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
32,Mailson,Mailson Tenorio dos  ... T(g),,P,460562 1 M. Grohe,Marcelo Grohe T(g),,P,168351
3,Ronaldo,Ronaldo Luiz Alves,T,P,174941 2 Leo Moura,Leonardo da Silva Moura T,,P,137644
5,Fellipe,Fellipe Ramos Ignez  ...,T,P,357424 10 Cicero,Cicero Santos T,,P,155840
10,Marlone,Johnath Marlone Azev ...,T,P,307366 12 Cortes,Bruno Cortes Barbosa T,,P,180546
14,Ernando,Ernando Rodrigues Lopes,T,P,178875 13 Lima,Vinicius Moreira de Lima T,,P,403112
15,Rafael Mar ...,Rafael Marques Mariano,T,P,158615 16 Thaciano,Thaciano Mickael da Silva T,,P,391953
23,Raul,Raul Prata,T,P,181172 17 Ramiro,Ramiro Moschen Benetti T,,P,295418
30,Gabriel,Gabriel Santana Pinto,T,P,335611 22 Bressan,Matheus Simonete Bre... T,,P,295548
55,Deivid,Deivid Willian da Silva,T,P,182609 28 Paulo Miranda,Jonathan Doin T,,P,291380
56,Sander,Sander Henrique Bort ...,T,P,346046 29 Arthur,Arthur Henrique Ramo... T,,P,302792
90,Rogerio,Jose Rogerio de Oliv ...,T,P,291780 90 Andre,Andre Felipe Ribeiro... T,,P,292942
31,Lucas,Lucas Ferreira Amaral R(g),,P,378703 48 Paulo Victor,Paulo Victor Mileo V... R(g),,P,175411
4,Durval,Severino dos Ramos D ...,R,P,141516 6 Leo Gomes,Leonardo Gomes da Co... R,,P,303436
7,Andrigo,Andrigo Oliveira de  ...,R,P,298793 9 Jael,Jael Ferreira Vieira R,,P,178373
9,Michel Bastos,Michel Fernandes Bastos,R,P,155330 14 Kaio,Kaio Silva Mendes R,,P,359493
11,Hygor,Hygor Cleber Garcia Silva,R,P,311146 15 Vico,Vinicius Duarte R,,P,384617
13,Matheus,Matheus Ferreira de Sousa,R,P,352216 21 Madson,Madson Ferreira dos ... R,,P,321829
25,Neto,Antonio Francisco Mo ...,R,P,383527 27 Thonny And ...,Thonny Anderson da S... R,,P,318266
33,Ortiz,Leonardo Rech Ortiz,R,P,422469 30 Bruno Grassi,Bruno Medeiros Grassi R,,P,172342
36,Fabricio,Fabricio Silva Costa,R,P,457301 31 Lucas Poletto,Lucas Poletto Costa R,,P,291269
40,Evandro,Evandro Lima de Oliv ...,R,P,419230 32 Matheus H.,Matheus Henrique de SouzaR,,P,407776
95,Carlos,Carlos Henrique Alve ...,R,P,348899 33 Pepe,Eduardo Gabriel Aqui... R,,P,428672
97,Everton Fe ...,Everton Felipe de Ol ...,R,P,381047,,,,
"",,Comissão Técnica,
"",Sport / PE,,Grêmio / RS
Técnico:,Claudinei Dos Santos Oliveira,Técnico:,Renato Portaluppi
Auxiliar Técnico:,Luciano Gusso Pinto,Auxiliar Técnico:,ALEXANDRE PEREIRA MENDES
Médico:,RODRIGO AMORIM DE MORAES PEREZ,Médico:,PAULO AUGUSTO DA SILVA RABALDO
Treinador De Goleiros:,GILBERTO FELIX DE MELO,Treinador De Goleiros:,ROGERIO AUGUSTO GODOY DA SILVA
Preparador Físico:,LUIS FERNANDO GOULART,Preparador Físico:,ROGERIO DIAS LUIZ
Massagista:,EDSON BATISTA FERREIRA,Massagista:,LUCAS SILVA DA CRUZ
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
10:00,2T,Sport/PE,,9 - Michel Fernandes Bastos,10 - Johnath Marlone Azevedo da S...
16:00,2T,Grêmio/RS,,33 - Eduardo Gabriel Aquino Cossa,13 - Vinicius Moreira de Lima
26:00,2T,Grêmio/RS,,9 - Jael Ferreira Vieira,90 - Andre Felipe Ribeiro de Souza
30:00,2T,Sport/PE,,95 - Carlos Henrique Alves Pereira,90 - Jose Rogerio de Oliveira Melo
30:00,2T,Sport/PE,,97 - Everton Felipe de Oliveira S...,30 - Gabriel Santana Pinto
40:00,2T,Grêmio/RS,,14 - Kaio Silva Mendes,16 - Thaciano Mickael da Silva
