Campeonato:,Campeonato Brasileiro - Série A/2018,,Rodada:,9
Jogo:,Internacional / RS X Sport / PE,,,
Data:,02/06/2018 Horário: 16:00 Estádio:,José Pinheiro Borda / Porto Alegre,,
"",Arbitragem
Arbitro:,Marcelo Aparecido Ribeiro de Souza (AB / SP)
Arbitro Assistente 1:,Anderson José de Moraes Coelho (AB / SP)
Arbitro Assistente 2:,Daniel Paulo Ziolli (AB / SP)
Quarto Arbitro:,Fabio Rogerio Baesteiro (AB / SP)
Arbitro Assist Adic 1:,Ilbert Estevam da Silva (CD / SP)
Arbitro Assist Adic 2:,Rodrigo Gomes Paes Domingues (CD / SP)
Inspetor:,Paulo Jorge Alves (CBF / BRA)
Delegado Local:,Marcos Roberto Caduri de Almeida (CBF / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 16:58,,Atraso:,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 16:59,,Atraso:,Não Houve
Início 1o Tempo:,16:00Atraso:,,Não Houve Início do 2o Tempo: 17:01,,Atraso:,Não Houve
Término do 1o Tempo:,16:46Acréscimo:,,1 min Término do 2o Tempo: 17:51,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Internacional / RS,,,,Sport / PE,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Danilo Fer ...,Danilo Fernandes Batista,T(g),P,165830 1 Magrão,Alessandro Beti Rosa T(g),,P,130014
4,Moledo,Rodrigo Modesto da S ...,T,P,173551 3 Ronaldo,Ronaldo Luiz Alves,T,P,174941
8,Edenilson,Edenilson Andrade do ...,T,P,306270 4 Durval,Severino dos Ramos D...,T,P,141516
9,Leandro Da ...,Leandro Damiao da Si ...,T,P,291866 5 Fellipe,Fellipe Ramos Ignez ...,T,P,357424
13,Rodrigo Do ...,Rodrigo Dourado Cunha,T,P,296330 10 Marlone,Johnath Marlone Azev...,T,P,307366
15,Victor Cuesta,Victor Leandro Cuesta,T,P,567555 15 Rafael Mar ...,Rafael Marques Mariano,T,P,158615
19,Lucca,Lucca Borges de Brito,T,P,292592 23 Raul,Raul Prata,T,P,181172
28,Iago,Iago Amaral Borduchi,T,P,356389 30 Gabriel,Gabriel Santana Pinto,T,P,335611
37,Zeca,Jose Carlos Cracco Neto,T,P,294382 55 Deivid,Deivid Willian da Silva,T,P,182609
88,Patrick,Patrick Bezerra do N ...,T,P,315585 56 Sander,Sander Henrique Bort...,T,P,346046
99,William,William de Oliveira  ...,T,P,301087 90 Rogerio,Jose Rogerio de Oliv...,T,P,291780
12,Marcelo,Marcelo Lomba do Nas ...,R(g),P,157264 32 Mailson,Mailson Tenorio dos ... R(g),,P,460562
2,Luis,Luis Eduardo Marques ...,R,P,405061 9 Michel Bastos,Michel Fernandes Bastos,R,P,155330
3,Danilo,Danilo Aparecido da Silva,R,P,166131 11 Hygor,Hygor Cleber Garcia Silva,R,P,311146
6,Uendel,Uendel Pereira Goncalves,R,P,175320 13 Matheus,Matheus Ferreira de Sousa,R,P,352216
7,Nico Lopez,Nicolas Federico Lop ...,R,P,554821 18 Henriquez,Oswaldo Jose Henriqu...,R,P,541170
21,Camilo,Fernando Camilo Farias,R,P,161437 25 Neto,Antonio Francisco Mo...,R,P,383527
22,Rossi,Rosicley Pereira da Silva,R,P,314059 36 Fabricio,Fabricio Silva Costa,R,P,457301
30,Gabriel,Gabriel Dias de Oliveira,R,P,317697 95 Carlos,Carlos Henrique Alve...,R,P,348899
35,Charles,Charles Rigon Matos,R,P,407683 97 Everton Fe ...,Everton Felipe de Ol...,R,P,381047
47,Juan,Juan Matheus Alano N ...,R,P,374077,,,,
48,Brenner,Brenner Alves Sabino,R,P,401046,,,,
"",,Comissão Técnica,
"",Internacional / RS,,Sport / PE
Técnico:,Odair Hellmann,Técnico:,Claudinei Dos Santos Oliveira
Auxiliar Técnico:,Airton Graciliano Dos Santos,Auxiliar Técnico:,Luciano Gusso Pinto
Médico:,GUILHERME VELHO CAPUTO,Médico:,RODRIGO AMORIM DE MORAES PEREZ
Treinador De Goleiros:,DANIEL DA FONSECA PAVAN,Treinador De Goleiros:,GILBERTO FELIX DE MELO
Preparador Físico:,CRISTIANO GARCIA NUNES,Preparador Físico:,LUIS FERNANDO GOULART
Massagista:,PAULO RENATO AVIZ DA SILVA,Massagista:,MAVIAEL SEVERINO DOS SANTOS
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
+1:00,2T,Sport/PE,,11 - Hygor Cleber Garcia Silva,10 - Johnath Marlone Azevedo da S...
11:00,2T,Internacional/RS,,7 - Nicolas Federico Lopez Alonso,19 - Lucca Borges de Brito
17:00,2T,Internacional/RS,,22 - Rosicley Pereira da Silva,99 - William de Oliveira Pottker
25:00,2T,Sport/PE,,25 - Antonio Francisco Moura Neto,90 - Jose Rogerio de Oliveira Melo
25:00,2T,Sport/PE,,9 - Michel Fernandes Bastos,30 - Gabriel Santana Pinto
38:00,2T,Internacional/RS,,47 - Juan Matheus Alano Nascimento,13 - Rodrigo Dourado Cunha
