Campeonato:,Campeonato Brasileiro - Série D/2018,,Rodada:,Volta
Jogo:,Corumbaense / MS X Brasiliense / DF,,,
Data:,12/05/2018 Horário: 19:00 Estádio:,Arthur Marinho / Corumba,,
"",Arbitragem
Arbitro:,Leandro Cunha de Oliveira (CD / TO)
Arbitro Assistente 1:,Cipriano da Silva Sousa (CD / TO)
Arbitro Assistente 2:,Natal da Silva Ramos Júnior (CD / TO)
Quarto Arbitro:,Augusto Domingos Borges Ortega (CD / MS)
Analista de Campo:,Manoel Paixão dos Santos (CBF / MS)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:49Atraso:,,Não Houve Entrada do mandante: 19:59,,Atraso:,Não Houve
Entrada do visitante:,18:50Atraso:,,Não Houve Entrada do visitante: 19:59,,Atraso:,Não Houve
Início 1o Tempo:,19:00Atraso:,,Não Houve Início do 2o Tempo: 20:02,,Atraso:,Não Houve
Término do 1o Tempo:,19:47Acréscimo:,,02 min Término do 2o Tempo: 20:51,Acréscimo:,,04 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Corumbaense / MS,,,,Brasiliense / DF,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Carlos,Carlos Eduardo Lulio T(g),,P,184876 1 Edmar,Edmar da Silva Oliveira T(g),,P,187833
2,Robinho,Ederson Baptista de Souza T,,P,174666 2 Patrick,Patrick de Souza Con... T,,P,155375
3,Rodrigo,Rodrigo da Rosa Milanez T,,P,316680 3 Lucio,Lucimar da Silva Ferreira T,,P,128373
5,Eduardo Arroz,Eduardo Rosa dos Santos T,,P,135304 4 Preto Costa,Paulo Henrique da Costa T,,P,136536
6,Valdinei,Valdinei Alves da Cruz T,,P,303799 5 Aldo,Aldo Rodrigues de Sousa T,,P,164747
7,Sandrinho,Sandro Martins da Silva T,,P,175111 6 Wellington ...,Wellington Aleixo do... T,,P,172853
8,Igor,Igor Pimentel Xavier T,,P,333825 7 Tarta,Vinicius Silva Soares T,,P,176417
9,Michel Pau ...,Michael da Silva Alves T,,P,501908 8 Erick,Erick Flores Bonfim T,,P,177076
10,Adriano,Adriano da Matta Inacio T,,P,186436 9 Nunes,Anderson Francisco Nunes T,,P,156185
11,Agnaldo,Agnaldo Aparecido Fe ... T,,P,167202 10 Souza,Willamis de Souza Silva T,,P,136911
13,Augusto,Augusto Fassina Vicentin T,,P,185670 20 Romarinho,Francisco Romario da... T,,P,371158
12,Guilherme,Guilherme Santiago T ... R(g),,P,169289 25 Nikael,Nikael Junior Fernan... R(g),,P,362103
4,Gustavo,Gustavo Jose Miranda R,,P,301909 13 Welton,Welton Felipe Marque... R,,P,161770
14,Salomao,Salomao Luciano Nazare R,,P,320036 14 Gabriel,Gabriel Arantes de Souza R,,P,392668
15,Amorim,Amorim do Nascimento ... R,,P,335262 15 Davia,David Lustosa de Oliveira R,,P,370739
16,Cleber,Cleber Augusto de Sousa R,,P,186510 16 Radames,Radames Martins Rodr... R,,P,161201
17,Jorginho,Jorge Edson da Silva ... R,,P,439240 17 Lucas,Lucas Vinicius Ferre... R,,P,296582
18,Elivelton,Elivelton de Araujo Rego R,,P,307967 18 Morais,Manoel Morais Amorim R,,P,156048
19,Camilo,Camilo Menacho Neto R,,P,363598 19 Michel,Michel Platini Ferre... R,,P,160144
20,Joao Pedro,Joao Pedro Rodrigues ... R,,P,414510,,,,
22,Victor,Victor Mathias Lube  ... R,,P,376975,,,,
25,Fagner,Fagner Ribeiro da Costa R,,P,186326,,,,
"",,Comissão Técnica,
"",Corumbaense / MS,,Brasiliense / DF
Técnico:,Robert Da Silva Almeida,Técnico:,AILTON DOS SANTOS FERRAZ
Auxiliar Técnico:,RAFAEL MARIUCCI,Treinador De Goleiros:,Adelton Gomes Da Silva
Médico:,Juliano Silva De Oliveira,Preparador Físico:,Manoel Liles De Jorge Souza
Treinador De Goleiros:,NELSON BARRETO DE SOUZA,Massagista:,EDSON DIAS DO ALECRIM
Massagista:,Marcelo Nunes Araújo,,
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
19:00,2T,Brasiliense/DF,18 - Manoel Morais Amorim,10 - Willamis de Souza Silva
19:00,2T,Brasiliense/DF,15 - David Lustosa de Oliveira,7 - Vinicius Silva Soares
19:00,2T,Corumbaense/MS,17 - Jorge Edson da Silva Francis...,9 - Michael da Silva Alves
29:00,2T,Corumbaense/MS,18 - Elivelton de Araujo Rego,10 - Adriano da Matta Inacio
34:00,2T,Corumbaense/MS,14 - Salomao Luciano Nazare,6 - Valdinei Alves da Cruz
