Campeonato:,Campeonato Brasileiro - Série D/2018,,Rodada:,Volta
Jogo:,Vitória da Conquista / BA X Treze / PB,,,
Data:,23/04/2018 Horário: 20:00 Estádio:,Lomanto Júnior / Vitoria da Conquista,,
"",,Arbitragem
Arbitro:,Edson da Silva (CD / SC),
Arbitro Assistente 1:,Carlos Felipe Schmidt (CD / SC),
Arbitro Assistente 2:,Diego Leonel Felix (CD / SC),
Quarto Arbitro:,Edvalter Marinho dos Santos (CD / BA),
Analista de Campo:,Kleber Moradillo da Silva (CBF / BA),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:50Atraso:,,Não Houve Entrada do mandante: 21:00,,Atraso:,Não Houve
Entrada do visitante:,19:50Atraso:,,Não Houve Entrada do visitante: 21:00,,Atraso:,Não Houve
Início 1o Tempo:,20:00Atraso:,,Não Houve Início do 2o Tempo: 21:02,,Atraso:,Não Houve
Término do 1o Tempo:,20:47Acréscimo:,,2 min Término do 2o Tempo: 21:49,Acréscimo:,,2 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Vitória da Conquista / BA,,,,Treze / PB,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Fernando,Fernando Henrique SchmudTe(g),,P,143938 1 Mauro,Mauro Gomes de Lima,T(g),P,172624
2,Roni,Ronilson de Jesus Portela T,,P,541113 2 Alex,Alessandro Travassos...,T,P,181630
3,Correia,Jose de Jesus Correia T,,P,299286 3 Italo,Italo Anderson Duart...,T,P,178201
4,Silvio,Silvio da Silva Almeida T,,P,149612 4 Nilson,Nilson Barbosa Nasci...,T,P,307569
5,Edimar,Edimar Farias Santos T,,P,181838 5 COPPETTI,Carlos Afonso Coppetti,T,P,346222
6,Diego,Diego Prates Carlos T,,P,319577 6 Djalma,Djalma Antonio da Si...,T,P,404367
7,Dinda,Elivan Costa Damascena T,,P,295719 7 Beleu,Janderson Lenylthon ...,T,P,302913
8,Kleber,Kleber do Amaral Ribeiro T,,P,184508 8 Dede,Derivaldo Beserra Ca...,T,P,178231
9,Jefferson  ...,Jefferson Riguimar d ... T,,P,393831 10 Marcelinho ...,Marcelo dos Santos,T,P,118442
10,Tatu,Romulo Andre Lopes T,,P,168916 11 Rayllan,Rayllan Campos Santos,T,P,375152
22,Diego,Diego de Souza Gama Silva T,,P,154582 23 Maxuell,Maxuell Maia da Silva,T,P,292527
12,Neto,Jose Moreira Rocha Neto R(g),,P,163928 12 Mateus,Jose Mateus da Silva...,R(g),P,391934
13,Joao Victo ...,Joao Victor Amorim R,,P,461603 14 Marcos,Marcos Wilson da Silva,R,P,403127
14,Vinicius,Vinicius Roberto Con ... R,,P,321035 15 Talisson,Talisson Diago Nasci...,R,P,535046
15,Alan,Alan Conceicao Abdal ... R,,P,341761 16 Elielton,Elielton Luiz dos Santos,R,P,188636
16,Luiz Henrique,Luiz Henrique Reis Souza R,,P,350281 17 Patrick,Patrick dos Santos Silva,R,P,363869
17,Venicius,Venicius dos Santos  ... R,,P,567670 18 Leilson,Leilson Dantas de Ol...,R,P,421785
18,Gabriel,Gabriel Maia Lima R,,P,371802 19 Tiberio,Tiberio Silva Santos,R,P,554867
19,Pedro,Pedro Felipe Felisbi ... R,,P,437302,,,,
20,Clayton Ju ...,Clayton Junio Trinda ... R,,P,515292,,,,
"",,Comissão Técnica,
"",Vitória da Conquista / BA,,Treze / PB
Técnico:,Rodrigo Fonseca,Técnico:,FLAVIO JOSE ARAUJO
Técnico:,Rodrigo Fonseca,Auxiliar Técnico:,FRANCISCO HELIO ALVES PINHEIRO
Auxiliar Técnico:,GUILHERMINO LIMA DOS SANTOS,Médico:,VINÍCIUS DE BRITO RODRIGUES
Médico:,ALOISIO ALAN COSTA FERNANDES,Treinador De Goleiros:,WELLINGTON TELES DE MORAES
Massagista:,JOSÉ PAULO RIBEIRO DA SILVA,Preparador Físico:,PEDRO HENRIQUE DOS SANTOS ALVES
"",,Massagista:,CLAUDIO DANTAS DA SILVA
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
12:00,2T,Treze/PB,,17 - Patrick dos Santos Silva,11 - Rayllan Campos Santos
30:00,2T,Vitória da Conquista/BA,,18 - Gabriel Maia Lima,8 - Kleber do Amaral Ribeiro
31:00,2T,Treze/PB,,18 - Leilson Dantas de Oliveira,10 - Marcelo dos Santos
37:00,2T,Vitória da Conquista/BA,,15 - Alan Conceicao Abdala Santiago,9 - Jefferson Riguimar da Silva ...
40:00,2T,Vitória da Conquista/BA,,19 - Pedro Felipe Felisbino Pinhe...,10 - Romulo Andre Lopes
