Campeonato:,Copa do Brasil - Profissional/2019,,Rodada:,Volta
Jogo:,São Raimundo / RR X América / MG,,,
Data:,13/02/2019 Horário: 21:30 Estádio:,Vila Olímpica Roberto Marinho / Boa Vista,,
"",,Arbitragem
Arbitro:,Diego Pombo Lopez (AB / BA),
Arbitro Assistente 1:,Jucimar dos Santos Dias (AB / BA),
Arbitro Assistente 2:,Jose Carlos Oliveira dos Santos (AB / BA),
Quarto Arbitro:,Jose Ordilo Soares da Silva (CD / RR),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:20Atraso:,,Não Houve Entrada do mandante: 22:28,,Atraso:,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve Entrada do visitante: 22:28,,Atraso:,Não Houve
Início 1o Tempo:,21:30Atraso:,,Não Houve Início do 2o Tempo: 22:31,,Atraso:,Não Houve
Término do 1o Tempo:,22:16Acréscimo:,,1 min Término do 2o Tempo: 23:20,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,São Raimundo / RR,,,,América / MG,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Diego,Diego Silva Nunes Ce ... T(g),,P,297431 1 Fernando Leal,Fernando Leal Fonseca T(g),,P,151033
3,Paulo,Paulo Selson Gomes d ...,T,P,384158 2 Leandro Silva,Leandro da Silva T,,P,178723
4,Alan,Alan Ferreira de Lira,T,P,341110 3 Jussani,Diego Jussani T,,P,180751
5,Belao,Gerson Marlon de Sou ...,T,P,372047 5 Ze Ricardo,Jose Ricardo Barbosa... T,,P,358808
6,Andre Osma ... Andre Osmar de Arrud ...,,T,P,508079 6 Joao Paulo,Joao Paulo Gomes da CostaT,,P,155855
7,Ygor,Ygor de Almeida Vasc ...,T,P,366548 7 Marcelo Mi ...,Marcelo Aparecido Toscano T,,P,169747
8,Anderson,Anderson Rocha Vale,T,P,427663 8 Adilson,Adilson dos Anjos Ol... T,,P,337261
9,Monga,Clebson Fontoura Souto,T,P,166101 9 Vicosa,Luiz Severo Junior T,,P,293172
10,Ricardinho,Ricardo Patrese da S ...,T,P,367302 10 Matheusinho,Matheus Leonardo Sal... T,,P,398805
11,Marcos,Marcos Felipe de Cam ...,T,P,341224 11 Neto Berola,Sosthenes Jose Santo... T,,P,291855
13,Luã,Luã Niger Silva de Souza,T,P,412581 25 Paulão,Paulo Marcos de Jesu... T,,P,293393
12,Marcos,Marcos Aurelio Veras ... R(g),,P,182292 12 Glauco,Glauco Tadeu Passos ... R(g),,P,324829
2,Boi,Welington Rodrigues  ...,R,P,433916 13 Ronaldo,Ronaldo Santos Ramos... R,,P,456955
14,Vicente,Vicente Thomaz Porta ...,R,P,292524 14 Pedro Correia,Pedro Henrique de Ol... R,,P,356582
15,BENICIO,BENICIO SILVA RIBEIR ...,R,P,646687 15 Christian,Christian Savio Machado R,,P,329524
16,Kayo,Kayo Fernando Lima d ...,R,P,426517 16 Savio,Savio Antonio Alves R,,P,376801
17,Yan,Yan Everton Almeida Suhet,R,P,307699 17 Everton,Everton Morelli Casimiro R,,P,433565
18,Maranhão,Josedson Daniel Ribe ...,R,P,538810 18 Henrique,Carlos Henrique Fran... R,,P,388070
19,Jose Ribam ...,Jose Ribamar Mereles ...,R,P,463811 19 Ademir,Ademir da Silva Sant... R,,P,438212
20,Matheus,Matheus Tomaz de Moura,R,P,438150 23 Jonatas Be ...,Jonatas Elias Belusso R,,P,180181
21,Nilsão,Valdinilson Gomes da ...,R,P,311066,,,,
22,Yuri,Yuri Garcia da Silva,R,P,359573,,,,
"",,Comissão Técnica,
"",São Raimundo / RR,,América / MG
Técnico:,FRANCISCO MOURA VIANA,Técnico:,Givanildo Jose De Oliveira
Auxiliar Técnico:,ROBERTSON DE OLIVEIRA VIEIRA,Auxiliar Técnico:,Felipe De Oliveira Conceicao
Auxiliar Técnico:,ALEXANDRE DE MELLO CONCEIÇAO,Médico:,Afonso Rangel De Souza
Médico:,WESLEY CARLOS THOME,Treinador De Goleiros:,SILVIO SIQUEIRA JARDIM
Treinador De Goleiros:,RONALDO OLIVEIRA DA SILVA,Preparador Físico:,GERSON OLIVEIRA ROCHA
Treinador De Goleiros:,EDIVALDO BENEDITO DOS SANTOS,Fisioterapeuta:,EUGENIO GOMES ARAUJO
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
19:00,2T,América/MG,,18 - Carlos Henrique Franca Freires,11 - Sosthenes Jose Santos Salles
23:00,2T,São Raimundo/RR,,17 - Yan Everton Almeida Suhet,11 - Marcos Felipe de Campos Gomes
36:00,2T,São Raimundo/RR,,20 - Matheus Tomaz de Moura,8 - Anderson Rocha Vale
36:00,2T,América/MG,,15 - Christian Savio Machado,7 - Marcelo Aparecido Toscano
39:00,2T,São Raimundo/RR,,16 - Kayo Fernando Lima de Souza,6 - Andre Osmar de Arruda Alves
39:00,2T,América/MG,,23 - Jonatas Elias Belusso,9 - Luiz Severo Junior
