Campeonato:,Copa do Brasil - Profissional/2019,,Rodada:,Volta
Jogo:,Corumbaense / MS X Luverdense / MT,,,
Data:,06/02/2019 Horário: 21:30 Estádio:,Arthur Marinho / Corumba,,
"",Arbitragem
Arbitro:,Dyorgines Jose Padovani de Andrade (AB / ES)
Arbitro Assistente 1:,Fabiano da Silva Ramires (AB / ES)
Arbitro Assistente 2:,Ramires Santos Candido (CD / ES)
Quarto Arbitro:,Thiago de Alencar Gonzaga (CD / MS)
Analista de Campo:,Paulo Cesar Pereira de Freitas (CBF / MS)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:20Atraso:,,Não Houve Entrada do mandante: 22:28,,Atraso:,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve Entrada do visitante: 22:28,,Atraso:,Não Houve
Início 1o Tempo:,21:30Atraso:,,Não Houve Início do 2o Tempo: 22:31,,Atraso:,Não Houve
Término do 1o Tempo:,22:16Acréscimo:,,1 min Término do 2o Tempo: 23:22,Acréscimo:,,6 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Corumbaense / MS,,,Luverdense / MT,,,,
No,Apelido,Nome Completo T/R,P/A,,CBF No Apelido Nome Completo,T/R,,P/A,CBF
1,Adilson Ju ...,Adilson Tinoco Rezen ... T(g),P,,179048 1 Edson Edson Oliveira Barreto,T(g),,P,334836
2,Wander,Wander Pereira Martins T,P,,309725 2 Talvanes Talvanes Marcelino d...,T,,P,539611
3,Rafael,Jose Rafael do Nasci ... T,P,,404011 3 Helder Helder Gomes Maciel,T,,P,294095
4,Lucas,Lucas Oliveira Trindade T,P,,309681 4 Kaique Kaique Rizzi Keller,T,,P,414945
5,Vitor,Vitor Ferreira Pinheiro T,P,,399075 5 Moises Moises Francisco Dallazen,T,,P,293695
6,Madson,Madson Cavalcante So ... T,P,,166844 6 Jerfferson Jerfferson de Kassio...,T,,P,383914
7,Franklin,Franklin Rocha Gesteira T,P,,315731 7 Lucas Lucas Braga Ribeiro,T,,P,541268
8,Elivelton,Elivelton Fabrizio V ... T,P,,354557 8 Helder Helder Ribeiro Silva,T,,P,308607
9,Jairo,Jairo Silva Santos T,P,,184736 9 Wilson Junior Wilson dos Santos Vi...,T,,P,300968
10,Juninho,LAERCIO JOSE AGUIAR  ...T,P,,181936 10 Fabiano Fabiano Santos da Silva,T,,P,315244
11,Alexsandro,Alexsandro Viana Fer ... T,P,,315785 11 Igor Igor Leandro Goulart...,T,,P,411295
12,Douglas,Douglas Henrique dos ... R(g),P,,307298 12 Pedro Antonio Pedro Teixeira,R(g),,P,502023
13,Edinaldo,Edinaldo Malcher de  ... R,P,,180872 13 Lucas Lucas Gama Moreira,R,,P,389903
14,Rodrigo,Rodrigo Andrade Candido R,P,,169889 14 Taygor Taygor Goncalves,R,,P,421916
15,Kleber Viana,Luiz Kleber Barcelos ... R,P,,298956 15 Lucas Lucas Cassiano de Almeida R,,,P,522773
16,Camargo,Luiz Henrique Camargo R,P,,173179 16 Eulanio Em ... Eulanio Emilio Mende...,R,,P,455918
17,Marlos,Marlos dos Santos R,P,,351640 17 Samuel Samuel de Carvalho A...,R,,P,168529
18,Edson,Edson Eder Correa R,P,,298300 18 JUNIOR LEMOSJose Eustaquio Alves...,R,,P,324503
19,Joao Pedro,Joao Pedro Rodrigues ... R,P,,414510,,,,
20,RONALD,RONALD PEREIRA MARTINRS,P,,630598,,,,
21,Rafael Bastos,Rafael Adalberto Goi ... R,P,,323187,,,,
23,CLEMER,CLEMER MAGALHÃES PERREIRAP,,,589632,,,,
"",,Comissão Técnica,
"",Corumbaense / MS,,Luverdense / MT
Técnico:,Jose Humberto De Oliveira,Técnico:,DILCEU ROCHA JUNIOR
Auxiliar Técnico:,LUIS HENRIQUE DIAS,Auxiliar Técnico:,Maico Gregori Farias
Médico:,RIAD ALI HAMIE,Médico:,JULIANO SILVA DE OLIVEIRA
Preparador Físico:,PAULO ROBERTO DOS ANJOS,Treinador De Goleiros:,Luciano Donizeti Nunes Alexandre
Massagista:,MARQUES GAIROBA BISPO,Preparador Físico:,RAFAEL FABIANO ROSSETTO OLIVEIRA
"",,Massagista:,ANTONIO FRANCISCO DA SILVA
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Luverdense/MT,13 - Lucas Gama Moreira,4 - Kaique Rizzi Keller
09:00,2T,Corumbaense/MS,19 - Joao Pedro Rodrigues da Silv...,9 - Jairo Silva Santos
20:00,2T,Luverdense/MT,17 - Samuel de Carvalho Almeida,9 - Wilson dos Santos Vieira Jun...
33:00,2T,Corumbaense/MS,20 - RONALD PEREIRA MARTINS,7 - Franklin Rocha Gesteira
38:00,2T,Corumbaense/MS,18 - Edson Eder Correa,10 - LAERCIO JOSE AGUIAR CAVALHEI...
38:00,2T,Luverdense/MT,14 - Taygor Goncalves,10 - Fabiano Santos da Silva
