Campeonato:,Copa do Brasil - Profissional/2019,,,Rodada:,Volta
Jogo:,Juventude / RS X Grêmio / RS,,,,
Data:,22/05/2019 Horário: 21:30,Estádio:,Alfredo Jaconi / Caxias do Sul,,
"",Arbitragem
Arbitro:,Ricardo Marques Ribeiro (FIFA / MG)
Arbitro Assistente 1:,Eduardo Goncalves da Cruz (MTR / MS)
Arbitro Assistente 2:,Sidmar dos Santos Meurer (AB / MG)
Quarto Arbitro:,Wanderson Alves de Sousa (AB / MG)
Inspetor:,Raimundo Nonato Lopo de Abreu (CBF / DF)
Delegado Local:,Ari Debenetti (CBF / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:20Atraso:,,Não Houve Entrada do mandante: 22:30,,Atraso:,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve Entrada do visitante: 22:30,,Atraso:,Não Houve
Início 1o Tempo:,21:30Atraso:,,Não Houve Início do 2o Tempo: 22:32,,Atraso:,Não Houve
Término do 1o Tempo:,22:17Acréscimo:,,2 min Término do 2o Tempo: 23:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Juventude / RS,,,,Grêmio / RS,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Marcelo,Marcelo Henrique Pas ...,T(g),P,177948 1 Paulo Victor,Paulo Victor Mileo V ... T(g),,P,175411
2,Vidal,Cristiano da Silva Vidal,T,P,329349 2 Leo Moura,Leonardo da Silva Moura T,,P,137644
3,Genilson,Genilson Ventura Men ...,T,P,190137 3 Geromel,Pedro Tonon Geromel T,,P,165322
4,Sidimar,Sidimar Fernando Cigolini,T,P,299156 5 Michel,Michel Ferreira dos  ... T,,P,298485
5,João Paulo,Joao Paulo da Silva,T,P,174223 8 Maicon,Maicon Thiago Pereir ... T,,P,166603
6,Eltinho,Elton Divino Celio,T,P,171945 11 Everton,Everton Sousa Soares T,,P,379065
7,Jonh Lennon,Jonh Lennon Silva Santos,T,P,304285 14 M. Henrique,Matheus Henrique de SouzaT,,P,407776
8,Aprile,Gustavo Javier April ...,T,P,646520 21 Jean Pyerre,Jean Pyerre Casagran ... T,,P,422351
10,Denner,Denner Fernando Melz,T,P,502079 23 Alisson,Alisson Euler de Fre ... T,,P,317751
11,Bruno Alves,Bruno Alves de Souza,T,P,360598 29 J. Capixaba,Luis Antonio da Roch ... T,,P,402681
17,Braian Rod ...,Braian Damian Rodrig ...,T,P,522895 90 Andre,Andre Felipe Ribeiro ... T,,P,292942
12,Omar,Omar Constante Reis  ...,R(g),P,292443 22 Julio Cesar,Julio Cesar Jacobi R(g),,P,169978
9,Luan,Dalberto Luan Belo,R,P,389256 10 Felipe Vizeu,Felipe dos Reis Pere ... R,,P,399284
13,Diego Ivo,Diego Ivo Pires,R,P,295845 13 Romulo,Romulo Borges Monteiro R,,P,183094
14,Felippe,Felippe Borges,R,P,458971 15 Vico,Vinicius Duarte R,,P,384617
15,Christian,Christian Roberto Al ...,R,P,546294 16 Thaciano,Thaciano Mickael da Silva R,,P,391953
16,Rafael Bastos,Rafael Bastos,R,P,170427 20 Montoya,Walter Ivan Alexis M ... R,,P,646612
18,Paulinho,Paulo Sergio Luiz de ...,R,P,178294 25 Pepe,Eduardo Gabriel Aqui ... R,,P,428672
19,Caprini,Mauricio Caprini Pinto,R,P,371231 37 Darlan,Darlan Pereira Mendes R,,P,422352
20,Breno,Breno Henrique Vasco ...,R,P,389378 38 Rodrigues,Antonio Josenildo Ro ... R,,P,434738
21,Mateus,Mateus Festa Santana,R,P,307539 42 Galhardo,Rafael Galhardo de Souza R,,P,291542
23,William,William Arthur Assmann,R,P,436507,,,,
"",,Comissão Técnica,
"",Juventude / RS,,Grêmio / RS
Técnico:,Marcos Vinicius Santos Goncalves,Técnico:,Renato Portaluppi
Auxiliar Técnico:,Leandro Fahel Matos,Auxiliar Técnico:,Alexandre Pereira Mendes
Médico:,Bruno Costamilan Winkler,Médico:,Paulo Augusto Da Silva Rabaldo
Treinador De Goleiros:,Marcio Rodrigo Angonese,Treinador De Goleiros:,Rogerio Augusto Godoy Da Silva
Preparador Físico:,Rodrigo Squinalli,Preparador Físico:,Rogerio Dias Luiz
Massagista:,Edson De Camargo,Massagista:,Marco Aurelio Zeilmann
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
26:00,1T,Juventude/RS,9 - Dalberto Luan Belo,7 - Jonh Lennon Silva Santos
15:00,2T,Juventude/RS,20 - Breno Henrique Vasconcelos L...,11 - Bruno Alves de Souza
19:00,2T,Grêmio/RS,16 - Thaciano Mickael da Silva,21 - Jean Pyerre Casagrande Silve...
31:00,2T,Grêmio/RS,25 - Eduardo Gabriel Aquino Cossa,23 - Alisson Euler de Freitas Cas...
39:00,2T,Juventude/RS,18 - Paulo Sergio Luiz de Souza,17 - Braian Damian Rodriguez Carb...
39:00,2T,Grêmio/RS,10 - Felipe dos Reis Pereira Vize...,90 - Andre Felipe Ribeiro de Souza
