"",,Arbitragem
Arbitro:,Marcelo de Lima Henrique (FIFA / RJ),
Arbitro Assistente 1:,Rodrigo F Henrique Correa (ESP-1 / RJ),
Arbitro Assistente 2:,Wagner de Almeida Santos (CBF-1 / RJ),
Quarto Arbitro:,Emerson de Almeida Ferreira (CBF-1 / MG),
Assessor:,Marco Aurelio Lopes dos Santos (ASS / MG),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,17:10Atraso:,,Não Houve Entrada do mandante: 18:21,Atraso:,,Não Houve
Entrada do visitante:,17:10Atraso:,,Não Houve Entrada do visitante: 18:21,Atraso:,,Não Houve
Início 1o Tempo:,17:20 Atraso:,,Não Houve Início do 2o Tempo: 18:22,Atraso:,,Não Houve
Término do 1o Tempo:,18:07 Acréscimo:,,2 min Término do 2o Tempo: 19:10,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,17:10,Atraso:,Não Houve Entrada do mandante:,18:21,Atraso:,Não Houve
Início 1o Tempo:,17:20,Atraso:,Não Houve,Início do 2o Tempo:,18:22,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Joao,Joao Ricardo Riedi,T P,298660,1,Gustavo,Gustavo Busatto,T P,186958
"",,Comissão Técnica,
"",América / MG,,Icasa / CE
Tecnico:,Givanildo José De Oliveira - 931503,Tecnico:,Vladimir Viana De Jesus - 5073623
Auxiliar Tecnico:,Claudio Mendes Prates - 003389,Auxiliar Tecnico:,Fernando Jorge Conrado - 3775405
Medico:,Celso Furtado De Azevedo Filho - 42373,Medico:,Lirio Lassalle Garcia Fernades - 8459
Preparador Fisico:,Emerson Luiz Buck - 8057,Preparador Fisico:,Wellington José Vero - 0500768
Massagista:,Silvio Junio Nunes Da Silva - 4761735,Massagista:,Marco Antonio Lima - 188813135
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
38:00,1T,6,NR,Gilson Gomes do Nascimento,,América/MG
37:00,2T,10,NR,Lucas Gomes da Silva,,Icasa/CE
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimosNÃO HOUVE ATRASO. ACRÉSCIMOS DEVIDO ENTRADA DA MACA PARA RETIRADA DE ATLETA, SUBSTITUIÇÕES E REPOSIÇÃO DE BOLA.Observações EventuaisNADA HOUVE DE ANORMALSubstituiçõesTempo1T/2TEquipeEntrouSaiu23:001TIcasa/CE15 - Sandro Ferreira Andre2 - Jose Ivonaldo da Rocha Si ...17:002TAmérica/MG17 - Renan Henrique Oliveira V ...10 - Valdecir de Souza Junior17:002TIcasa/CE20 - Nubio Flavio Martins de S ...9 - Jose Nilson dos Santos Si ...34:002TIcasa/CE18 - Luiz Fernando Correa Sale ...5 - Gilberto Carlos Marangoni ...41:002TAmérica/MG20 - Bruno Cardoso Gonçalves S ...11 - Alessandro Faioli Amantin ...43:002TAmérica/MG18 - Gleidionor Figueiredo Pin ...5 - Leandro Luchese Guerreiro ...",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
23:00,1T,Icasa/CE,15 - Sandro Ferreira Andre,2 - Jose Ivonaldo da Rocha Si ...
17:00,2T,América/MG,17 - Renan Henrique Oliveira V ...,10 - Valdecir de Souza Junior
17:00,2T,Icasa/CE,20 - Nubio Flavio Martins de S ...,9 - Jose Nilson dos Santos Si ...
34:00,2T,Icasa/CE,18 - Luiz Fernando Correa Sale ...,5 - Gilberto Carlos Marangoni ...
41:00,2T,América/MG,20 - Bruno Cardoso Gonçalves S ...,11 - Alessandro Faioli Amantin ...
43:00,2T,América/MG,18 - Gleidionor Figueiredo Pin ...,5 - Leandro Luchese Guerreiro ...
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimosNÃO HOUVE ATRASO. ACRÉSCIMOS DEVIDO ENTRADA DA MACA PARA RETIRADA DE ATLETA, SUBSTITUIÇÕES E REPOSIÇÃO DE BOLA.Observações EventuaisNADA HOUVE DE ANORMALSubstituiçõesTempo1T/2TEquipeEntrouSaiu23:001TIcasa/CE15 - Sandro Ferreira Andre2 - Jose Ivonaldo da Rocha Si ...17:002TAmérica/MG17 - Renan Henrique Oliveira V ...10 - Valdecir de Souza Junior17:002TIcasa/CE20 - Nubio Flavio Martins de S ...9 - Jose Nilson dos Santos Si ...34:002TIcasa/CE18 - Luiz Fernando Correa Sale ...5 - Gilberto Carlos Marangoni ...41:002TAmérica/MG20 - Bruno Cardoso Gonçalves S ...11 - Alessandro Faioli Amantin ...43:002TAmérica/MG18 - Gleidionor Figueiredo Pin ...5 - Leandro Luchese Guerreiro ..."
Observações Eventuais
NADA HOUVE DE ANORMAL
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimosNÃO HOUVE ATRASO. ACRÉSCIMOS DEVIDO ENTRADA DA MACA PARA RETIRADA DE ATLETA, SUBSTITUIÇÕES E REPOSIÇÃO DE BOLA.Observações EventuaisNADA HOUVE DE ANORMALSubstituiçõesTempo1T/2TEquipeEntrouSaiu23:001TIcasa/CE15 - Sandro Ferreira Andre2 - Jose Ivonaldo da Rocha Si ...17:002TAmérica/MG17 - Renan Henrique Oliveira V ...10 - Valdecir de Souza Junior17:002TIcasa/CE20 - Nubio Flavio Martins de S ...9 - Jose Nilson dos Santos Si ...34:002TIcasa/CE18 - Luiz Fernando Correa Sale ...5 - Gilberto Carlos Marangoni ...41:002TAmérica/MG20 - Bruno Cardoso Gonçalves S ...11 - Alessandro Faioli Amantin ...43:002TAmérica/MG18 - Gleidionor Figueiredo Pin ...5 - Leandro Luchese Guerreiro ..."
"Motivo de atraso no início e/ou reinício, e de acréscimos"
"NÃO HOUVE ATRASO. ACRÉSCIMOS DEVIDO ENTRADA DA MACA PARA RETIRADA DE ATLETA, SUBSTITUIÇÕES E REPOSIÇÃO DE BOLA."
