"",,Arbitragem
Arbitro:,Adriano Milczvski (CBF-1 / PR),
Arbitro Assistente 1:,Daniel Henrique da Silva Andrade (CBF-1 / DF),
Arbitro Assistente 2:,Ygor Monteiro de Miranda (CBF-2 / GO),
Quarto Arbitro:,Osimar Moreira da Silva Junior (CBF-2 / GO),
Assessor:,Júlio César Mota Fernandes (000 / GO),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,15:58Atraso:,,5 min,Entrada do mandante: 17:03,Atraso:,,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve,Entrada do visitante: 16:59,Atraso:,,Não Houve
Início 1o Tempo:,16:03 Atraso:,,3 min,Início do 2o Tempo: 17:05,Atraso:,,Não Houve
Término do 1o Tempo:,16:50 Acréscimo:,,2 min,Término do 2o Tempo: 17:53,Acréscimo:,,3 min
Resultado do 1o Tempo: 0 X 0,,,,Resultado Final: 0 X 1,,,
"",,,,Relação de Jogadores,,,
"",,Goianesia / GO,,,Desportiva / ES,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Fabio Luca ...,Fabio Lucas Alves Or ...,T P,454915 1 Felipe Higo,Felipe Higo Guedes Bento,T P,167413
2,Joao,Joao Antonio Pereira ...,T P,442549 2 Luan,Luan Jesus Nascimento,T P,461094
3,Abner,Abner Lourenco Pedro,T P,415046 3 Edilson,Edilson Costa Alves ...,T P,364748
4,Edcleiton  ...,Edcleiton Salomao Garcia,T P,459279 4 David,David Gregorio Costa,T P,165414
5,Luis,Luis Felipe Ferreira ...,T P,410467 5 Leo,Leonardo da Silva Ol...,T P,295764
6,Victor Fal ...,Victor Falcao Ribeiro,T P,457588 6 Tata,Wandecley de Assis A...,T P,392643
7,Danrley,Danrley dos Santos R ...,T P,366858 7 Romulo,Romulo de Sousa Pere...,T P,427817
8,Matheus Ca ...,Matheus Carneiro da  ...,T P,457577 8 Jefferson,Jefferson Gomes Fern...,T P,188898
9,Thiago,Thiago Silva Souza,T P,166199 9 Israel,Israel do Nascimento...,T P,403182
10,Kaio Nunes,Kaio Nunes Ferreira,T P,441092 10 Pirao,Manoel Almeida Junior,T P,164955
11,Vinicius E ...,Vinicius Etheberg Cu ...,T P,509927 11 Wander Luiz,Wander Luiz Reis Soares,T P,342935
12,Luan,Luan Carlos Martins  ...,R P,403797 12 Filipe,Filipe Quintiliano M...,R P,307759
13,Lucivanio  ...,Lucivanio Douglas do ...,R P,454612 13 Fabinho,Antonio Fabio France...,R P,164963
14,Thiago,Thiago Alexandre de  ...,R P,552417 14 Galego,Erwin Spitzner,R P,297064
15,Guilherme  ...,Guilherme Pereira Rocha,R P,414720 15 Ivan,Ivan da Silva Moreira,R P,430439
16,Maycon,Maycon Gomes Santana,R P,508738 16 Marlon Car ...,Marlon Carvalho de C...,R P,461463
17,Arthur,Arthur Cavalcante do ...,R P,405008 17 Thiago,Thiago Ramos da Silva,R P,369703
18,Breno,Breno Alves de Oliveira,R P,336098 18 Paulo Vito ...,Paulo Vitor Amorim,R P,460541
"",,Comissão Técnica
"",Goianesia / GO,Desportiva / ES
Técnico:,Andre Bueno Prodes - G4145RS,Técnico: Fabiano Adriano Rossato - 1132271ES
Auxiliar Técnico:,Não Possui - 000,Auxiliar Técnico: Leonardo De Oliveira Neves - 1918893ES
Médico:,Robson Silva Tavares - 9105,Médico: Não Consta - 000
Preparador Físico:,Tiago Jose Almeida Gonçalves - 1860186SSPDF,Preparador Físico: Wallace Pessanha Ribeiro - 3568ES
Massagista:,Sebastioão Guedes Monteiro - 640173,Massagista: Edson Antunes Nogueira - 088567292
Preparador De GoleiroB:r uno Oliveira Pedrosa - 2738948SSPDF,,Preparador De GoleiroR:e inaldo Saltori Louzada - 131053662RJ
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
03:00,2T,4,PN,David Gregorio Costa,,Desportiva/ES
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Desportiva/ES,18 - Paulo Vitor Amorim,7 - Romulo de Sousa Pereira B ...
11:00,2T,Goianesia/GO,14 - THIAGO ALEXANDRE DE OLIVE ...,11 - Vinicius Etheberg Cunha d ...
12:00,2T,Desportiva/ES,16 - Marlon Carvalho de Castro ...,8 - Jefferson Gomes Fernandes ...
26:00,2T,Desportiva/ES,17 - Thiago Ramos da Silva,10 - Manoel Almeida Junior
32:00,2T,Goianesia/GO,13 - Lucivanio Douglas dos San ...,9 - Thiago Silva Souza
