"",,Arbitragem
Arbitro:,João Ennio Sobral (CBF-2 / RJ),
Arbitro Assistente 1:,Max Augusto Guimarães Vioni (CBF-3 / RS),
Arbitro Assistente 2:,Tiago Augusto Kappes Diel (CBF-3 / RS),
Quarto Arbitro:,Diego Almeida Real (ASP-FIFA / RS),
Assessor:,Jose Mocellin (ASS / RS),
Delegado Local:,Ari Debenetti (000 / ),
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,15:54Atraso:,,1 min,Entrada do mandante: 17:00,Atraso:,,Não Houve
Entrada do visitante:,15:51Atraso:,,Não Houve,Entrada do visitante: 17:00,Atraso:,,Não Houve
Início 1o Tempo:,16:00 Atraso:,,Não Houve,Início do 2o Tempo: 17:01,Atraso:,,Não Houve
Término do 1o Tempo:,16:46 Acréscimo:,,1 min,Término do 2o Tempo: 17:49,Acréscimo:,,3 min
Resultado do 1o Tempo: 0 X 0,,,,Resultado Final: 2 X 1,,,
"",,,,Relação de Jogadores,,,
"",,Caxias / RS,,,Metropolitano / SC,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Marcelo Pi ...,Marcelo Pitol,T P,143611 1 Dida,Kleudson Jose Martin... T,P,171866
2,Gian,Gian Peterson Costa,T P,173134 2 Bruno,Bruno Antonio dos Santos T,P,316578
3,Geninho,Genisson Correia Das ...,T P,340109 3 Mauricio,Mauricio Pinto T,P,412439
4,Icaro,Icaro Albarello,T P,167342 4 Ricardo,Ricardo Regis Aparec... T,P,359298
5,Ramon,Ramon Rodrigues de M ...,T P,178313 5 Elber,Elber Barbosa Ribeiro T,P,302039
6,Tatto,Juliano Ritter Tatto,T P,178391 6 Leo,Leovigildo Junior Re... T,P,409319
7,Marlon,Marlon Adriano Prezotti,T P,294484 7 Radsley,Radsley Eduardo Gonc... T,P,384905
8,Rudiero,Rudiero Possebon,T P,181285 8 Luis Felipe,Luis Felipe Alves Fe... T,P,334968
9,Jajá,Jarbas Jardim Fernandes,T P,308078 9 Raphael,Raphael Ramalho Santiago T,P,403792
10,Cleiton,Cleiton de Oliveira  ...,T P,189861 10 Leonardo,Leonardo Augusto Dru... T,P,149725
11,Nicolas,Nicolas Godinho Johann,T P,179934 11 Rodrigo,Rodrigo da Silva Lima T,P,340230
12,Pablo,Pablo Batista Rodrigues,R P,296977 12 Igor,Igor Koehler R,P,392926
13,Glauber,Glauber Vian Correa,R P,144226 13 Joao Vitor ...,Joao Vitor Persuhn P... R,A,463152
14,Dener,Dener Chitolina Pradebon,R P,344098 14 Michel,Michel Carlos Gilioli R,P,357009
15,Miranda,Diego Miranda,R P,341926 15 Gustavo,Gustavo Gerhard Jensen R,P,318040
16,Anderson,Anderson Aires da Silva,R P,311110 16 Levi,Levi Roberto Schmitz R,P,444132
17,Cleber,Cleber Barbosa Viana,R P,359777 17 Heder,Heder Helio Vitorino R,P,331261
18,Dinei,Valdinei Eberton Bor ...,R P,163669 18 Bruno,Bruno da Silva R,P,401119
19,Douglas,Douglas Camillo da Silva,R P,296683,,,
20,Dagoberto,Dagoberto Francisco  ...,R P,291959,,,
21,Lorran,Lorran David Ferreir ...,R P,385244,,,
22,Andre Frei ...,Andre Rodrigues Mach ...,R P,185289,,,
23,Joao Felipe,Joao Felipe Melo de Lima,R P,346990,,,
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
06:00,2T,9,NR,Jarbas Jardim Fernandes,,Caxias/RS
29:00,2T,9,NR,Jarbas Jardim Fernandes,,Caxias/RS
+1,2T,9,NR,Raphael Ramalho Santiago,,Metropolitano/SC
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
19:00,2T,Metropolitano/SC,15 - Gustavo Gerhard Jensen,11 - Rodrigo da Silva Lima
25:00,2T,Caxias/RS,17 - Cleber Barbosa Viana,7 - Marlon Adriano Prezotti
26:00,2T,Metropolitano/SC,17 - Heder Helio Vitorino,7 - Radsley Eduardo Goncalves ...
32:00,2T,Caxias/RS,16 - Anderson Aires da Silva,9 - Jarbas Jardim Fernandes
34:00,2T,Metropolitano/SC,16 - Levi Roberto Schmitz,5 - Elber Barbosa Ribeiro
35:00,2T,Caxias/RS,15 - Diego Miranda,10 - Cleiton de Oliveira Velas ...
