"",Arbitragem
Arbitro:,Sebastiao Rufino Ribeiro Filho (CBF-2 / PE)
Arbitro Assistente 1:,Ivaney Alves de Lima (CBF-2 / SE)
Arbitro Assistente 2:,Vaneide Vieira de Gois (CBF-1 / SE)
Quarto Arbitro:,Lucio Jose Silva de Araujo (CBF-2 / BA)
Assessor:,Belmiro da Silva (ASS / BA)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:22Atraso:,,Não Houve Entrada do mandante: 20:29,Atraso:,,Não Houve
Entrada do visitante:,19:20Atraso:,,Não Houve Entrada do visitante: 20:29,Atraso:,,Não Houve
Início 1o Tempo:,19:30 Atraso:,,Não Houve Início do 2o Tempo: 20:31,Atraso:,,Não Houve
Término do 1o Tempo:,20:16 Acréscimo:,,1 min Término do 2o Tempo: 21:18,Acréscimo:,,2 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 2 X 0,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,19:22,Atraso:,Não Houve Entrada do mandante:,20:29,Atraso:,Não Houve
Início 1o Tempo:,19:30,Atraso:,Não Houve,Início do 2o Tempo:,20:31,Atraso:,Não Houve
"",Relação de Jogadores,,
Bahia / BA,Villa Nova / MG,,
Horário de Entrega da Relação de Jogadores: 18:40,Horário de Entrega da Relação de Jogadores: 18:40,,
No Apelido Nome Completo T/R P/A,CBF No Apelido Nome Completo,T/R P/A,CBF
1 Marcelo Marcelo Lomba do Nas ... T P,157264 1 Bras Arisvaldo de Jesus S...,T P,161142
2 Railan dos ... Railan dos Santos Reis T P,327755 2 Arilton Arilton Medeiros Junior,T P,180084
3 Demerson Demerson Bruno Costa T P,171815 3 Welton Welton Felipe Marque...,T P,161770
4 Christian Christian Chagas Tarouco T P,170255 4 Paulo Robe ... Paulo Roberto de Ara...,T P,172934
5 Feijao Antonio Filipe Gonza ... T P,352645 5 Joao Paulo Joao Paulo Dias Silva,T P,182890
6 Negão Anderson Ferreira da ... T P,393868 6 Andre Luiz Andre Luiz Cardoso F...,T P,166237
7 Max Maximiliano Daniel B ... T P,188231 7 Leonardo Leonardo Henrique Sa...,T P,173542
8 Uelliton Uelliton da Silva Vieira T P,170114 8 Mateus Mateus Ribeiro dos S...,T P,184218
9 Talisca Anderson Souza Conceição T P,344704 9 Quim Carlos Henrique Dias,T P,139417
11 Lima Rafael Lima Pereira T P,302196 10 Geovane Geovane Eduardo Lage...,T P,179111
16 Wilson Wilson Osmar Pittoni ... T P,372444 11 Rafael Rafael Gomes Lima,T P,181280
12 Douglas Douglas Moreira Pires R P,187561 12 Thiago Thiago Braga de Souza,R P,153971
13 Lucas Lucas Silva Fonseca R P,309265 13 Rodrigo Rodrigo Siqueira Rocha,R P,325645
14 Rafael Rafael Miranda da Co ... R P,160379 14 Wesley Wesley Cruz Silva,R P,344464
15 Leandro Leandro Fahel Matos R P,153030 15 Fabio Fabio Costa Fidelis,R P,161692
17 Henrique Henrique Almeida Cai ... R P,178303 16 Jose Laure ... Jose Laurentino Alves,R P,333150
18 Branquinho Wellington Clayton G ... R P,179229 17 Flavio Flavio Torres Ribeiro,R P,304373
19 Raul Raul Diogo Souza Rocha R P,173948,,
20 Jeam Jeam Eugenio de Oliveira R P,394353,,
21 Biancucchi Emanuel Adrian Bianc ... R P,459687,,
99 Lincoln Lincoln Cassio de So ... R P,130166,,
"",,Comissão Técnica,
"",Bahia / BA,,Villa Nova / MG
Tecnico:,Marcos Vinicius Dos Santos Gonçalves  - 27 842204 9,Tecnico:,Walter Murilo Da Silva Moreira - 012558 MG
Auxiliar Tecnico:,Marcelo Augusto Da Silva Serrano  - 5018207,Auxiliar Tecnico:,Xxxxxxxxxxxxxxxxxxxx - XXXXXXXXXXXX
Medico:,Luiz Henrique Sapucaia Rehem  - 11887,Medico:,Daniel Jose Araujo Silva  - 14095
Preparador Fisico:,Fabianno Bruno Rosenau - 004004 /PR,Preparador Fisico:,Lucas Zagnoli  - 11758796 MG
Massagista:,Fabio Lima Fontes - 0855718145 BA,Massagista:,Jose Cornelio - M3633169 MG
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
17:00,2T,17,NR,Henrique Almeida Caixeta Nascentes,,Bahia/BA
28:00,2T,7,PN,Maximiliano Daniel Biancucchi,,Bahia/BA
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Bahia/BA,,17 - Henrique Almeida Caixeta  ...,5 - Antonio Filipe Gonzaga de ...
20:00,1T,Bahia/BA,,19 - Raul Diogo Souza Rocha,6 - Anderson Ferreira da Silv ...
21:00,2T,Villa Nova/MG,,17 - Flavio Torres Ribeiro,10 - Geovane Eduardo Lages Sil ...
22:00,2T,Bahia/BA,,99 - Lincoln Cassio de Souza S ...,9 - Anderson Souza Conceição
